word,type,pos,stemmed,priorpolarity
dreamy,weaksubj,adj,n,positive
dreary,strongsubj,adj,n,negative
drive,weaksubj,noun,n,positive
driven,weaksubj,adj,n,positive
drones,strongsubj,adj,n,negative
drones,strongsubj,noun,n,negative
droop,weaksubj,verb,y,negative
drought,weaksubj,adj,n,negative
drought,weaksubj,noun,n,negative
drowning,weaksubj,anypos,n,negative
drunk,strongsubj,adj,n,negative
drunkard,strongsubj,noun,n,negative
drunken,strongsubj,adj,n,negative
dubious,strongsubj,adj,n,negative
dubiously,strongsubj,adverb,n,negative
dubitable,strongsubj,adj,n,negative
dud,weaksubj,anypos,n,negative
dull,weaksubj,adj,n,negative
dullard,strongsubj,noun,n,negative
dumb,strongsubj,adj,n,negative
dumb,strongsubj,noun,n,negative
dumbfound,strongsubj,verb,y,negative
dumbfounded,strongsubj,adj,n,negative
dummy,strongsubj,noun,n,negative
dump,weaksubj,noun,n,negative
dunce,strongsubj,noun,n,negative
dungeon,strongsubj,noun,n,negative
dungeons,strongsubj,adj,n,negative
dungeons,strongsubj,noun,n,negative
dupe,strongsubj,verb,y,negative
durable,weaksubj,adj,n,positive
durability,weaksubj,noun,n,positive
dusty,weaksubj,adj,n,negative
duty,weaksubj,noun,n,neutral
dwindle,weaksubj,verb,y,negative
dwindling,weaksubj,adj,n,negative
dynamic,weaksubj,adj,n,positive
dying,weaksubj,anypos,n,negative
eager,strongsubj,adj,n,positive
eagerly,strongsubj,anypos,n,positive
eagerness,strongsubj,noun,n,positive
earnest,strongsubj,adj,n,positive
earnestly,strongsubj,anypos,n,positive
earnestness,strongsubj,anypos,n,positive
earsplitting,strongsubj,adj,n,negative
ease,weaksubj,noun,n,positive
ease,weaksubj,verb,y,positive
easier,weaksubj,anypos,y,positive
easiest,weaksubj,anypos,y,positive
easily,weaksubj,anypos,y,positive
easiness,weaksubj,anypos,y,positive
easy,weaksubj,adj,n,positive
easygoing,strongsubj,adj,n,positive
ebullience,strongsubj,noun,n,positive
ebullient,strongsubj,adj,n,positive
ebulliently,strongsubj,anypos,n,positive
eccentric,weaksubj,adj,n,negative
eccentricity,weaksubj,noun,n,negative
eclectic,strongsubj,adj,n,positive
economical,weaksubj,adj,n,positive
ecstasies,strongsubj,noun,n,positive
ecstasy,strongsubj,noun,n,positive
ecstatic,strongsubj,adj,n,positive
ecstatically,strongsubj,anypos,n,positive
edgy,strongsubj,adj,n,negative
edify,strongsubj,verb,y,positive
educable,weaksubj,adj,n,positive
educated,weaksubj,adj,n,positive
educational,weaksubj,adj,n,positive
effective,weaksubj,adj,n,positive
effectively,weaksubj,adverb,n,neutral
effectiveness,weaksubj,noun,n,positive
effectual,weaksubj,adj,n,positive
efficacious,weaksubj,adj,n,positive
efficiency,weaksubj,noun,n,positive
efficient,weaksubj,adj,n,positive
effigy,strongsubj,noun,n,negative
effortless,strongsubj,adj,n,positive
effortlessly,strongsubj,adverb,n,positive
effrontery,strongsubj,anypos,n,negative
effusion,strongsubj,noun,n,positive
effusive,strongsubj,adj,n,positive
effusively,strongsubj,anypos,n,positive
effusiveness,strongsubj,noun,n,positive
egalitarian,weaksubj,adj,n,positive
ego,strongsubj,adj,n,negative
ego,strongsubj,noun,n,negative
egocentric,strongsubj,adj,n,negative
egomania,strongsubj,noun,n,negative
egotism,strongsubj,noun,n,negative
egotistical,strongsubj,adj,n,negative
egotistically,strongsubj,adverb,n,negative
egregious,strongsubj,adj,n,negative
egregiously,strongsubj,anypos,n,negative
ejaculate,strongsubj,verb,y,negative
elaborate,strongsubj,adj,n,neutral
elan,strongsubj,noun,n,positive
elate,weaksubj,verb,y,positive
elated,strongsubj,adj,n,positive
elatedly,strongsubj,adverb,n,positive
elation,strongsubj,noun,n,positive
election-rigger,strongsubj,adj,n,negative
election-rigger,strongsubj,noun,n,negative
electrification,strongsubj,adj,n,positive
electrification,strongsubj,noun,n,positive
electrify,weaksubj,verb,y,positive
elegance,strongsubj,noun,n,positive
elegant,strongsubj,adj,n,positive
elegantly,strongsubj,adverb,n,positive
elevate,weaksubj,verb,y,positive
elevated,weaksubj,adj,n,positive
eligible,weaksubj,adj,n,positive
eliminate,weaksubj,verb,y,negative
elimination,weaksubj,noun,n,negative
elite,weaksubj,anypos,n,positive
eloquence,strongsubj,noun,n,positive
eloquent,strongsubj,adj,n,positive
eloquently,strongsubj,anypos,n,positive
else,weaksubj,anypos,y,neutral
emaciated,strongsubj,anypos,n,negative
emancipate,weaksubj,verb,y,positive
emasculate,strongsubj,verb,y,negative
embarrass,strongsubj,verb,y,negative
embarrassing,strongsubj,anypos,n,negative
embarrassingly,strongsubj,anypos,n,negative
embarrassment,strongsubj,noun,n,negative
embattled,weaksubj,adj,n,negative
embellish,strongsubj,verb,y,positive
embodiment,strongsubj,noun,n,neutral
embolden,weaksubj,verb,y,positive
embrace,strongsubj,verb,y,positive
embroil,strongsubj,verb,y,negative
embroiled,strongsubj,adj,n,negative
embroilment,strongsubj,noun,n,negative
eminence,strongsubj,noun,n,positive
eminent,strongsubj,adj,n,positive
emotion,strongsubj,adj,n,neutral
emotion,strongsubj,noun,n,neutral
emotional,strongsubj,adj,n,negative
emotions,weaksubj,adj,n,neutral
emotions,weaksubj,noun,n,neutral
empathize,strongsubj,verb,y,negative
empathy,strongsubj,noun,n,negative
emphasise,weaksubj,adj,n,neutral
emphasise,weaksubj,noun,n,neutral
emphatic,strongsubj,anypos,n,negative
emphatically,strongsubj,anypos,n,negative
empower,weaksubj,verb,y,positive
empowerment,weaksubj,noun,n,positive
emptiness,strongsubj,adj,n,negative
emptiness,strongsubj,noun,n,negative
empty,weaksubj,adj,n,negative
enable,weaksubj,verb,y,positive
enchant,strongsubj,verb,y,positive
enchanted,strongsubj,anypos,n,positive
enchanting,strongsubj,anypos,n,positive
enchantingly,strongsubj,anypos,n,positive
encourage,weaksubj,verb,y,positive
encouragement,strongsubj,adj,n,positive
encouragement,strongsubj,noun,n,positive
encouraging,strongsubj,adj,n,positive
encouraging,strongsubj,noun,n,positive
encouragingly,strongsubj,anypos,n,positive
encroach,weaksubj,verb,y,negative
encroachment,weaksubj,noun,n,negative
endanger,strongsubj,verb,y,negative
endear,strongsubj,verb,y,positive
endearing,strongsubj,adj,n,positive
endless,weaksubj,adj,n,negative
endorse,strongsubj,verb,y,positive
endorsement,strongsubj,adj,n,positive
endorsement,strongsubj,noun,n,positive
endorser,strongsubj,noun,n,positive
endurable,strongsubj,adj,n,positive
endure,strongsubj,verb,y,positive
enduring,strongsubj,adj,n,positive
enemies,weaksubj,adj,n,negative
enemies,weaksubj,noun,n,negative
enemy,weaksubj,noun,n,negative
energetic,weaksubj,adj,n,positive
energetic,weaksubj,noun,n,positive
energize,weaksubj,verb,y,positive
enervate,strongsubj,verb,y,negative
enfeeble,strongsubj,verb,y,negative
enflame,strongsubj,verb,y,negative
engage,weaksubj,verb,y,neutral
engaging,strongsubj,adj,n,positive
engross,weaksubj,verb,y,neutral
engrossing,strongsubj,anypos,n,positive
engulf,weaksubj,verb,y,negative
enhance,weaksubj,verb,y,positive
enhanced,weaksubj,adj,n,positive
enhancement,weaksubj,noun,n,positive
enjoin,strongsubj,verb,y,negative
enjoy,weaksubj,verb,y,positive
enjoyable,strongsubj,adj,n,positive
enjoyably,strongsubj,adverb,n,positive
enjoyment,strongsubj,noun,n,positive
enlighten,weaksubj,verb,y,positive
enlightenment,weaksubj,noun,n,positive
enliven,weaksubj,verb,y,positive
enmity,strongsubj,noun,n,negative
ennoble,strongsubj,verb,y,positive
enormities,strongsubj,noun,n,negative
enormity,strongsubj,noun,n,negative
enormous,strongsubj,anypos,n,negative
enormously,strongsubj,anypos,n,negative
enough,weaksubj,anypos,y,neutral
enrage,strongsubj,verb,y,negative
enraged,strongsubj,adj,n,negative
enrapt,strongsubj,adj,n,positive
enrapture,weaksubj,verb,y,positive
enraptured,strongsubj,anypos,y,positive
enrich,weaksubj,verb,y,positive
enrichment,weaksubj,noun,n,positive
enslave,strongsubj,verb,y,negative
ensure,weaksubj,verb,y,positive
entangle,weaksubj,verb,y,negative
entanglement,weaksubj,noun,n,negative
enterprising,weaksubj,adj,n,positive
entertain,weaksubj,verb,y,positive
entertaining,strongsubj,adj,n,positive
enthral,strongsubj,verb,y,positive
enthrall,strongsubj,verb,y,positive
enthralled,strongsubj,anypos,y,positive
enthuse,strongsubj,verb,y,positive
enthusiasm,strongsubj,noun,n,positive
enthusiast,strongsubj,noun,n,positive
enthusiastic,strongsubj,adj,n,positive
enthusiastically,strongsubj,adverb,n,positive
entice,strongsubj,verb,y,positive
enticing,strongsubj,anypos,n,positive
enticingly,strongsubj,anypos,n,positive
entire,weaksubj,anypos,n,neutral
entirely,strongsubj,anypos,n,neutral
entrance,weaksubj,verb,y,positive
entranced,strongsubj,anypos,y,positive
entrancing,strongsubj,adj,n,positive
entrap,strongsubj,verb,y,negative
entrapment,strongsubj,noun,n,negative
entreat,strongsubj,verb,y,positive
entreatingly,strongsubj,anypos,n,positive
entrenchment,strongsubj,adj,n,neutral
entrenchment,strongsubj,noun,n,neutral
entrust,weaksubj,verb,y,positive
enviable,strongsubj,adj,n,positive
enviably,strongsubj,anypos,n,positive
envious,strongsubj,adj,n,negative
enviously,strongsubj,anypos,n,negative
enviousness,strongsubj,noun,n,negative
envision,weaksubj,verb,y,positive
envisions,weaksubj,adj,n,positive
envisions,weaksubj,noun,n,positive
envy,strongsubj,noun,n,negative
envy,strongsubj,verb,y,negative
epic,strongsubj,adj,n,positive
epidemic,weaksubj,adj,n,negative
epitome,strongsubj,noun,n,positive
equality,weaksubj,adj,n,positive
equality,weaksubj,noun,n,positive
equitable,weaksubj,adj,n,positive
equivocal,strongsubj,adj,n,negative
eradicate,weaksubj,verb,y,negative
erase,weaksubj,verb,y,negative
erode,weaksubj,verb,y,negative
erosion,weaksubj,noun,n,negative
err,strongsubj,verb,y,negative
errant,weaksubj,adj,n,negative
erratic,strongsubj,adj,n,negative
erratically,strongsubj,adverb,n,negative
erroneous,strongsubj,adj,n,negative
erroneous,strongsubj,anypos,y,negative
erroneously,strongsubj,anypos,n,negative
error,weaksubj,adj,n,negative
error,weaksubj,noun,n,negative
erudite,strongsubj,adj,n,positive
escapade,weaksubj,noun,n,negative
eschew,strongsubj,verb,y,negative
esoteric,weaksubj,adj,n,negative
essential,weaksubj,adj,n,positive
especially,strongsubj,anypos,n,positive
esteem,strongsubj,noun,n,positive
esteem,strongsubj,verb,y,positive
estranged,strongsubj,adj,n,negative
established,weaksubj,adj,n,positive
eternal,weaksubj,adj,n,negative
eternity,strongsubj,adj,n,positive
eternity,strongsubj,noun,n,positive
ethical,strongsubj,adj,n,positive
eulogize,strongsubj,verb,y,positive
euphoria,strongsubj,noun,n,positive
euphoric,strongsubj,adj,n,positive
euphorically,strongsubj,anypos,n,positive
evaluate,strongsubj,verb,y,neutral
evaluation,weaksubj,adj,n,neutral
evaluation,weaksubj,noun,n,neutral
evade,weaksubj,verb,y,negative
evasion,weaksubj,noun,n,negative
evasive,weaksubj,adj,n,negative
even,weaksubj,adverb,n,positive
evenly,weaksubj,adverb,n,positive
eventful,weaksubj,adj,n,positive
everlasting,strongsubj,adj,n,positive
evident,weaksubj,anypos,y,positive
evidently,strongsubj,anypos,y,positive
evil,strongsubj,adj,n,negative
evil,strongsubj,noun,n,negative
evildoer,strongsubj,noun,n,negative
evils,strongsubj,adj,n,negative
evils,strongsubj,noun,n,negative
eviscerate,strongsubj,verb,y,negative
evocative,strongsubj,adj,n,positive
exacerbate,strongsubj,verb,y,negative
exact,strongsubj,adj,n,neutral
exacting,weaksubj,adj,n,negative
exactly,strongsubj,anypos,n,neutral
exaggerate,strongsubj,verb,y,negative
exaggeration,strongsubj,adj,n,negative
exaggeration,strongsubj,noun,n,negative
exalt,strongsubj,adj,n,positive
exalt,strongsubj,verb,y,positive
exaltation,strongsubj,noun,n,positive
exalted,strongsubj,adj,n,positive
exaltedly,strongsubj,adverb,n,positive
exalting,strongsubj,adj,n,positive
exaltingly,strongsubj,anypos,n,positive
exasperate,strongsubj,verb,y,negative
exasperation,strongsubj,noun,n,negative
exasperating,strongsubj,adj,n,negative
exasperatingly,strongsubj,anypos,y,negative
exceed,strongsubj,verb,y,positive
exceeding,strongsubj,adj,n,positive
exceedingly,strongsubj,anypos,n,positive
excel,strongsubj,verb,y,positive
excellence,strongsubj,noun,n,positive
excellency,strongsubj,noun,n,positive
excellent,strongsubj,anypos,n,positive
excellently,strongsubj,anypos,n,positive
exceptional,strongsubj,anypos,n,positive
exceptionally,strongsubj,anypos,n,positive
excessive,strongsubj,adj,n,negative
excessively,strongsubj,adj,n,negative
excite,weaksubj,verb,y,positive
excited,strongsubj,adj,n,positive
excitedly,strongsubj,anypos,n,positive
excitedness,strongsubj,noun,n,positive
excitement,strongsubj,noun,n,positive
exciting,strongsubj,adj,n,positive
excitingly,strongsubj,adverb,n,positive
exclaim,strongsubj,verb,y,negative
exclude,weaksubj,verb,y,negative
exclusion,weaksubj,noun,n,negative
exclusive,weaksubj,adj,n,positive
exclusively,weaksubj,adj,n,neutral
excoriate,strongsubj,verb,y,negative
excruciating,strongsubj,anypos,n,negative
excruciatingly,strongsubj,anypos,n,negative
excusable,strongsubj,adj,n,positive
excusable,strongsubj,noun,n,positive
excuse,weaksubj,adj,n,negative
excuse,weaksubj,noun,n,negative
excuse,weaksubj,verb,y,positive
excuses,weaksubj,adj,n,negative
excuses,weaksubj,noun,n,negative
execrate,strongsubj,verb,y,negative
exemplar,strongsubj,noun,n,positive
exemplary,strongsubj,adj,n,positive
exhaust,weaksubj,verb,y,negative
exhaustion,weaksubj,noun,n,negative
exhaustive,weaksubj,adj,n,positive
exhaustively,weaksubj,adverb,n,positive
exhilarate,strongsubj,verb,y,positive
exhilarating,strongsubj,anypos,n,positive
exhilaratingly,strongsubj,anypos,n,positive
exhilaration,strongsubj,noun,n,positive
exhort,strongsubj,verb,y,negative
exile,weaksubj,verb,y,negative
exonerate,strongsubj,verb,y,positive
exorbitant,strongsubj,adj,n,negative
exorbitantance,strongsubj,noun,n,negative
exorbitantly,strongsubj,anypos,n,negative
expansive,strongsubj,adj,n,positive
expectation,weaksubj,adj,n,neutral
expectation,weaksubj,noun,n,neutral
expedient,weaksubj,adj,n,negative
expediencies,weaksubj,adj,n,negative
expediencies,weaksubj,noun,n,negative
expel,weaksubj,verb,y,negative
expensive,weaksubj,adj,n,negative
expensive,weaksubj,noun,n,negative
experienced,weaksubj,adj,n,positive
expert,weaksubj,adj,n,positive
expertly,strongsubj,adverb,n,positive
expire,strongsubj,verb,y,negative
explicit,strongsubj,adj,n,positive
explicitly,strongsubj,adverb,n,positive
explode,weaksubj,verb,y,negative
exploit,strongsubj,verb,y,negative
exploitation,strongsubj,adj,n,negative
exploitation,strongsubj,noun,n,negative
expose,weaksubj,verb,y,negative
exposed,weaksubj,adj,n,negative
explosive,weaksubj,adj,n,negative
expound,weaksubj,verb,y,neutral
expression,weaksubj,adj,n,neutral
expression,weaksubj,noun,n,neutral
expressions,weaksubj,adj,n,neutral
expressions,weaksubj,noun,n,neutral
expressive,weaksubj,adj,n,positive
expropriate,weaksubj,adj,n,negative
expropriate,weaksubj,noun,n,negative
expropriation,weaksubj,adj,n,negative
expropriation,weaksubj,noun,n,negative
expulse,weaksubj,verb,y,negative
expunge,strongsubj,verb,y,negative
exquisite,strongsubj,adj,n,positive
exquisitely,strongsubj,adverb,n,positive
extemporize,strongsubj,verb,y,neutral
extensive,weaksubj,adj,n,neutral
extensively,strongsubj,anypos,y,neutral
exterminate,strongsubj,verb,y,negative
extermination,strongsubj,noun,n,negative
extinguish,weaksubj,verb,y,negative
extol,strongsubj,verb,y,positive
extoll,strongsubj,verb,y,positive
extort,weaksubj,verb,y,negative
extortion,strongsubj,noun,n,negative
extraneous,weaksubj,adj,n,negative
extraordinarily,strongsubj,anypos,n,positive
extraordinary,strongsubj,anypos,n,positive
extravagance,strongsubj,noun,n,negative
extravagant,strongsubj,adj,n,negative
extravagantly,strongsubj,anypos,n,negative
extreme,weaksubj,adj,n,negative
extreme,strongsubj,anypos,n,negative
extremely,strongsubj,anypos,n,negative
extremism,weaksubj,adj,n,negative
extremism,weaksubj,noun,n,negative
extremist,weaksubj,adj,n,negative
extremists,weaksubj,adj,n,negative
extremists,weaksubj,noun,n,negative
exuberance,strongsubj,noun,n,positive
exuberant,strongsubj,adj,n,positive
exuberantly,strongsubj,anypos,n,positive
exult,strongsubj,verb,y,positive
exultation,strongsubj,noun,n,positive
exultingly,strongsubj,anypos,n,positive
eyebrows,weaksubj,adj,n,neutral
eyebrows,weaksubj,noun,n,neutral
fabricate,weaksubj,verb,y,negative
fabrication,strongsubj,noun,n,negative
fabulous,strongsubj,adj,n,positive
fabulously,strongsubj,anypos,n,positive
facetious,strongsubj,adj,n,negative
facetiously,strongsubj,adverb,n,negative
facilitate,weaksubj,verb,y,positive
fact,strongsubj,anypos,n,neutral
facts,strongsubj,anypos,n,neutral
factual,weaksubj,anypos,n,neutral
fading,weaksubj,anypos,n,negative
fail,weaksubj,verb,y,negative
failing,strongsubj,noun,n,negative
failure,weaksubj,adj,n,negative
failure,weaksubj,noun,n,negative
failures,weaksubj,adj,n,negative
failures,weaksubj,noun,n,negative
faint,weaksubj,adj,n,negative
fainthearted,strongsubj,adj,n,negative
fair,weaksubj,adj,n,positive
fair,weaksubj,noun,n,positive
fairly,weaksubj,adverb,n,positive
fairness,weaksubj,adj,n,positive
fairness,weaksubj,noun,n,positive
faith,strongsubj,adj,n,positive
faith,strongsubj,noun,n,positive
faithful,strongsubj,adj,n,positive
faithful,strongsubj,noun,n,positive
faithfully,strongsubj,anypos,n,positive
faithfulness,strongsubj,noun,n,positive
faithless,strongsubj,adj,n,negative
fake,strongsubj,adj,n,negative
fall,weaksubj,verb,y,negative
fallacies,strongsubj,adj,n,negative
fallacies,strongsubj,noun,n,negative
fallacious,strongsubj,adj,n,negative
fallaciously,strongsubj,adverb,n,negative
fallaciousness,strongsubj,noun,n,negative
fallacy,strongsubj,noun,n,negative
fallout,strongsubj,noun,n,negative
false,strongsubj,adj,n,negative
false,strongsubj,anypos,n,negative
falsehood,strongsubj,noun,n,negative
falsely,strongsubj,anypos,n,negative
falsify,strongsubj,verb,y,negative
falter,strongsubj,verb,y,negative
famed,weaksubj,adj,n,positive
familiar,weaksubj,adj,n,neutral
familiar,weaksubj,anypos,y,neutral
fame,strongsubj,noun,n,positive
famed,strongsubj,adj,n,positive
famine,strongsubj,noun,n,negative
famished,strongsubj,adj,n,negative
famous,weaksubj,adj,n,positive
famously,strongsubj,adj,n,positive
fanatic,strongsubj,noun,n,negative
fanatical,strongsubj,adj,n,negative
fanatically,strongsubj,anypos,n,negative
fanaticism,strongsubj,noun,n,negative
fanatics,strongsubj,noun,n,negative
fanciful,strongsubj,adj,n,negative
fancy,strongsubj,adj,n,positive
fancy,strongsubj,verb,y,positive
fanfare,strongsubj,adj,n,positive
fanfare,strongsubj,noun,n,positive
fantastic,strongsubj,anypos,n,positive
fantastically,strongsubj,anypos,n,positive
fantasy,strongsubj,adj,n,positive
fantasy,strongsubj,noun,n,positive
far-fetched,strongsubj,adj,n,negative
far-reaching,weaksubj,adj,n,neutral
farfetched,strongsubj,adj,n,negative
farce,strongsubj,noun,n,negative
farcical,strongsubj,anypos,n,negative
farcical-yet-provocative,strongsubj,adj,n,negative
farcically,strongsubj,anypos,n,negative
farsighted,weaksubj,adj,n,positive
fascinate,strongsubj,verb,y,positive
fascinating,strongsubj,anypos,n,positive
fascinatingly,strongsubj,anypos,n,positive
fascination,strongsubj,anypos,n,positive
fascism,strongsubj,adj,n,negative
fascism,strongsubj,noun,n,negative
fascist,strongsubj,anypos,n,negative
fashionable,strongsubj,adj,n,positive
fashionably,strongsubj,adverb,n,positive
fast,weaksubj,adj,n,neutral
fast-growing,weaksubj,adj,n,positive
fast-paced,weaksubj,adj,n,positive
fastest-growing,weaksubj,adj,n,positive
fastidious,strongsubj,adj,n,negative
fastidiously,strongsubj,adverb,n,negative
fastuous,strongsubj,adj,n,negative
fat,weaksubj,adj,n,negative
fatal,weaksubj,adj,n,negative
fatalistic,strongsubj,adj,n,negative
fatalistically,strongsubj,adverb,n,negative
fatally,weaksubj,adverb,n,negative
fateful,strongsubj,adj,n,negative
fatefully,strongsubj,adverb,n,negative
fathom,weaksubj,verb,y,positive
fathomless,strongsubj,adj,n,negative
fatigue,weaksubj,noun,n,negative
fatty,weaksubj,adj,n,negative
fatuity,strongsubj,noun,n,negative
fatuous,strongsubj,adj,n,negative
fatuously,strongsubj,adverb,n,negative
fault,strongsubj,verb,y,negative
faulty,weaksubj,adj,n,negative
favor,weaksubj,adj,n,positive
favor,weaksubj,noun,n,positive
favor,strongsubj,verb,y,positive
favorable,strongsubj,adj,n,positive
favorable,strongsubj,anypos,y,positive
favored,weaksubj,adj,n,positive
favorite,strongsubj,adj,n,positive
fawn,strongsubj,verb,y,both
fawningly,strongsubj,adverb,n,negative
favour,strongsubj,noun,n,positive
faze,weaksubj,verb,y,negative
fear,strongsubj,noun,n,negative
fear,strongsubj,verb,y,negative
fearful,strongsubj,adj,n,negative
fearfully,strongsubj,anypos,n,negative
fearless,strongsubj,adj,n,positive
fearlessly,strongsubj,adverb,n,positive
fears,strongsubj,adj,n,negative
fears,strongsubj,noun,n,negative
fearsome,strongsubj,adj,n,negative
feasible,weaksubj,adj,n,positive
feasibly,weaksubj,adverb,n,positive
feat,weaksubj,noun,n,positive
featly,strongsubj,anypos,n,positive
feckless,strongsubj,adj,n,negative
feeble,weaksubj,adj,n,negative
feeblely,weaksubj,adj,n,negative
feebleminded,strongsubj,adj,n,negative
feel,strongsubj,anypos,n,neutral
feels,strongsubj,anypos,n,neutral
felt,strongsubj,verb,n,neutral
feeling,strongsubj,adj,n,neutral
feeling,strongsubj,noun,n,neutral
feeling,strongsubj,verb,n,neutral
feelings,strongsubj,adj,n,neutral
feelings,strongsubj,noun,n,neutral
feign,weaksubj,verb,y,negative
feint,weaksubj,noun,n,negative
feisty,strongsubj,adj,n,positive
feisty,strongsubj,noun,n,positive
felicitate,strongsubj,verb,y,positive
felicitous,strongsubj,adj,n,positive
felicity,strongsubj,noun,n,positive
fell,strongsubj,adj,n,negative
felon,weaksubj,noun,n,negative
felonious,weaksubj,adj,n,negative
ferocious,strongsubj,adj,n,negative
ferociously,strongsubj,adverb,n,negative
ferocity,strongsubj,noun,n,negative
fertile,weaksubj,adj,n,positive
fertile,weaksubj,noun,n,positive
fervent,strongsubj,adj,n,positive
fervently,strongsubj,anypos,n,positive
fervid,strongsubj,adj,n,positive
fervidly,strongsubj,anypos,n,positive
fervor,strongsubj,noun,n,positive
feverish,weaksubj,adj,n,negative
festive,strongsubj,adj,n,positive
fetid,strongsubj,adj,n,negative
fever,weaksubj,noun,n,negative
fiasco,strongsubj,noun,n,negative
fiat,weaksubj,adj,n,negative
fiat,weaksubj,noun,n,negative
fib,strongsubj,noun,n,negative
fib,strongsubj,verb,y,negative
fibber,strongsubj,noun,n,negative
fickle,strongsubj,adj,n,negative
fiction,weaksubj,adj,n,negative
fiction,weaksubj,noun,n,negative
fictional,weaksubj,adj,n,negative
fictitious,strongsubj,adj,n,negative
fidelity,strongsubj,noun,n,positive
fidget,strongsubj,verb,y,negative
fidgety,strongsubj,adj,n,negative
fiend,strongsubj,noun,n,negative
fiendish,strongsubj,adj,n,negative
fierce,weaksubj,adj,n,negative
fiery,weaksubj,adj,n,positive
fight,weaksubj,adj,n,negative
fight,weaksubj,noun,n,negative
figurehead,weaksubj,adj,n,negative
figurehead,weaksubj,noun,n,negative
filth,strongsubj,noun,n,negative
filthy,strongsubj,adj,n,negative
finagle,weaksubj,verb,y,negative
finally,strongsubj,anypos,y,neutral
fine,weaksubj,adj,n,positive
fine,weaksubj,verb,y,negative
finely,strongsubj,adj,n,positive
firm,weaksubj,adj,n,neutral
firm,weaksubj,noun,n,neutral
firmly,weaksubj,adverb,n,neutral
first-class,weaksubj,adj,n,positive
first-rate,strongsubj,adj,n,positive
fissures,weaksubj,adj,n,negative
fissures,weaksubj,noun,n,negative
fist,weaksubj,noun,n,negative
fit,strongsubj,adj,n,positive
fitting,strongsubj,adj,n,positive
fixer,strongsubj,adj,n,neutral
fixer,strongsubj,noun,n,neutral
flabbergast,strongsubj,verb,y,negative
flabbergasted,strongsubj,anypos,n,negative
flagging,weaksubj,adj,n,negative
flagrant,strongsubj,anypos,n,negative
flagrantly,strongsubj,anypos,n,negative
flair,weaksubj,noun,n,positive
flak,strongsubj,adj,n,negative
flak,strongsubj,noun,n,negative
flake,weaksubj,noun,n,negative
flakey,weaksubj,adj,n,negative
flaky,weaksubj,adj,n,negative
flame,weaksubj,adj,n,positive
flame,weaksubj,noun,n,positive
flash,weaksubj,adj,n,negative
flash,weaksubj,noun,n,negative
flashy,weaksubj,anypos,y,negative
flat-out,strongsubj,anypos,n,negative
flatter,strongsubj,verb,y,positive
flattering,strongsubj,adj,n,positive
flatteringly,strongsubj,adverb,n,positive
flaunt,strongsubj,verb,y,negative
flaw,weaksubj,adj,n,negative
flaw,weaksubj,noun,n,negative
flaws,weaksubj,noun,n,negative
flawed,weaksubj,adj,n,negative
flawed,weaksubj,noun,n,negative
flawless,strongsubj,adj,n,positive
flawlessly,strongsubj,adverb,n,positive
fleer,strongsubj,verb,y,negative
fleeting,weaksubj,adj,n,negative
flexible,strongsubj,adj,n,positive
flighty,strongsubj,adj,n,negative
flimflam,strongsubj,noun,n,negative
flimsy,weaksubj,adj,n,negative
flirt,strongsubj,verb,y,negative
flirty,strongsubj,anypos,y,negative
floor,weaksubj,verb,y,neutral
floored,strongsubj,anypos,y,negative
flounder,strongsubj,verb,y,negative
floundering,strongsubj,anypos,n,negative
flourish,strongsubj,adj,n,positive
flourishing,strongsubj,adj,n,positive
flout,strongsubj,verb,y,negative
fluent,weaksubj,adj,n,positive
fluster,weaksubj,verb,y,negative
foe,strongsubj,noun,n,negative
fond,strongsubj,adj,n,positive
fondly,strongsubj,adverb,n,positive
fondness,strongsubj,noun,n,positive
fool,strongsubj,anypos,y,negative
foolhardy,strongsubj,adj,n,negative
foolish,strongsubj,anypos,y,negative
foolishly,strongsubj,anypos,n,negative
foolishness,strongsubj,noun,n,negative
foolproof,weaksubj,adj,n,positive
forbid,strongsubj,adj,n,negative
forbidden,strongsubj,adj,n,negative
forbidding,weaksubj,adj,n,negative
forbidding,weaksubj,noun,n,negative
force,weaksubj,verb,y,negative
forceful,weaksubj,adj,n,negative
foreboding,strongsubj,adj,n,negative
forebodingly,strongsubj,adverb,n,negative
foremost,strongsubj,adj,n,positive
forsee,strongsubj,noun,n,neutral
foresight,strongsubj,noun,n,positive
foretell,strongsubj,verb,y,neutral
forfeit,weaksubj,verb,y,negative
forgave,strongsubj,verb,n,positive
forged,weaksubj,adj,n,negative
forget,strongsubj,verb,y,negative
forgetful,strongsubj,anypos,n,negative
forgetfully,strongsubj,anypos,n,negative
forgetfulness,strongsubj,noun,n,negative
forgive,strongsubj,verb,y,positive
forgiven,strongsubj,adj,n,positive
forgiveness,strongsubj,noun,n,positive
forgiving,strongsubj,anypos,n,positive
forgivingly,strongsubj,anypos,n,positive
forlorn,strongsubj,adj,n,negative
forlornly,strongsubj,adverb,n,negative
formidable,strongsubj,adj,n,negative
forsake,strongsubj,verb,y,negative
forsaken,strongsubj,anypos,n,negative
forswear,strongsubj,verb,y,negative
forthright,weaksubj,adj,n,neutral
fortitude,strongsubj,noun,n,positive
fortress,strongsubj,adj,n,neutral
fortress,strongsubj,noun,n,neutral
fortuitous,strongsubj,adj,n,positive
fortuitously,strongsubj,adj,n,positive
fortunate,weaksubj,adj,n,positive
