docName,dirName,idx,startByte,endByte,sentLen,annotsCount,text
20.54.07-4914,20020216,2,1164,1361,197.0,9.0,"But the sources reaffirmed that Lebanon remained committed to its position regarding the situation on the border, where violations of the UN's so-called ""Blue Line"" are usually committed by Israel."
20.54.07-4914,20020216,3,1368,1553,185.0,8.0,"""It is Israel that is responsible for all kinds of provocative activities,"" one official source remarked, referring in particular to air raids and other aggressive acts against Lebanon."
20.54.07-4914,20020216,4,265,546,281.0,5.0,The sources said an American message was delivered to the Foreign Ministry on Friday regarding the Bush administration's claims that Hizbullah was contemplating a new military operation to mark the anniversary of the assassination of then-Hizbullah secretary-general Abbas Mussawi.
20.54.07-4914,20020216,5,1746,1918,172.0,5.0,"According to a government official in contact with US politicians recently, hostility toward Hizbullah has grown tremendously in recent months within the US administration."
20.54.07-4914,20020216,6,553,659,106.0,0.0,"Mussawi was killed on Feb. 17, 1992, when an Israeli helicopter fired a missile into his car in the South."
20.54.07-4914,20020216,7,1560,1739,179.0,13.0,"Lebanese authorities expect the United States to curb such Israeli infractions, the official source added, rather than adopt Israeli claims and seek security for the Jewish state."
20.54.07-4914,20020216,8,760,945,185.0,0.0,"Security sources said that Israel had reinforced security measures along the Lebanese-Israeli border over the past couple of days, having adopted a series of ""precautionary procedures."""
20.54.07-4914,20020216,9,946,1069,123.0,0.0,"For that purpose, Israeli troops were deployed en masse along the border over the last 48 hours, the security sources said."
20.54.07-4914,20020216,10,1925,2144,219.0,5.0,The official did not rule out the possibility of seeing such animosity reflect negatively on relations with Lebanon and Syria - and on the region in general - on the eve of the Arab summit scheduled for March in Beirut.
20.54.07-4914,20020216,11,2,258,256.0,7.0,"Washington has expressed concern to the Lebanese authorities about the possibility of a Hizbullah attack against Israel within the next couple of days, and requested that efforts be deployed to prevent such a development, official sources disclosed Friday."
20.42.51-22299,20020217,0,993,1141,148.0,0.0,Two Japanese warships left for the Indian Ocean on Tuesday to replace vessels already there in support of US-led military operations in Afghanistan.
20.42.51-22299,20020217,1,2,205,203.0,1.0,"TOKYO, Feb 17 (AFP) - Some 300 people demonstrated in Tokyo Sunday against US bases in Japan and the US military campaign in Afghanistan ahead of President George W. Bush's arrival for an official visit."
20.42.51-22299,20020217,2,273,304,31.0,2.0,"US bases out now from Okinawa."""
20.42.51-22299,20020217,3,1148,1351,203.0,0.0,"The Japanese parliament passed a law last October allowing its military to give medical and logistical support to US forces in any action against Taliban-ruled Afghanistan but only in ""non-combat zones."""
20.42.51-22299,20020217,4,587,751,164.0,1.0,"""We firmly oppose Bush's war expansion policy,"" said Kenju Watanabe, an official of Japan-South Korea People Solidarity, a Tokyo-based citizens' group at the rally."
20.42.51-22299,20020217,5,547,580,33.0,0.0,"No one was arrested, police said."
20.42.51-22299,20020217,6,881,986,105.0,1.0,"""We are also against Japan's cooperation with the United States over any military action,"" Watanabe said."
20.42.51-22299,20020217,7,305,390,85.0,0.0,"The Japanese southern island hosts 25,000 of the 51,000 US troops stationed in Japan."
20.42.51-22299,20020217,8,397,546,149.0,1.0,"The peaceful protest was held at Ebisu park some four kilometers (2.5 miles) west of the US embassy, where the US president is to stay until Tuesday."
20.42.51-22299,20020217,9,1536,1706,170.0,1.0,Another rally was held near the US embassy by some 50 members of environmental non-governmental organizations against a US alternative to the Kyoto climate change treaty.
20.42.51-22299,20020217,10,1358,1529,171.0,0.0,It was the first time since World War II that parliament had passed legislation allowing Japanese troops to support US military action outside Japan and surrounding areas.
20.42.51-22299,20020217,11,1713,1832,119.0,4.0,"Protesters carried banners reading ""Ratify the Kyoto Protocol"" and ""Koizumi say 'No' to Bush: Stick to Kyoto Protocol."""
20.42.51-22299,20020217,12,212,272,60.0,2.0,"Demonstrators carried banners which read, ""US must stop war."
20.42.51-22299,20020217,13,758,874,116.0,1.0,"The government plans to deploy some 18,000 police to boost security during Bush's first visit to Japan as president."
20.42.51-22299,20020217,14,1839,2000,161.0,3.0,"On Thursday, Bush unveiled an alternative to the treaty he spurned last year, but some environmentalists claim that the proposal only benefits corporate America."
20.53.05-28623,20020217,0,1567,1761,194.0,0.0,"Washington announced in April 2001 the most comprehensive arms package to Taipei since 1992, including four Kidd-class destroyers, eight diesel submarines and 12 P-3C submarine-hunting aircraft."
20.53.05-28623,20020217,1,3961,4174,213.0,3.0,"Clinton said he did not support independence for Taiwan, the policy of ""two Chinas"" or ""one China, one Taiwan"" and agreed that Taiwan should not be a member of any organisation to which statehood is a requirement."
20.53.05-28623,20020217,2,3055,3242,187.0,3.0,Compounding fears is speculation that Bush may sign a fresh communique with China in return for Beijing's support on issues such as anti-terrorism and prevention of nuclear proliferation.
20.53.05-28623,20020217,3,3337,3531,194.0,1.0,"The first was issued during then-president Richard Nixon's landmark trip to China in 1972 while another one, signed during the Ronald Reagan era, agreed to gradually reduce arms sales to Taiwan."
20.53.05-28623,20020217,4,1324,1560,236.0,4.0,"Wu said he believed overall Taiwan interests were protected from knocks by the Bush administration because the island enjoyed ""strong support"" among decision-makers in the White House, the State Department and the Department of Defense."
20.53.05-28623,20020217,5,2722,2825,103.0,1.0,"""Such a mindset will impair the healthy interaction between Taiwan and the People's Republic of China."""
20.53.05-28623,20020217,6,2099,2250,151.0,1.0,The president has called for a peaceful resolution of the sovereignty dispute between Taipei and Beijing which split at the end of a civil war in 1949.
20.53.05-28623,20020217,7,204,397,193.0,3.0,"Washington had guaranteed Taipei that it would not dilute its backing for the island in return for better relations with Beijing, Taiwan's foreign ministry spokeswoman Chang Siao-yueh told AFP."
20.53.05-28623,20020217,8,2257,2303,46.0,1.0,Taiwanese officials are nonetheless concerned.
20.53.05-28623,20020217,9,3847,3954,107.0,2.0,"Taipei was angered when then-president Bill Clinton pledged the ""three nos"" during his China visit in 1998."
20.53.05-28623,20020217,10,3249,3330,81.0,0.0,The two countries have sealed three joint communiques since the end of the 1970s.
20.53.05-28623,20020217,11,404,528,124.0,2.0,"""Through some proper channels, we have been told that there should not be surprises"" during Bush's visit to China, she said."
20.53.05-28623,20020217,12,3538,3653,115.0,4.0,"Wu defended Taipei's cautious approach, warning that Beijing could try to use the situation to gain the upper hand."
20.53.05-28623,20020217,13,1768,1897,129.0,4.0,"The sale infuriated Beijing which regards Taiwan an integral part of its territory awaiting reunification, by force if necessary."
20.53.05-28623,20020217,14,713,900,187.0,2.0,"""He made it clear that relations between Taipei and Washington are getting better,"" said Joseph Wu, deputy director of National Chengchi University's Institute of International Relations."
20.53.05-28623,20020217,15,3660,3840,180.0,7.0,"""Taiwan's interest would be harmed if the Chinese leaders took advantage of the occasion by making remarks unfavorable to Taipei and Washington failed to defend Taipei,"" Wu warned."
20.53.05-28623,20020217,16,2310,2564,254.0,1.0,"In a speech through videoconference to hundreds of Taiwanese and Taiwanese American students from Harvard, Yale, Columbia and other US universities, Taiwan's Vice President Annette Lu on Saturday warned of Beijing's attempt to obstruct cross-strait ties."
20.53.05-28623,20020217,17,2571,2721,150.0,5.0,"""As usual, Beijing will try its best to persuade President Bush into saying something disadvantageous to Taiwan,"" she said ahead of Bush's Asian trip."
20.53.05-28623,20020217,18,1130,1245,115.0,0.0,"The US president embarked on a week-long tour of Asia late Saturday with stopovers in Japan, South Korea and China."
20.53.05-28623,20020217,19,1252,1317,65.0,0.0,He will meet Chinese President Jiang Zemin on February 21 and 22.
20.53.05-28623,20020217,20,907,1123,216.0,0.0,Richard Bush is chairman and managing director of the American Institute in Taiwan (AIT) -- a body authorised by Washington to handle exchanges since it switched diplomatic recognition from Taipei to Beijing in 1979.
20.53.05-28623,20020217,21,2,197,195.0,3.0,"TAIPEI, Feb 17 (AFP) - Taiwan is keeping a wary eye on US President George W. Bush's China visit despite assurances by Washington that Taipei's interests would not be traded away during the trip."
20.53.05-28623,20020217,22,1904,2092,188.0,0.0,"Before leaving for Asia, Bush said he would discuss with Beijing trade issues arising from China's entry into the World Trade Organisation, the global war on terror and the fate of Taiwan."
20.53.05-28623,20020217,23,2832,3048,216.0,0.0,"Taiwan's foreign ministry has set up an ad hoc group to monitor Bush's Asia trip around-the-clock and report to President Chen Shui-bian, Chang said, adding Taipei's de facto embassy in Washington had a similar task."
20.53.05-28623,20020217,24,535,706,171.0,2.0,"The top US official handling Taiwan affairs, Richard Bush -- no relation of the president -- also sought to ease Taipei's concerns during a visit to the island last month."
20.53.10-28693,20020217,0,2,197,195.0,5.0,"TAIPEI, Feb 17 (AFP) - Taiwan is keeping a wary eye on US President George W. Bush's China visit despite assurances by Washington that Taipei's interests would not be traded away during the trip."
20.53.10-28693,20020217,1,908,1153,245.0,0.0,Richard Bush is chairman and managing director of the Washington-based American Institute in Taiwan (AIT) -- a body authorised by Washington to handle exchanges with Taipei since it switched diplomatic recognition from Taipei to Beijing in 1979.
20.53.10-28693,20020217,2,3138,3260,122.0,6.0,Wu defended the government's cautious approach warning that Beijing could try to use the situation to gain the upper hand.
20.53.10-28693,20020217,3,404,528,124.0,0.0,"""Through some proper channels, we have been told that there should not be surprises"" during Bush's visit to China, she said."
20.53.10-28693,20020217,4,1835,1964,129.0,5.0,"The sale infuriated Beijing which regards Taiwan an integral part of its territory awaiting reunification, by force if necessary."
20.53.10-28693,20020217,5,3454,3561,107.0,4.0,"Taipei was angered when then-president Bill Clinton pledged the ""three nos"" during his China visit in 1998."
20.53.10-28693,20020217,6,535,707,172.0,2.0,"The top US official handling Taiwan affairs, Richard Bush -- no relation of the president -- also moved to ease Taipei's concerns during his visit to the island last month."
20.53.10-28693,20020217,7,3568,3781,213.0,5.0,"Clinton said he did not support independence for Taiwan, the policy of ""two Chinas"" or ""one China, one Taiwan"" and agreed that Taiwan should not be a member of any organisation to which statehood is a requirement."
20.53.10-28693,20020217,8,1403,1627,224.0,5.0,"Wu said he believed overall Taiwan interests were protected from knocks by the Bush administration because of the island's ""strong support"" from decision-makers in the White House, State Department and Department of Defense."
20.53.10-28693,20020217,9,1160,1283,123.0,0.0,"The US president embarked on a week-long tour of Asia late Saturday with stopovers planned in Japan, South Korea and China."
20.53.10-28693,20020217,10,2849,2930,81.0,0.0,The two countries have sealed three joint communiques since the end of the 1970s.
20.53.10-28693,20020217,11,2182,2343,161.0,3.0,The president has called for a peaceful resolution of the lingering sovereignty dispute between Taipei and Beijing which split at the end of a civil war in 1949.
20.53.10-28693,20020217,12,1971,2181,210.0,0.0,"On the eve of his departure for Asia, Bush said he would discuss with Beijing trade issues arising from China's entry into the World Trade Organisation (WTO), the global war on terrorism and the fate of Taiwan."
20.53.10-28693,20020217,13,1634,1828,194.0,0.0,"Washington announced in April 2001 the most comprehensive arms package to Taipei since 1992, including four Kidd-class destroyers, eight diesel submarines and 12 P-3C submarine-hunting aircraft."
20.53.10-28693,20020217,14,1290,1396,106.0,0.0,President Bush will hold a working summit with Chinese President Jiang Zemin in Beijing on February 21-22.
20.53.10-28693,20020217,15,2655,2842,187.0,7.0,Compounding fears is speculation that Bush may sign a fresh communique with China in return for Beijing's support on issues such as anti-terrorism and prevention of nuclear proliferation.
20.53.10-28693,20020217,16,2407,2648,241.0,0.0,"The foreign ministry has set up an ad hoc group which will monitor Bush's Asian trip around-the-clock and report back to President Chen Shui-bian, Chang said, adding that Taiwan's de facto embassy in Washington had been given a similar task."
20.53.10-28693,20020217,17,204,397,193.0,6.0,"Washington had guaranteed Taipei that it would not dilute its backing for the island in return for better relations with Beijing, Taiwan's foreign ministry spokeswoman Chang Siao-yueh told AFP."
20.53.10-28693,20020217,18,2350,2400,50.0,2.0,But Taiwanese officials are nonetheless concerned.
20.53.10-28693,20020217,19,714,901,187.0,3.0,"""He made it clear that relations between Taipei and Washington are getting better,"" said Joseph Wu, deputy director of National Chengchi University's Institute of International Relations."
20.53.10-28693,20020217,20,3267,3447,180.0,9.0,"""Taiwan's interest would be harmed if the Chinese leaders took advantage of the occasion by making remarks unfavorable to Taipei and Washington failed to defend Taipei,"" Wu warned."
20.53.10-28693,20020217,21,2937,3131,194.0,2.0,"The first was issued during then-president Richard Nixon's landmark trip to China in 1972 while another one, signed during the Ronald Reagan era, agreed to gradually reduce arms sales to Taiwan."
20.45.17-5753,20020218,0,6455,6658,203.0,11.0,"Washington alleges that Tehran has allowed al-Qa'ida fighters and members of the Taliban regime to enter Iran, which Iranian officials have hotly denied but said they would act if provided with evidence."
20.45.17-5753,20020218,1,6260,6448,188.0,10.0,"A diplomatic source said the affair could become ""embarrassing"" for European countries, ""because of the insistence of the Americans on judging for themselves"" those who supported al-Qaeda."
20.45.17-5753,20020218,2,1597,1767,170.0,0.0,"Bush, who arrived in Tokyo Sunday at the start of a week-long trip that will also take him to Seoul and Beijing, held talks with Koizumi on the war effort in Afghanistan."
20.45.17-5753,20020218,3,5232,5390,158.0,8.0,"German Foreign Minister Joschka Fischer last week sharply criticised Bush's ""axis of evil"" remarks, telling a newspaper that such a concept ""gets us nowhere."""
20.45.17-5753,20020218,4,6086,6253,167.0,0.0,"Among those being held were 40 women, between 70 and 80 children and a number of men of European, North African and Middle East origin, including a handful of Afghans."
20.45.17-5753,20020218,5,901,1168,267.0,18.0,"""People who love freedom understand that we cannot allow nations that aren't transparent, nations with a terrible history, nations that are so dictatorial they're willing to starve their people, we can't allow them to mate up with terrorist organizations,"" Bush said."
20.45.17-5753,20020218,6,1368,1442,74.0,6.0,"""But the leaders I've talked to understand, exactly, what needs to happen."
20.45.17-5753,20020218,7,4720,4981,261.0,10.0,"Chancellor Gerhard Schroeder had pledged ""undivided support"" for the fight against terrorism a week after the September 11 attacks on the World Trade Center and the Pentagon, saying, ""Germany is ready for risks, including military ones, but not for adventures."""
20.45.17-5753,20020218,8,1175,1361,186.0,6.0,"Asked about French Foreign Minister Hubert Vedrine's criticism of the ""axis"" concept as ""simplistic,"" Bush said: ""I understand what happens in the international arena; people say things."
20.45.17-5753,20020218,9,1915,2069,154.0,0.0,Bush is due to travel to Seoul Tuesday and the following day will visit the heavily fortified no-man's land between South Korea and communist North Korea.
20.45.17-5753,20020218,10,4387,4497,110.0,5.0,"How could it threaten a country that possesses weapons of mass destruction that could destroy entire planets?"""
20.45.17-5753,20020218,11,5856,6079,223.0,3.0,"Kharazi said that some 150 foreigners arrested recently on Iran's border with Pakistan were not members of the al-Qaeda terror network, but admitted some could be sympathisers and would be sent back to their home countries."
20.45.17-5753,20020218,12,6889,7017,128.0,8.0,"""They are seeking unilaterally to become the masters of the world and want to sweep aside all competitors from other countries."""
20.45.17-5753,20020218,13,3417,3631,214.0,7.0,"Even though US officials have stressed that no firm military plans exist for expanding the war on terror launched after the September 11 attacks, they said late Sunday that Iraqi President Saddam Hussein should go."
20.45.17-5753,20020218,14,387,542,155.0,3.0,"""We want to resolve all issues peacefully, whether it be Iraq, Iran or North Korea,"" Bush said, speaking next to Japanese Prime Minister Junichiro Koizumi."
20.45.17-5753,20020218,15,6820,6888,68.0,3.0,"""America's rulers have proved that they cannot be trusted,"" he said."
20.45.17-5753,20020218,16,5397,5515,118.0,4.0,"Iran, which has long had tense relations with its western neighbor, voiced opposition to a new US strike against Iraq."
20.45.17-5753,20020218,17,3177,3410,233.0,13.0,"North Korea remains unconvinced, calling Bush the head of ""an empire of evil."" Its state media said last week that Bush ""is the most bellicose and heinous"" US president, and added his visit was only intended to ""fan up war hysteria""."
20.45.17-5753,20020218,18,2311,2513,202.0,4.0,"But his tough stand on P'yongyang has provoked concern in Seoul, where President Kim Tae-chung, who is in the last year of his five-year term, has been trying to prise the hermit state out of isolation."
20.45.17-5753,20020218,19,2076,2304,228.0,3.0,"The United States maintains some 37,000 troops on the Korean peninsula, and Bush has called the de-militarised zone dividing South Korea from its hardline communist northern neighbour ""one of the most dangerous places on earth""."
20.45.17-5753,20020218,20,5087,5225,138.0,4.0,"The German government spokesman said it would be ""useful"" if UN observers could enter Iraq again to check for weapons of mass destruction."
20.45.17-5753,20020218,21,5729,5849,120.0,5.0,"""We also hope that Iraq gives a favourable response and allows UN weapon inspectors"" to return to the country, he added."
20.45.17-5753,20020218,22,673,894,221.0,13.0,"The president renewed his pledge to thwart terrorist groups who want to ""mate up"" with regimes hoping to acquire weapons of mass destruction and said ""nations will come with us"" if the US-led war on terrorism is extended."
20.45.17-5753,20020218,23,549,666,117.0,5.0,"Bush has lumped those three countries together in what terms an ""axis of evil,"" in language that has riled US allies."
20.45.17-5753,20020218,24,2664,2831,167.0,2.0,Angry anti-US protests erupted in Seoul ahead of Bush's arrival with police storming the American Chamber of Commerce and detaining 32 students occupying the building.
20.45.17-5753,20020218,25,3638,3876,238.0,7.0,"""We've made no secret of the fact that we think that the world will be much safer when the Iraqi people have a regime that they deserve instead of the regime that they have,"" National Security Adviser Condoleezza Rice told CBS television."
20.45.17-5753,20020218,26,2,196,194.0,6.0,"TOKYO, Feb 18 (AFP) -- US President George W. Bush said Monday that all options were on the table to deal with Iraq, Iran and North Korea, even as Germany warned against any ""adventure"" in Iraq."
20.45.17-5753,20020218,27,203,380,177.0,10.0,"At the start of his Asian tour, Bush dismissed a chilly reception by US allies to his ""axis of evil"" rhetoric, telling reporters in Tokyo, ""I will keep all options on the table."
20.45.17-5753,20020218,28,3883,4016,133.0,3.0,"Washington has long accused Baghdad, under UN sanctions since its 1990 invasion of Kuwait, of developing weapons of mass destruction."
20.45.17-5753,20020218,29,4504,4713,209.0,5.0,"In Berlin, Germany's chief government spokesman Uwe-Karsten Heye told journalists, ""The federal government cannot imagine that the United States government has an interest in engaging in an adventure"" in Iraq."
20.45.17-5753,20020218,30,1774,1908,134.0,0.0,"But the leaders did not ""specifically"" talk about military action against any other country, a senior US administration official said."
20.45.17-5753,20020218,31,4176,4301,125.0,6.0,"They are the ones attacking Iraq, not the other way round,"" said Ath-Thawra, mouthpiece of the ruling Baath party in Baghdad."
20.45.17-5753,20020218,32,6665,6813,148.0,8.0,"In another verbal attack Kharazi accused the United States of wanting to exercise ""world dictatorship"" since the ""horrible attacks"" of September 11."
20.45.17-5753,20020218,33,2838,2936,98.0,3.0,"During the three-hour occupation, protesters hurled leaflets proclaiming Bush to be a ""war freak""."
20.45.17-5753,20020218,34,5522,5722,200.0,3.0,"""We hope that the issue would be solved through peaceful means, with initiatives from the UN secretary general and a more active role by the UN,"" Foreign Minister Kamal Kharazi told a news conference."
20.45.17-5753,20020218,35,7024,7238,214.0,0.0,Afghan interim Interior Minister Yunus Qanooni told AFP that two suspects in last week's murder of aviation and tourism minister Abdul Rahman had been arrested in Saudi Arabia and could be sent back to Afghanistan.
20.45.17-5753,20020218,36,4308,4386,78.0,4.0,"""Even if Iraq possessed such weapons, it could not threaten the United States."
20.45.17-5753,20020218,37,4023,4097,74.0,3.0,But Baghdad insisted Sunday it could not be a threat to the United States.
20.45.17-5753,20020218,38,1449,1590,141.0,9.0,"""They understand that our commitment is not just in Afghanistan, that history has given us a unique opportunity to defend freedom,"" he added."
20.45.17-5753,20020218,39,4104,4175,71.0,8.0,"""It is the United States that is threatening Iraq and not the contrary."
20.45.17-5753,20020218,40,2520,2657,137.0,6.0,South Korean ministers fear Bush's tough talking may put back by years Kim's so-called Sunshine Policy of establishing a permanent peace.
20.45.17-5753,20020218,41,2943,3170,227.0,8.0,"US diplomats say Bush will seek to support Kim's Nobel Prize winning policy by offering new talks with the North, while remaining firm about North Korea's missile sales and its feared chemical and biological weapons programmes."
20.45.17-5753,20020218,42,4988,5080,92.0,3.0,He had also insisted on the right of the allies to be informed and consulted about US plans.
21.01.07-18921,20020218,0,81,289,208.0,3.0,"Taipei, Feb. 18 (CNA) -- Minister of Foreign Affairs Eugene Chien said Monday he does not expect any surprise developments to come from U.S. President George W. Bush's visit to mainland China later this week."
21.01.07-18921,20020218,1,1499,1680,181.0,8.0,Chien said he appreciated statements made by Bush prior to his departure that Taiwan is a friend of the United States and that the Taiwan Strait issue should be resolved peacefully.
21.01.07-18921,20020218,2,1114,1234,120.0,1.0,"""The task force is working around the clock to monitor Bush's visit to Japan, south Korea and mainland China,"" he added."
21.01.07-18921,20020218,3,960,1113,153.0,0.0,"According to Chien, the government has set up a special task force to facilitate communications with the United States and analyze relevant developments."
21.01.07-18921,20020218,4,1241,1419,178.0,4.0,"The minister further said that since the communication channels between Taiwan and the United States have been operating smoothly, MOFA can fully grasp any possible developments."
21.01.07-18921,20020218,5,2529,2775,246.0,0.0,"""As for the topics to be touched upon in Bush's talks with Beijing leaders, the agenda will include mainland China's agricultural market opening, religious freedom and human rights condition, missile shield and Taiwan Strait issues,"" Chien noted."
21.01.07-18921,20020218,6,1457,1492,35.0,5.0,"They need not be nervous,"" he said."
21.01.07-18921,20020218,7,2178,2364,186.0,2.0,"He said Bush is expected to discuss bilateral security cooperation, Japan's economic reforms and financial aid to Afghanistan in his talks with Japanese Prime Minister Junichiro Koizumi."
21.01.07-18921,20020218,8,1863,1976,113.0,2.0,"In his view, Chien went on, the main purpose of Bush's current Asia visit is to promote world peace and security."
21.01.07-18921,20020218,9,1977,2171,194.0,5.0,"""Bush hopes to take advantage of his trip to forge a consensus with U.S. allies in the Asia-Pacific area on his administration's fight against terrorism and the proliferation of nuclear weapons."
21.01.07-18921,20020218,10,669,953,284.0,0.0,"Noting that this is Bush's first visit to the Asia-Pacific area following his attendance at the annual informal leadership meeting of the Asia-Pacific Economic Cooperation forum last October, Chien said the Ministry of Foreign Affairs (MOFA) is keeping close tabs on the current trip."
21.01.07-18921,20020218,11,1420,1456,36.0,5.0,"""We hope that people will keep calm."
21.01.07-18921,20020218,12,296,527,231.0,5.0,"""The United States has more than once briefed us on the main purposes of Bush's Asia tour before his departure and repeatedly guaranteed that Taiwan's interests won't be sacrificed during Bush's trip,"" Chien told a news conference."
21.01.07-18921,20020218,13,1687,1856,169.0,4.0,"Chien said the Republic of China government hopes that the United States will continue to play the role of ""promoter, stabilizer and balancer"" in cross-strait relations."
21.01.07-18921,20020218,14,2371,2522,151.0,4.0,"During his trip to Seoul, Chien said, Bush is expected to exchange views with South Korean leaders on arms procurement and policies toward North Korea."
21.01.07-18921,20020218,15,534,662,128.0,0.0,Bush arrived in Japan Sunday at the start of a three-nation Asia tour that will also take him to South Korea and mainland China.
20.45.06-11781,20020219,0,738,910,172.0,2.0,"With regard to the economic recovery on the other hand, the President announced his full support for the prime minister's structural reform and measures to fight deflation."
20.45.06-11781,20020219,1,365,519,154.0,5.0,"Regarding the ""axis of evil,"" the prime minister explained his resolve to buckle down on the issue, while continuously cooperating with the United States."
20.45.06-11781,20020219,2,3220,3294,74.0,3.0,The biggest concern in that case would be Japan's military support system.
20.45.06-11781,20020219,3,1666,1799,133.0,0.0,"President Bush took up the matter of the ""axis of evil"" and Japan's economic recovery as topics at the beginning of the summit talks."
20.45.06-11781,20020219,4,2900,3073,173.0,2.0,"At the same time, Japan also plans to ""work on Iran and North Korea through Japan's own diplomatic channels for settlement of the issue,"" (according to a government source)."
20.45.06-11781,20020219,5,2272,2373,101.0,3.0,He explained a view aimed at solving the issue through diplomatic and other means for the time being.
20.45.06-11781,20020219,6,3793,4059,266.0,11.0,"In the case of military actions against Iran on the other hand, it also seems that ""judging from the lessons we learned from the Gulf War, Japan, which relies on the crude oil from the Middle East, cannot refuse offering cooperation,"" (said a Defense Agency source)."
20.45.06-11781,20020219,7,911,1073,162.0,0.0,"It turned out that the prime minister will shoulder the burden of firmly carrying out the reforms, and realizing early economic recovery as international pledges."
20.45.06-11781,20020219,8,1558,1659,101.0,4.0,He then clarified a posture wherein Japan would cooperate with the United States as much as possible.
20.45.06-11781,20020219,9,2648,2721,73.0,3.0,"""The US strategy is beginning to work,"" (said a Foreign Ministry source)."
20.45.06-11781,20020219,10,1800,1907,107.0,2.0,"As this indicates, discussion on the ""axis of evil"" was the main purpose of the President's visit to Japan."
20.45.06-11781,20020219,11,2728,2899,171.0,9.0,"To tighten the noose around the ""axis of evil,"" the Japanese Government will seek understanding and cooperation from European countries that are critical of the President."
20.45.06-11781,20020219,12,4403,4485,82.0,1.0,This will lead us to the issue of exercising the right of collective self-defense.
20.45.06-11781,20020219,13,3301,3458,157.0,3.0,It seems that the government will enact the law for emergencies in an area surrounding Japan if the United States takes military actions against North Korea.
20.45.06-11781,20020219,14,2106,2271,165.0,7.0,"Saying that ""all options are on the table"" to deal with the ""axis of evil,"" the President also stated at the summit talks that he would ""seek a peaceful settlement."""
20.45.06-11781,20020219,15,3712,3786,74.0,0.0,But improvement has not yet been made to the emergency legislation system.
20.45.06-11781,20020219,16,1371,1557,186.0,3.0,"At a joint news conference held after the summit talks, the prime minister announced his understanding and approval of the President's statement designed to deal with the ""axis of evil."""
20.45.06-11781,20020219,17,3656,3711,55.0,2.0,"Also, there is a possibility of armed attacks on Japan."
20.45.06-11781,20020219,18,2,364,362.0,7.0,"Issues to deal with Iraq, Iran, and North Korea -- which the US President branded as the ""axis of evil"" in his statement to fight against international terrorism -- and activation of the Japanese economy were the major topics of discussion at the Japan-US summit talks held on 18 February between Prime Minister Junichiro Koizumi and US President George W. Bush."
20.45.06-11781,20020219,19,520,737,217.0,4.0,"It seems likely that in addition to its diplomatic efforts, the Japanese Government will be forced to take concrete actions, including improvement of its legal system, in case the United States takes military actions."
20.45.06-11781,20020219,20,1908,2099,191.0,5.0,"The prime minister announced his cooperation with the United States because he fully understands that ""the United States needs Japan's cooperation,"" (said a senior Foreign Ministry official)."
20.45.06-11781,20020219,21,1239,1364,125.0,4.0,"While cooperating with the United States, Japan will take the initiative in tackling the issue for eradication of terrorism."""
20.45.06-11781,20020219,22,3080,3219,139.0,7.0,"Since President Bush envisions using all options, however, we cannot deny the possibility that the United States may take military actions."
20.45.06-11781,20020219,23,4343,4402,59.0,4.0,"Moreover, Iraq is expected to fight back if it is attacked."
20.45.06-11781,20020219,24,1109,1238,129.0,11.0,"""I believe the comments on the 'axis of evil' reflect the firm resolve of President Bush and the United States against terrorism."
20.45.06-11781,20020219,25,4060,4336,276.0,4.0,There is a strong view among officials of the government and the ruling parties that application of the law for special measures to deal with terrorism would be difficult because this law is limited to dealing with the September 11 terrorist attacks on the United States only.
20.45.06-11781,20020219,26,4486,4631,145.0,3.0,"Therefore, the Japanese Government will be forced to introduce diverse legislation for the purpose of giving cooperation for US military actions."
20.45.06-11781,20020219,27,2374,2647,273.0,7.0,"Ever since the President announced the ""axis of evil"" statement in January, Iran, Iraq, North Korea have been trying hard, out of the fear of possible confrontation with the United States, to deny their involvement in terrorism or proliferation of mass destruction weapons."
20.45.06-11781,20020219,28,3459,3655,196.0,6.0,"But the reality is that ""there are many problems, including role sharing in joint actions with the US military, that we need to settle if we want to apply the law,"" (said a Defense Agency source)."
20.45.06-11781,20020219,29,1080,1102,22.0,0.0,Diplomacy and Security
20.52.48-16582,20020219,0,953,1051,98.0,0.0,"Axis is a term that was created by Mussolini signifying the alliance of Germany, Italy, and Japan."
20.52.48-16582,20020219,1,2599,2702,103.0,8.0,It would be a choice that confirms the extremist inclinations of some members of the US Administration.
20.52.48-16582,20020219,2,1998,2111,113.0,10.0,Its name was only mentioned in the axis of evil to remove suspicion around the United States' hostility to Islam.
20.52.48-16582,20020219,3,507,654,147.0,5.0,"On the other hand, written speeches are more indicative of the policy drafted by the decision-making circles for a final decision by the President."
20.52.48-16582,20020219,4,229,284,55.0,0.0,There is controversy about which type is more credible.
20.52.48-16582,20020219,5,2480,2598,118.0,5.0,"If the United States wages a war against Iraq then this would not be out of necessity, like the war against terrorism."
20.52.48-16582,20020219,6,52,114,62.0,3.0,The first is improvised and not devoid of slips of the tongue.
20.52.48-16582,20020219,7,2385,2473,88.0,6.0,"This leaves Iraq, which the Washington circles want to antagonize and to go to war with."
20.52.48-16582,20020219,8,115,228,113.0,4.0,"The second is carefully written and studied from every aspect, and represents the official policy of the country."
20.52.48-16582,20020219,9,1473,1568,95.0,7.0,"Besides, politicians refer to good and evil only for purposes of intimidation and exaggeration."
