docName,dirName,idx,type,startByte,endByte,sentRow,wordLen,text,intensity,polarity,expression-intensity,attitude-type,attitude-uncertain
20.47.21-9712,20020220,119,GATE_direct-subjective,2814,2828,4456.0,14.0,request asking,low,positive,low,,
20.47.21-9712,20020220,115,GATE_expressive-subjectivity,4130,4137,4478.0,7.0,However,low,neutral,,,
20.47.21-9712,20020220,236,GATE_expressive-subjectivity,4005,4023,4463.0,18.0,got the impression,medium,neutral,,,
20.47.21-9712,20020220,107,GATE_direct-subjective,4804,4812,4465.0,8.0,position,low,neutral,low,,
20.47.21-9712,20020220,103,GATE_expressive-subjectivity,6072,6120,4476.0,48.0,now requires action rather than mere lip service,high,negative,,,
20.47.21-9712,20020220,224,GATE_expressive-subjectivity,808,820,4452.0,12.0,History gave,medium,neutral,,,
20.47.21-9712,20020220,91,GATE_direct-subjective,1850,1864,4453.0,14.0,had visualized,low,neutral,low,,
20.47.21-9712,20020220,87,GATE_expressive-subjectivity,4829,4842,4465.0,13.0,Not only will,medium,neutral,,,
20.47.21-9712,20020220,83,GATE_expressive-subjectivity,5206,5212,4461.0,6.0,should,low,neutral,,,
20.47.21-9712,20020220,75,GATE_expressive-subjectivity,3585,3597,4471.0,12.0,Axis of Evil,extreme,negative,,,
20.47.21-9712,20020220,71,GATE_direct-subjective,914,921,4472.0,7.0,offered,low,positive,low,,
20.47.21-9712,20020220,184,GATE_expressive-subjectivity,3000,3005,4451.0,5.0,If so,low,neutral,,,
20.47.21-9712,20020220,47,GATE_direct-subjective,1351,1412,4467.0,61.0,aligned himself and established a distinct cooperative stance,medium,positive,medium,,
20.47.21-9712,20020220,172,GATE_direct-subjective,2634,2653,4458.0,19.0,cannot speak openly,low,negative,low,,
20.47.21-9712,20020220,168,GATE_expressive-subjectivity,4578,4591,4466.0,13.0,can be viewed,low,neutral,,,
20.47.21-9712,20020220,39,GATE_expressive-subjectivity,574,592,4457.0,18.0,important not only,medium,neutral,,,
20.47.21-9712,20020220,164,GATE_expressive-subjectivity,3474,3496,4471.0,22.0,President Bush himself,low,neutral,,,
20.47.21-9712,20020220,31,GATE_expressive-subjectivity,251,263,4459.0,12.0,Axis of Evil,extreme,negative,,,
20.47.21-9712,20020220,27,GATE_direct-subjective,3206,3215,4474.0,9.0,statement,neutral,,neutral,,
20.47.21-9712,20020220,19,GATE_expressive-subjectivity,3466,3473,4471.0,7.0,Just as,low,neutral,,,
20.47.21-9712,20020220,144,GATE_expressive-subjectivity,1567,1575,4467.0,8.0,reflects,low,neutral,,,
20.47.21-9712,20020220,15,GATE_direct-subjective,491,496,4475.0,5.0,vowed,high,positive,high,,
20.47.21-9712,20020220,120,GATE_expressive-subjectivity,4691,4708,4466.0,17.0,would be possible,low,neutral,,,
20.47.21-9712,20020220,108,GATE_expressive-subjectivity,3012,3026,4451.0,14.0,should refrain,medium,neutral,,,
20.47.21-9712,20020220,233,GATE_direct-subjective,993,1002,4460.0,9.0,statement,neutral,,neutral,,
20.47.21-9712,20020220,225,GATE_expressive-subjectivity,5023,5029,4461.0,6.0,strong,medium,neutral,,,
20.47.21-9712,20020220,96,GATE_direct-subjective,4079,4088,4463.0,9.0,suggested,low,positive,low,,
20.47.21-9712,20020220,205,GATE_direct-subjective,5147,5156,4461.0,9.0,continues,neutral,,neutral,,
20.47.21-9712,20020220,201,GATE_expressive-subjectivity,3055,3073,4451.0,18.0,aid for terrorists,medium,negative,,,
20.47.21-9712,20020220,72,GATE_direct-subjective,1648,1651,4470.0,3.0,Jap,low,,,,
20.47.21-9712,20020220,68,GATE_direct-subjective,5486,5489,4455.0,3.0,The,low,,,,
20.47.21-9712,20020220,193,GATE_direct-subjective,3621,3627,4471.0,6.0,viewed,low,neutral,low,,
20.47.21-9712,20020220,48,GATE_direct-subjective,1446,1494,4467.0,48.0,has displayed unrelenting resolve and confidence,high,positive,high,,
20.47.21-9712,20020220,36,GATE_expressive-subjectivity,2050,2057,4473.0,7.0,clearly,low,neutral,,,
20.47.21-9712,20020220,157,GATE_expressive-subjectivity,1580,1588,4467.0,8.0,resolute,medium,positive,,,
20.47.21-9712,20020220,153,GATE_expressive-subjectivity,4595,4605,4466.0,10.0,definitely,medium,neutral,,,
20.47.21-9712,20020220,24,GATE_direct-subjective,2915,2920,4456.0,5.0,names,medium,negative,medium,,
20.47.21-9712,20020220,149,GATE_expressive-subjectivity,5008,5019,4461.0,11.0,possibility,low,neutral,,,
20.47.21-9712,20020220,20,GATE_expressive-subjectivity,1552,1564,4467.0,12.0,Axis of Evil,extreme,negative,,,
20.47.21-9712,20020220,12,GATE_direct-subjective,3501,3511,4471.0,10.0,called for,low,positive,low,,
20.47.21-9712,20020220,137,GATE_expressive-subjectivity,5518,5524,4455.0,6.0,should,low,neutral,,,
20.47.21-9712,20020220,8,GATE_expressive-subjectivity,3245,3260,4474.0,15.0,already showing,low,neutral,,,
20.47.21-9712,20020220,4,GATE_direct-subjective,2983,2997,4451.0,14.0,grimly replied,high,negative,high,,
20.52.31-12963,20020220,125,GATE_expressive-subjectivity,4902,4924,4489.0,22.0,exceptionally generous,high,positive,,,
20.52.31-12963,20020220,117,GATE_expressive-subjectivity,5396,5409,4504.0,13.0,unprecedented,medium,positive,,,
20.52.31-12963,20020220,109,GATE_expressive-subjectivity,2965,2978,4495.0,13.0,new beginning,low,positive,,,
20.52.31-12963,20020220,105,GATE_direct-subjective,2093,2102,4496.0,9.0,described,neutral,,neutral,,
20.52.31-12963,20020220,93,GATE_expressive-subjectivity,251,277,4503.0,26.0,is almost earth-shattering,high,neutral,,,
20.52.31-12963,20020220,214,GATE_expressive-subjectivity,3646,3650,4497.0,4.0,bold,medium,uncertain-positive,,,
20.52.31-12963,20020220,85,GATE_expressive-subjectivity,1418,1437,4487.0,19.0,Equally significant,low,neutral,,,
20.52.31-12963,20020220,210,GATE_direct-subjective,2595,2597,4492.0,2.0,At,medium,,,,
20.52.31-12963,20020220,77,GATE_expressive-subjectivity,1979,2014,4499.0,35.0,whether there is a ceasefire or not,high,neutral,,,
20.52.31-12963,20020220,202,GATE_direct-subjective,4405,4426,4490.0,21.0,sitting on the fence,low,neutral,low,,
20.52.31-12963,20020220,73,GATE_expressive-subjectivity,4268,4276,4502.0,8.0,inhumane,high,negative,,,
20.52.31-12963,20020220,65,GATE_direct-subjective,5048,5056,4507.0,8.0,argument,medium,neutral,medium,,
20.52.31-12963,20020220,190,GATE_direct-subjective,1142,1163,4505.0,21.0,have refused to serve,medium,negative,medium,,
20.52.31-12963,20020220,178,GATE_direct-subjective,3437,3445,4500.0,8.0,debating,low,neutral,low,,
20.52.31-12963,20020220,174,GATE_expressive-subjectivity,2131,2139,4496.0,8.0,moribund,medium,negative,,,
20.52.31-12963,20020220,45,GATE_direct-subjective,2811,2817,4506.0,6.0,agreed,low,neutral,low,,
20.52.31-12963,20020220,41,GATE_expressive-subjectivity,4585,4598,4490.0,13.0,unprecedented,high,negative,,,
20.52.31-12963,20020220,166,GATE_direct-subjective,4193,4202,4502.0,9.0,do reject,high,negative,high,,
20.52.31-12963,20020220,162,GATE_expressive-subjectivity,5415,5426,4504.0,11.0,merits more,medium,neutral,,,
20.52.31-12963,20020220,29,GATE_direct-subjective,2554,2558,4484.0,4.0,said,neutral,,neutral,,
20.52.31-12963,20020220,138,GATE_expressive-subjectivity,995,1023,4485.0,28.0,"warm peace, not a cold peace",medium,negative,,,
20.52.31-12963,20020220,9,GATE_direct-subjective,2179,2194,4496.0,15.0,in the words of,neutral,,neutral,,
20.52.31-12963,20020220,5,GATE_expressive-subjectivity,2225,2236,4496.0,11.0,devastating,high,negative,,,
20.52.31-12963,20020220,98,GATE_expressive-subjectivity,2563,2574,4484.0,11.0,influential,low,neutral,,,
20.52.31-12963,20020220,215,GATE_expressive-subjectivity,3070,3079,4495.0,9.0,so-called,low,neutral,,,
20.52.31-12963,20020220,86,GATE_direct-subjective,2435,2447,4496.0,12.0,had promised,medium,neutral,medium,,
20.52.31-12963,20020220,207,GATE_direct-subjective,4741,4761,4491.0,20.0,were ready to accept,medium,uncertain-positive,medium,,
20.52.31-12963,20020220,70,GATE_expressive-subjectivity,2851,2867,4506.0,16.0,has lost control,medium,negative,,,
20.52.31-12963,20020220,191,GATE_direct-subjective,3191,3199,4500.0,8.0,approval,low,neutral,low,,
20.52.31-12963,20020220,187,GATE_expressive-subjectivity,568,571,4494.0,3.0,But,low,neutral,,,
20.52.31-12963,20020220,58,GATE_expressive-subjectivity,3109,3143,4495.0,34.0,stuck for 18 months on ground zero,high,negative,,,
20.52.31-12963,20020220,179,GATE_direct-subjective,3523,3528,4497.0,5.0,ideas,low,neutral,low,,
20.52.31-12963,20020220,42,GATE_expressive-subjectivity,3569,3604,4497.0,35.0,must have rocked the halls of power,high,neutral,,,
20.52.31-12963,20020220,34,GATE_expressive-subjectivity,607,625,4494.0,18.0,for the first time,low,uncertain-positive,,,
20.52.31-12963,20020220,30,GATE_expressive-subjectivity,928,946,4483.0,18.0,no one to speak to,medium,neutral,,,
20.52.31-12963,20020220,155,GATE_expressive-subjectivity,3472,3494,4497.0,22.0,Whether there is merit,medium,uncertain-neutral,,,
20.52.31-12963,20020220,151,GATE_expressive-subjectivity,5087,5095,4507.0,8.0,could be,low,neutral,,,
20.52.31-12963,20020220,18,GATE_expressive-subjectivity,5486,5513,4488.0,27.0,It demands immediate action,high,neutral,,,
20.52.31-12963,20020220,139,GATE_direct-subjective,1821,1835,4499.0,14.0,is calling for,low,positive,low,,
20.52.31-12963,20020220,131,GATE_direct-subjective,2391,2422,4496.0,31.0,"badly shaking (their) faith"" in",high,negative,high,,
20.52.31-12963,20020220,2,GATE_direct-subjective,902,909,4483.0,7.0,to tell,low,neutral,low,,
20.52.31-12963,20020220,127,GATE_expressive-subjectivity,1886,1895,4499.0,9.0,immediate,medium,neutral,,,
20.52.31-12963,20020220,123,GATE_direct-subjective,4080,4087,4502.0,7.0,purpose,low,neutral,low,,
20.52.31-12963,20020220,119,GATE_expressive-subjectivity,4567,4577,4490.0,10.0,oppression,high,negative,,,
20.52.31-12963,20020220,111,GATE_direct-subjective,2819,2825,4506.0,6.0,saying,low,neutral,low,,
20.52.31-12963,20020220,107,GATE_expressive-subjectivity,3015,3031,4495.0,16.0,certifiably dead,medium,negative,,,
20.52.31-12963,20020220,103,GATE_expressive-subjectivity,4405,4425,4490.0,20.0,sitting on the fence,medium,negative,,,
20.52.31-12963,20020220,99,GATE_direct-subjective,3049,3054,4495.0,5.0,ideas,low,neutral,low,,
20.52.31-12963,20020220,216,GATE_expressive-subjectivity,581,597,4494.0,16.0,most interesting,low,positive,,,
20.52.31-12963,20020220,83,GATE_expressive-subjectivity,3532,3550,4497.0,18.0,some seem doubtful,medium,negative,,,
20.52.31-12963,20020220,79,GATE_expressive-subjectivity,4281,4291,4502.0,10.0,oppressive,high,negative,,,
20.52.31-12963,20020220,75,GATE_direct-subjective,5432,5455,4504.0,23.0,positive responses from,low,positive,low,,
20.52.31-12963,20020220,192,GATE_direct-subjective,110,118,4482.0,8.0,admirers,medium,positive,medium,,
20.52.31-12963,20020220,59,GATE_direct-subjective,4714,4730,4491.0,16.0,have long argued,medium,neutral,medium,,
20.52.31-12963,20020220,184,GATE_expressive-subjectivity,5309,5325,4504.0,16.0,This time around,low,neutral,,,
20.52.31-12963,20020220,51,GATE_direct-subjective,4358,4380,4490.0,22.0,has been very critical,high,negative,high,,
20.52.31-12963,20020220,168,GATE_expressive-subjectivity,2610,2635,4492.0,25.0,as difficult as it may be,medium,negative,,,
20.52.31-12963,20020220,164,GATE_direct-subjective,3756,3767,4486.0,11.0,had in mind,low,neutral,low,,
20.52.31-12963,20020220,35,GATE_expressive-subjectivity,5327,5347,4504.0,20.0,the tide has changed,low,neutral,,,
20.52.31-12963,20020220,31,GATE_direct-subjective,4307,4311,4490.0,4.0,told,neutral,,neutral,,
20.52.31-12963,20020220,156,GATE_direct-subjective,4093,4106,4502.0,13.0,to make clear,low,neutral,low,,
20.52.31-12963,20020220,15,GATE_direct-subjective,3651,3659,4497.0,8.0,views of,medium,neutral,medium,,
20.52.31-12963,20020220,136,GATE_direct-subjective,4484,4500,4490.0,16.0,changed his mind,low,neutral,low,,
20.52.31-12963,20020220,132,GATE_expressive-subjectivity,2934,2945,4495.0,11.0,commendable,medium,positive,,,
20.52.31-12963,20020220,3,GATE_direct-subjective,935,946,4483.0,11.0,to speak to,low,neutral,low,,
20.52.31-12963,20020220,128,GATE_expressive-subjectivity,4635,4643,4493.0,8.0,actually,low,neutral,,,
20.52.31-12963,20020220,124,GATE_expressive-subjectivity,209,221,4482.0,12.0,axis of evil,high,negative,,,
20.52.31-12963,20020220,116,GATE_direct-subjective,1651,1659,4487.0,8.0,planning,low,neutral,low,,
20.52.31-12963,20020220,112,GATE_expressive-subjectivity,2715,2718,4492.0,3.0,but,low,negative,,,
20.52.31-12963,20020220,100,GATE_expressive-subjectivity,4932,4941,4489.0,9.0,readiness,low,neutral,,,
20.52.31-12963,20020220,76,GATE_direct-subjective,5371,5382,4504.0,11.0,willingness,medium,neutral,medium,,
20.52.31-12963,20020220,189,GATE_direct-subjective,167,181,4482.0,14.0,sabre-rattling,high,negative,high,,
20.52.31-12963,20020220,181,GATE_expressive-subjectivity,167,181,4482.0,14.0,sabre-rattling,high,negative,,,
20.52.31-12963,20020220,52,GATE_expressive-subjectivity,1684,1696,4487.0,12.0,"""unilateral""",medium,neutral,,,
20.52.31-12963,20020220,44,GATE_expressive-subjectivity,400,410,4501.0,10.0,reawakened,medium,neutral,,,
20.52.31-12963,20020220,165,GATE_direct-subjective,988,992,4485.0,4.0,want,medium,positive,medium,,
20.52.31-12963,20020220,28,GATE_direct-subjective,4623,4631,4493.0,8.0,position,low,neutral,low,,
20.52.31-12963,20020220,153,GATE_expressive-subjectivity,16,42,4482.0,26.0,The ground must be shaking,medium,neutral,,,
20.52.31-12963,20020220,24,GATE_expressive-subjectivity,198,207,4482.0,9.0,new-found,low,negative,,,
20.52.31-12963,20020220,16,GATE_expressive-subjectivity,1938,1947,4499.0,9.0,immediate,medium,neutral,,,
20.52.31-12963,20020220,12,GATE_direct-subjective,4144,4167,4502.0,23.0,don't reject or despise,high,neutral,high,,
20.52.31-12963,20020220,133,GATE_direct-subjective,322,339,4501.0,17.0,rallied for peace,high,positive,high,,
20.52.31-12963,20020220,129,GATE_direct-subjective,786,801,4494.0,15.0,pro-peace rally,high,positive,high,,
20.57.00-17276,20020220,6,GATE_direct-subjective,209,217,4509.0,8.0,welcomed,low,uncertain-positive,low,,
20.57.00-17276,20020220,4,GATE_direct-subjective,426,442,4508.0,16.0,will be welcomed,low,uncertain-positive,low,,
20.57.00-17276,20020220,3,GATE_attitude,209,217,4509.0,8.0,welcomed,low-medium,,,sentiment-pos,
20.57.00-17276,20020220,0,GATE_attitude,426,445,4508.0,19.0,will be welcomed by,low-medium,,,sentiment-pos,
21.03.10-21966,20020221,53,GATE_direct-subjective,344,348,4516.0,4.0,said,neutral,,neutral,,
21.03.10-21966,20020221,47,GATE_expressive-subjectivity,179,199,4516.0,20.0,harmonious and close,medium,positive,,,
21.03.10-21966,20020221,40,GATE_expressive-subjectivity,201,206,4516.0,5.0,since,low,neutral,,,
21.03.10-21966,20020221,39,GATE_direct-subjective,708,713,4513.0,5.0,thank,medium,positive,medium,,
21.03.10-21966,20020221,38,GATE_direct-subjective,494,509,4512.0,15.0,his commitments,low,positive,low,,
21.03.10-21966,20020221,37,GATE_direct-subjective,555,558,4512.0,3.0,say,neutral,,neutral,,
21.03.10-21966,20020221,34,GATE_expressive-subjectivity,540,585,4512.0,45.0,will not do or say anything that could damage,medium,positive,,,
21.03.10-21966,20020221,33,GATE_direct-subjective,1037,1050,4514.0,13.0,made it clear,medium,neutral,medium,,
21.03.10-21966,20020221,32,GATE_direct-subjective,440,462,4512.0,22.0,has repeatedly assured,medium,positive,medium,,
21.03.10-21966,20020221,26,GATE_expressive-subjectivity,158,170,4516.0,12.0,increasingly,medium,neutral,,,
21.03.10-21966,20020221,20,GATE_direct-subjective,425,429,4512.0,4.0,said,neutral,,neutral,,
21.03.10-21966,20020221,14,GATE_expressive-subjectivity,1065,1098,4514.0,33.0,would not hurt Taiwan's interests,medium,positive,,,
21.03.10-21966,20020221,11,GATE_direct-subjective,595,604,4512.0,9.0,interests,low,positive,low,,
21.03.10-21966,20020221,6,GATE_direct-subjective,1089,1098,4514.0,9.0,interests,low,positive,low,,
21.03.10-21966,20020221,2,GATE_expressive-subjectivity,287,305,4516.0,18.0,unlikely to affect,medium,uncertain-positive,,,
21.03.13-21992,20020221,115,GATE_direct-subjective,1288,1301,4525.0,13.0,signed off on,low,positive,low,,
21.03.13-21992,20020221,109,GATE_direct-subjective,1389,1396,4529.0,7.0,concern,low,negative,low,,
21.03.13-21992,20020221,105,GATE_direct-subjective,1759,1779,4517.0,20.0,voiced his gratitude,medium,positive,medium,,
21.03.13-21992,20020221,87,GATE_expressive-subjectivity,1028,1057,4531.0,29.0,appeared designed to reassure,low,neutral,,,
21.03.13-21992,20020221,81,GATE_direct-subjective,1415,1429,4529.0,14.0,tougher stance,medium,neutral,medium,,
21.03.13-21992,20020221,77,GATE_direct-subjective,1800,1822,4517.0,22.0,honored his commitment,low,positive,low,,
21.03.13-21992,20020221,75,GATE_direct-subjective,1512,1519,4519.0,7.0,pleased,medium,positive,medium,,
21.03.13-21992,20020221,67,GATE_direct-subjective,1361,1368,4529.0,7.0,angered,high,negative,high,,
21.03.13-21992,20020221,61,GATE_direct-subjective,970,979,4518.0,9.0,will urge,medium,positive,medium,,
21.03.13-21992,20020221,55,GATE_expressive-subjectivity,914,935,4518.0,21.0,thinly veiled message,low,neutral,,,
21.03.13-21992,20020221,53,GATE_direct-subjective,100,121,4540.0,21.0,carefully played down,low,both,low,,
21.03.13-21992,20020221,170,GATE_direct-subjective,434,439,4536.0,5.0,hoped,medium,positive,medium,,
21.03.13-21992,20020221,160,GATE_direct-subjective,3005,3014,4524.0,9.0,called on,low,positive,low,,
21.03.13-21992,20020221,21,GATE_expressive-subjectivity,2502,2557,4528.0,55.0,vital to the stability and growth of China-US relations,medium,neutral,,,
21.03.13-21992,20020221,19,GATE_expressive-subjectivity,2046,2065,4523.0,19.0,would not be harmed,low,positive,,,
21.03.13-21992,20020221,17,GATE_direct-subjective,3078,3083,4530.0,5.0,asked,neutral,,neutral,,
21.03.13-21992,20020221,144,GATE_direct-subjective,2566,2570,4528.0,4.0,said,neutral,,neutral,,
21.03.13-21992,20020221,15,GATE_expressive-subjectivity,3299,3305,4538.0,6.0,unless,low,neutral,,,
21.03.13-21992,20020221,136,GATE_expressive-subjectivity,2678,2729,4527.0,51.0,peaceful reunification and 'one country two systems,medium,positive,,,
21.03.13-21992,20020221,134,GATE_direct-subjective,3253,3261,4538.0,8.0,has said,neutral,,neutral,,
21.03.13-21992,20020221,132,GATE_expressive-subjectivity,3100,3124,4530.0,24.0,to set aside differences,low,neutral,,,
21.03.13-21992,20020221,130,GATE_direct-subjective,250,264,4521.0,14.0,combative talk,medium,negative,medium,,
21.03.13-21992,20020221,102,GATE_expressive-subjectivity,3265,3286,4538.0,21.0,will not reopen talks,medium,negative,,,
21.03.13-21992,20020221,96,GATE_direct-subjective,3441,3449,4533.0,8.0,rejected,medium,negative,medium,,
21.03.13-21992,20020221,94,GATE_direct-subjective,675,682,4534.0,7.0,believe,low,positive,low,,
21.03.13-21992,20020221,88,GATE_direct-subjective,1579,1586,4519.0,7.0,thanked,low,positive,low,,
21.03.13-21992,20020221,76,GATE_direct-subjective,644,653,4520.0,9.0,reassured,medium,positive,medium,,
21.03.13-21992,20020221,74,GATE_direct-subjective,2171,2181,4537.0,10.0,supporting,medium,positive,medium,,
21.03.13-21992,20020221,70,GATE_direct-subjective,229,249,4521.0,20.0,scrupulously avoided,medium,negative,medium,,
21.03.13-21992,20020221,68,GATE_direct-subjective,2818,2837,4522.0,19.0,proposal to reunify,low,positive,low,,
21.03.13-21992,20020221,64,GATE_direct-subjective,3344,3354,4538.0,10.0,definition,neutral,,neutral,,
21.03.13-21992,20020221,62,GATE_direct-subjective,1547,1557,4519.0,10.0,pronounced,neutral,positive,neutral,,
21.03.13-21992,20020221,58,GATE_direct-subjective,576,591,4520.0,15.0,The position of,low,neutral,low,,
21.03.13-21992,20020221,56,GATE_expressive-subjectivity,989,1003,4518.0,14.0,no provocation,medium,both,,,
21.03.13-21992,20020221,46,GATE_expressive-subjectivity,690,709,4534.0,19.0,peaceful settlement,low,positive,,,
21.03.13-21992,20020221,40,GATE_expressive-subjectivity,1565,1574,4519.0,9.0,satisfied,low,positive,,,
21.03.13-21992,20020221,163,GATE_direct-subjective,3331,3339,4538.0,8.0,embraces,medium,positive,medium,,
21.03.13-21992,20020221,34,GATE_direct-subjective,2013,2024,4523.0,11.0,had assured,neutral,positive,neutral,,
21.03.13-21992,20020221,159,GATE_direct-subjective,2096,2110,4537.0,14.0,voiced concern,medium,negative,medium,,
21.03.13-21992,20020221,18,GATE_direct-subjective,2660,2674,4527.0,14.0,basic position,neutral,,neutral,,
21.03.13-21992,20020221,145,GATE_expressive-subjectivity,2463,2478,4528.0,15.0,properly handle,low,neutral,,,
21.03.13-21992,20020221,14,GATE_direct-subjective,1259,1267,4525.0,8.0,the mood,medium,neutral,medium,,
21.03.13-21992,20020221,12,GATE_expressive-subjectivity,139,152,4540.0,13.0,often glaring,medium,neutral,,,
21.03.13-21992,20020221,139,GATE_direct-subjective,752,759,4532.0,7.0,support,low,positive,low,,
21.03.13-21992,20020221,137,GATE_direct-subjective,509,517,4536.0,8.0,stressed,low,neutral,low,,
21.03.13-21992,20020221,135,GATE_expressive-subjectivity,1430,1445,4529.0,15.0,might encourage,low,negative,,,
21.03.13-21992,20020221,6,GATE_expressive-subjectivity,1235,1253,4525.0,18.0,contrasted sharply,medium,neutral,,,
21.03.13-21992,20020221,129,GATE_expressive-subjectivity,447,466,4536.0,19.0,peaceful settlement,low,positive,,,
21.03.19-22060,20020221,115,GATE_direct-subjective,1471,1481,4545.0,10.0,reiterated,low,neutral,low,,
21.03.19-22060,20020221,113,GATE_direct-subjective,1409,1416,4544.0,7.0,believe,medium,uncertain-positive,medium,,
21.03.19-22060,20020221,109,GATE_direct-subjective,1816,1841,4556.0,25.0,would continue to support,low,positive,low,,
21.03.19-22060,20020221,107,GATE_expressive-subjectivity,497,519,4541.0,22.0,honored his commitment,high,positive,,,
21.03.19-22060,20020221,95,GATE_direct-subjective,74,80,4549.0,6.0,hailed,high,positive,high,,
21.03.19-22060,20020221,91,GATE_direct-subjective,1258,1266,4552.0,8.0,stressed,medium,neutral,medium,,
21.03.19-22060,20020221,89,GATE_expressive-subjectivity,412,420,4543.0,8.0,entirely,medium,neutral,,,
21.03.19-22060,20020221,87,GATE_expressive-subjectivity,113,152,4549.0,39.0,not trading away the island's interests,medium,neutral,,,
21.03.19-22060,20020221,77,GATE_direct-subjective,1642,1663,4551.0,21.0,repeatedly threatened,high,negative,high,,
21.03.19-22060,20020221,75,GATE_direct-subjective,456,476,4541.0,20.0,voiced his gratitude,high,positive,high,,
21.03.19-22060,20020221,73,GATE_direct-subjective,347,351,4543.0,4.0,said,neutral,,neutral,,
21.03.19-22060,20020221,71,GATE_expressive-subjectivity,1196,1215,4552.0,19.0,peaceful settlement,medium,positive,,,
21.03.19-22060,20020221,67,GATE_direct-subjective,1706,1713,4551.0,7.0,declare,neutral,,neutral,,
21.03.19-22060,20020221,45,GATE_direct-subjective,1071,1093,4547.0,22.0,seeking to mend fences,medium,positive,medium,,
21.03.19-22060,20020221,33,GATE_direct-subjective,1325,1337,4555.0,12.0,The position,low,neutral,low,,
21.03.19-22060,20020221,27,GATE_expressive-subjectivity,259,268,4550.0,9.0,suggested,low,neutral,,,
21.03.19-22060,20020221,25,GATE_expressive-subjectivity,1424,1443,4544.0,19.0,peaceful settlement,low,positive,,,
21.03.19-22060,20020221,21,GATE_expressive-subjectivity,1036,1043,4547.0,7.0,enhance,medium,positive,,,
21.03.19-22060,20020221,13,GATE_direct-subjective,1486,1493,4545.0,7.0,support,low,positive,low,,
21.03.19-22060,20020221,9,GATE_direct-subjective,524,531,4541.0,7.0,pledged,medium,neutral,medium,,
21.03.19-22060,20020221,5,GATE_direct-subjective,1891,1953,4553.0,62.0,will continue to show American power and purpose in support of,medium,positive,medium,,
21.03.19-22060,20020221,130,GATE_direct-subjective,2013,2026,4546.0,13.0,will remember,low,neutral,low,,
21.03.19-22060,20020221,122,GATE_direct-subjective,1220,1236,4552.0,16.0,tensions between,low,negative,low,,
21.03.19-22060,20020221,120,GATE_expressive-subjectivity,375,381,4543.0,6.0,showed,low,neutral,,,
21.03.19-22060,20020221,110,GATE_direct-subjective,2031,2042,4546.0,11.0,commitments,low,neutral,low,,
21.03.19-22060,20020221,108,GATE_direct-subjective,1554,1566,4545.0,12.0,is committed,low,neutral,low,,
21.03.19-22060,20020221,106,GATE_expressive-subjectivity,1896,1939,4553.0,43.0,continue to show American power and purpose,medium,neutral,,,
21.03.19-22060,20020221,104,GATE_direct-subjective,509,519,4541.0,10.0,commitment,low,neutral,low,,
21.03.19-22060,20020221,100,GATE_direct-subjective,1183,1188,4552.0,5.0,hoped,medium,positive,medium,,
21.03.19-22060,20020221,98,GATE_expressive-subjectivity,275,309,4550.0,34.0,remained differences to be tackled,low,neutral,,,
21.03.19-22060,20020221,72,GATE_direct-subjective,719,726,4554.0,7.0,assured,medium,neutral,medium,,
21.03.19-22060,20020221,70,GATE_expressive-subjectivity,748,767,4554.0,19.0,would not be harmed,low,positive,,,
21.03.19-22060,20020221,56,GATE_direct-subjective,431,439,4543.0,8.0,forecast,low,neutral,low,,
21.03.19-22060,20020221,24,GATE_direct-subjective,1001,1006,4547.0,5.0,hoped,medium,positive,medium,,
21.03.19-22060,20020221,8,GATE_expressive-subjectivity,1688,1694,4551.0,6.0,should,low,neutral,,,
21.03.19-22060,20020221,2,GATE_direct-subjective,177,181,4550.0,4.0,said,neutral,,neutral,,
20.53.55-17301,20020223,109,GATE_direct-subjective,107,131,4592.0,24.0,exchanged in-depth views,medium,neutral,medium,,
20.53.55-17301,20020223,105,GATE_expressive-subjectivity,1276,1291,4573.0,15.0,the major enemy,high,negative,,,
20.53.55-17301,20020223,230,GATE_direct-subjective,591,597,4582.0,6.0,wanted,low,positive,low,,
20.53.55-17301,20020223,222,GATE_direct-subjective,4322,4327,4578.0,5.0,asked,low,neutral,low,,
20.53.55-17301,20020223,89,GATE_direct-subjective,2354,2383,4589.0,29.0,"""strategic competitor"" remark",medium,neutral,medium,,
20.53.55-17301,20020223,214,GATE_direct-subjective,3804,3817,4597.0,13.0,to understand,low,positive,low,,
20.53.55-17301,20020223,210,GATE_direct-subjective,3038,3044,4575.0,6.0,stated,neutral,,neutral,,
20.53.55-17301,20020223,206,GATE_expressive-subjectivity,3177,3186,4587.0,9.0,obviously,medium,neutral,,,
20.53.55-17301,20020223,77,GATE_direct-subjective,953,958,4594.0,5.0,noted,neutral,,neutral,,
20.53.55-17301,20020223,65,GATE_expressive-subjectivity,1254,1270,4573.0,16.0,makes Bush aware,medium,neutral,,,
20.53.55-17301,20020223,61,GATE_expressive-subjectivity,5070,5085,4566.0,15.0,running rampant,high,negative,,,
20.53.55-17301,20020223,182,GATE_direct-subjective,2329,2346,4589.0,17.0,stopped referring,neutral,neutral,neutral,,
20.53.55-17301,20020223,49,GATE_expressive-subjectivity,1354,1364,4573.0,10.0,threatened,high,negative,,,
20.53.55-17301,20020223,174,GATE_direct-subjective,1673,1682,4583.0,9.0,in accord,medium,neutral,medium,,
20.53.55-17301,20020223,170,GATE_expressive-subjectivity,506,515,4590.0,9.0,a success,high,positive,,,
