id,rating,set,text,type
2137,1,1.0,,-1.0
2138,4,1.0,,-1.0
2139,4,1.0,,-1.0
213,4,1.0,,-1.0
2140,2,1.0,,-1.0
2141,2,1.0,,-1.0
2142,4,1.0,,-1.0
2143,4,1.0,,-1.0
2144,3,1.0,,-1.0
2145,1,1.0,,-1.0
2146,1,1.0,,-1.0
2147,4,1.0,,-1.0
2148,1,1.0,,-1.0
2149,4,1.0,,-1.0
214,4,1.0,,-1.0
2150,4,1.0,,-1.0
2151,1,1.0,,-1.0
2152,1,1.0,,-1.0
2153,2,1.0,,-1.0
2154,1,1.0,,-1.0
2155,3,1.0,,-1.0
2156,1,1.0,,-1.0
2157,1,1.0,,-1.0
2158,3,1.0,,-1.0
2159,4,1.0,,-1.0
215,4,1.0,,-1.0
2160,1,1.0,,-1.0
2161,4,1.0,,-1.0
2162,3,1.0,,-1.0
2163,4,1.0,,-1.0
2164,2,1.0,,-1.0
2165,4,1.0,,-1.0
2166,4,1.0,,-1.0
2167,2,1.0,,-1.0
2168,1,1.0,,-1.0
2169,2,1.0,,-1.0
216,4,1.0,,-1.0
2170,4,1.0,,-1.0
2171,1,1.0,,-1.0
2172,2,1.0,,-1.0
2173,1,1.0,,-1.0
2174,1,1.0,,-1.0
2175,1,1.0,,-1.0
2176,1,1.0,,-1.0
2177,2,1.0,,-1.0
2178,3,1.0,,-1.0
2179,1,1.0,,-1.0
217,3,1.0,,-1.0
2180,1,1.0,,-1.0
2181,1,1.0,,-1.0
2182,2,1.0,,-1.0
2183,2,1.0,,-1.0
2184,1,1.0,,-1.0
2185,1,1.0,,-1.0
2186,1,1.0,,-1.0
2187,2,1.0,,-1.0
2188,2,1.0,,-1.0
2189,2,1.0,,-1.0
218,4,1.0,,-1.0
2190,2,1.0,,-1.0
2191,3,1.0,,-1.0
2192,4,1.0,,-1.0
2193,1,1.0,,-1.0
2194,3,1.0,,-1.0
2195,2,1.0,,-1.0
2196,4,1.0,,-1.0
2197,4,1.0,,-1.0
2198,1,1.0,,-1.0
2199,2,1.0,,-1.0
219,2,1.0,,-1.0
21,4,1.0,,-1.0
2200,3,1.0,,-1.0
2201,3,1.0,,-1.0
2202,1,1.0,,-1.0
2203,3,1.0,,-1.0
2204,2,1.0,,-1.0
2205,2,1.0,,-1.0
2206,2,1.0,,-1.0
2207,3,1.0,,-1.0
2208,4,1.0,,-1.0
2209,4,1.0,,-1.0
220,4,1.0,,-1.0
2210,1,1.0,,-1.0
2211,3,1.0,,-1.0
2212,2,1.0,,-1.0
2213,1,1.0,,-1.0
2214,4,1.0,,-1.0
2215,1,1.0,,-1.0
2216,1,1.0,,-1.0
2217,3,1.0,,-1.0
2218,1,1.0,,-1.0
2219,1,1.0,,-1.0
221,4,1.0,,-1.0
2220,1,1.0,,-1.0
2221,1,1.0,,-1.0
2222,4,1.0,,-1.0
2223,3,1.0,,-1.0
2224,3,1.0,,-1.0
2225,4,1.0,,-1.0
2226,4,1.0,,-1.0
2227,1,1.0,,-1.0
2228,1,1.0,,-1.0
2229,1,1.0,,-1.0
222,1,1.0,,-1.0
2230,1,1.0,,-1.0
2231,1,1.0,,-1.0
2232,1,1.0,,-1.0
2233,2,1.0,,-1.0
2234,1,1.0,,-1.0
2235,1,1.0,,-1.0
2236,1,1.0,,-1.0
2237,3,1.0,,-1.0
2238,1,1.0,,-1.0
2239,4,1.0,,-1.0
223,1,1.0,,-1.0
2240,4,1.0,,-1.0
2241,4,1.0,,-1.0
2242,1,1.0,,-1.0
2243,4,1.0,,-1.0
2244,1,1.0,,-1.0
2245,4,1.0,,-1.0
2246,4,1.0,,-1.0
2247,2,1.0,,-1.0
2248,1,1.0,,-1.0
2249,2,1.0,,-1.0
224,4,1.0,,-1.0
2250,1,1.0,,-1.0
2251,1,1.0,,-1.0
2252,3,1.0,,-1.0
2253,2,1.0,,-1.0
2254,1,1.0,,-1.0
2255,4,1.0,,-1.0
2256,1,1.0,,-1.0
2257,1,1.0,,-1.0
2258,2,1.0,,-1.0
2259,2,1.0,,-1.0
225,2,1.0,,-1.0
2260,1,1.0,,-1.0
2261,3,1.0,,-1.0
2262,1,1.0,,-1.0
2263,1,1.0,,-1.0
2264,1,1.0,,-1.0
2265,1,1.0,,-1.0
2266,1,1.0,,-1.0
2267,1,1.0,,-1.0
2268,1,1.0,,-1.0
2269,1,1.0,,-1.0
226,4,1.0,,-1.0
2270,1,1.0,,-1.0
2271,1,1.0,,-1.0
2272,3,1.0,,-1.0
2273,4,1.0,,-1.0
2274,2,1.0,,-1.0
2275,1,1.0,,-1.0
2276,4,1.0,,-1.0
2277,4,1.0,,-1.0
2278,4,1.0,,-1.0
2279,2,1.0,,-1.0
227,1,1.0,,-1.0
2280,4,1.0,,-1.0
2281,4,1.0,,-1.0
2282,4,1.0,,-1.0
2283,4,1.0,,-1.0
2284,3,1.0,,-1.0
2285,1,1.0,,-1.0
2286,4,1.0,,-1.0
2287,4,1.0,,-1.0
2288,3,1.0,,-1.0
2289,3,1.0,,-1.0
228,1,1.0,,-1.0
2290,4,1.0,,-1.0
2291,4,1.0,,-1.0
2292,2,1.0,,-1.0
2293,1,1.0,,-1.0
2294,2,1.0,,-1.0
2295,1,1.0,,-1.0
2296,3,1.0,,-1.0
2297,4,1.0,,-1.0
2298,1,1.0,,-1.0
2299,1,1.0,,-1.0
229,1,1.0,,-1.0
22,1,1.0,,-1.0
2300,1,1.0,,-1.0
2301,3,1.0,,-1.0
2302,1,1.0,,-1.0
2303,1,1.0,,-1.0
2304,1,1.0,,-1.0
2305,1,1.0,,-1.0
2306,1,1.0,,-1.0
2307,1,1.0,,-1.0
2308,1,1.0,,-1.0
2309,3,1.0,,-1.0
230,2,1.0,,-1.0
2310,1,1.0,,-1.0
2311,1,1.0,,-1.0
2312,1,1.0,,-1.0
2313,4,1.0,,-1.0
2314,3,1.0,,-1.0
2315,3,1.0,,-1.0
2316,3,1.0,,-1.0
2317,1,1.0,,-1.0
2318,3,1.0,,-1.0
2319,3,1.0,,-1.0
231,1,1.0,,-1.0
2320,1,1.0,,-1.0
2321,1,1.0,,-1.0
2322,2,1.0,,-1.0
2323,3,1.0,,-1.0
2324,2,1.0,,-1.0
2325,4,1.0,,-1.0
2326,3,1.0,,-1.0
2327,3,1.0,,-1.0
2328,3,1.0,,-1.0
2329,3,1.0,,-1.0
232,1,1.0,,-1.0
2330,4,1.0,,-1.0
2331,1,1.0,,-1.0
2332,1,1.0,,-1.0
2333,2,1.0,,-1.0
2334,2,1.0,,-1.0
2335,1,1.0,,-1.0
2336,4,1.0,,-1.0
2337,4,1.0,,-1.0
2338,1,1.0,,-1.0
2339,1,1.0,,-1.0
233,1,1.0,,-1.0
2340,2,1.0,,-1.0
2341,4,1.0,,-1.0
2342,1,1.0,,-1.0
2343,4,1.0,,-1.0
2344,3,1.0,,-1.0
2345,4,1.0,,-1.0
2346,4,1.0,,-1.0
2347,1,1.0,,-1.0
2348,3,1.0,,-1.0
2349,1,1.0,,-1.0
234,1,1.0,,-1.0
2350,1,1.0,,-1.0
2351,1,1.0,,-1.0
2352,2,1.0,,-1.0
2353,1,1.0,,-1.0
2354,1,1.0,,-1.0
2355,3,1.0,,-1.0
2356,4,1.0,,-1.0
2357,3,1.0,,-1.0
2358,3,1.0,,-1.0
2359,1,1.0,,-1.0
235,1,1.0,,-1.0
2360,1,1.0,,-1.0
2361,1,1.0,,-1.0
2362,1,1.0,,-1.0
2363,1,1.0,,-1.0
2364,4,1.0,,-1.0
2365,3,1.0,,-1.0
2366,4,1.0,,-1.0
2367,4,1.0,,-1.0
2368,3,1.0,,-1.0
2369,4,1.0,,-1.0
236,1,1.0,,-1.0
2370,4,1.0,,-1.0
2371,3,1.0,,-1.0
2372,1,1.0,,-1.0
2373,3,1.0,,-1.0
2374,1,1.0,,-1.0
2375,2,1.0,,-1.0
2376,4,1.0,,-1.0
2377,1,1.0,,-1.0
2378,1,1.0,,-1.0
2379,1,1.0,,-1.0
237,1,1.0,,-1.0
2380,1,1.0,,-1.0
2381,1,1.0,,-1.0
2382,1,1.0,,-1.0
2383,1,1.0,,-1.0
2384,1,1.0,,-1.0
2385,1,1.0,,-1.0
2386,2,1.0,,-1.0
2387,2,1.0,,-1.0
2388,3,1.0,,-1.0
2389,2,1.0,,-1.0
238,4,1.0,,-1.0
2390,1,1.0,,-1.0
2391,2,1.0,,-1.0
2392,1,1.0,,-1.0
2393,2,1.0,,-1.0
2394,3,1.0,,-1.0
2395,4,1.0,,-1.0
2396,1,1.0,,-1.0
2397,4,1.0,,-1.0
2398,2,1.0,,-1.0
2399,1,1.0,,-1.0
239,2,1.0,,-1.0
23,3,1.0,,-1.0
2400,3,1.0,,-1.0
2401,3,1.0,,-1.0
2402,3,1.0,,-1.0
2403,1,1.0,,-1.0
2404,3,1.0,,-1.0
2405,2,1.0,,-1.0
2406,2,1.0,,-1.0
2407,2,1.0,,-1.0
2408,2,1.0,,-1.0
2409,1,1.0,,-1.0
240,1,1.0,,-1.0
2410,1,1.0,,-1.0
2411,3,1.0,,-1.0
2412,1,1.0,,-1.0
2413,1,1.0,,-1.0
2414,3,1.0,,-1.0
2415,1,1.0,,-1.0
2416,2,1.0,,-1.0
2417,1,1.0,,-1.0
2418,2,1.0,,-1.0
2419,3,1.0,,-1.0
241,1,1.0,,-1.0
2420,1,1.0,,-1.0
2421,3,1.0,,-1.0
2422,3,1.0,,-1.0
2423,4,1.0,,-1.0
2424,3,1.0,,-1.0
2425,4,1.0,,-1.0
2426,1,1.0,,-1.0
2427,2,1.0,,-1.0
2428,4,1.0,,-1.0
2429,1,1.0,,-1.0
242,1,1.0,,-1.0
2430,3,1.0,,-1.0
2431,1,1.0,,-1.0
2432,4,1.0,,-1.0
2433,4,1.0,,-1.0
2434,4,1.0,,-1.0
2435,1,1.0,,-1.0
2436,1,1.0,,-1.0
2437,3,1.0,,-1.0
2438,2,1.0,,-1.0
2439,2,1.0,,-1.0
243,3,1.0,,-1.0
2440,1,1.0,,-1.0
2441,3,1.0,,-1.0
2442,1,1.0,,-1.0
2443,1,1.0,,-1.0
2444,1,1.0,,-1.0
2445,1,1.0,,-1.0
2446,3,1.0,,-1.0
2447,1,1.0,,-1.0
2448,4,1.0,,-1.0
2449,1,1.0,,-1.0
244,4,1.0,,-1.0
2450,3,1.0,,-1.0
2451,3,1.0,,-1.0
2452,3,1.0,,-1.0
2453,4,1.0,,-1.0
2454,4,1.0,,-1.0
2455,2,1.0,,-1.0
2456,3,1.0,,-1.0
2457,2,1.0,,-1.0
2458,2,1.0,,-1.0
2459,4,1.0,,-1.0
245,1,1.0,,-1.0
2460,1,1.0,,-1.0
2461,4,1.0,,-1.0
2462,4,1.0,,-1.0
2463,4,1.0,,-1.0
2464,4,1.0,,-1.0
2465,2,1.0,,-1.0
2466,3,1.0,,-1.0
2467,4,1.0,,-1.0
2468,4,1.0,,-1.0
2469,2,1.0,,-1.0
246,3,1.0,,-1.0
2470,2,1.0,,-1.0
2471,2,1.0,,-1.0
2472,1,1.0,,-1.0
2473,1,1.0,,-1.0
2474,1,1.0,,-1.0
2475,3,1.0,,-1.0
2476,3,1.0,,-1.0
2477,2,1.0,,-1.0
2478,1,1.0,,-1.0
2479,3,1.0,,-1.0
247,3,1.0,,-1.0
2480,2,1.0,,-1.0
2481,1,1.0,,-1.0
2482,1,1.0,,-1.0
2483,1,1.0,,-1.0
2484,1,1.0,,-1.0
2485,1,1.0,,-1.0
2486,3,1.0,,-1.0
2487,1,1.0,,-1.0
2488,3,1.0,,-1.0
2489,2,1.0,,-1.0
248,4,1.0,,-1.0
2490,3,1.0,,-1.0
2491,1,1.0,,-1.0
2492,3,1.0,,-1.0
2493,1,1.0,,-1.0
2494,1,1.0,,-1.0
2495,4,1.0,,-1.0
2496,1,1.0,,-1.0
2497,1,1.0,,-1.0
2498,1,1.0,,-1.0
2499,1,1.0,,-1.0
249,3,1.0,,-1.0
24,1,1.0,,-1.0
2500,1,1.0,,-1.0
2501,1,1.0,,-1.0
2502,1,1.0,,-1.0
2503,1,1.0,,-1.0
2504,3,1.0,,-1.0
2505,2,1.0,,-1.0
2506,3,1.0,,-1.0
2507,2,1.0,,-1.0
2508,4,1.0,,-1.0
2509,4,1.0,,-1.0
250,3,1.0,,-1.0
2510,4,1.0,,-1.0
2511,4,1.0,,-1.0
2512,4,1.0,,-1.0
2513,4,1.0,,-1.0
2514,3,1.0,,-1.0
2515,1,1.0,,-1.0
2516,3,1.0,,-1.0
2517,2,1.0,,-1.0
2518,4,1.0,,-1.0
2519,2,1.0,,-1.0
251,3,1.0,,-1.0
2520,2,1.0,,-1.0
2521,3,1.0,,-1.0
2522,4,1.0,,-1.0
2523,1,1.0,,-1.0
2524,4,1.0,,-1.0
2525,2,1.0,,-1.0
2526,3,1.0,,-1.0
2527,2,1.0,,-1.0
2528,2,1.0,,-1.0
2529,2,1.0,,-1.0
252,4,1.0,,-1.0
2530,2,1.0,,-1.0
2531,4,1.0,,-1.0
2532,4,1.0,,-1.0
2533,4,1.0,,-1.0
2534,3,1.0,,-1.0
2535,2,1.0,,-1.0
2536,1,1.0,,-1.0
2537,4,1.0,,-1.0
2538,4,1.0,,-1.0
2539,1,1.0,,-1.0
253,3,1.0,,-1.0
2540,2,1.0,,-1.0
2541,1,1.0,,-1.0
2542,3,1.0,,-1.0
2543,1,1.0,,-1.0
2544,1,1.0,,-1.0
2545,2,1.0,,-1.0
2546,1,1.0,,-1.0
2547,1,1.0,,-1.0
2548,1,1.0,,-1.0
2549,1,1.0,,-1.0
254,1,1.0,,-1.0
2550,1,1.0,,-1.0
2551,2,1.0,,-1.0
2552,3,1.0,,-1.0
2553,1,1.0,,-1.0
2554,1,1.0,,-1.0
2555,2,1.0,,-1.0
2556,1,1.0,,-1.0
2557,1,1.0,,-1.0
2558,1,1.0,,-1.0
2559,1,1.0,,-1.0
255,3,1.0,,-1.0
2560,1,1.0,,-1.0
2561,3,1.0,,-1.0
2562,4,1.0,,-1.0
2563,1,1.0,,-1.0
2564,2,1.0,,-1.0
2565,3,1.0,,-1.0
2566,1,1.0,,-1.0
2567,3,1.0,,-1.0
2568,3,1.0,,-1.0
2569,3,1.0,,-1.0
256,1,1.0,,-1.0
2570,3,1.0,,-1.0
2571,4,1.0,,-1.0
2572,1,1.0,,-1.0
2573,4,1.0,,-1.0
2574,3,1.0,,-1.0
2575,3,1.0,,-1.0
2576,3,1.0,,-1.0
2577,2,1.0,,-1.0
2578,1,1.0,,-1.0
2579,1,1.0,,-1.0
257,2,1.0,,-1.0
2580,3,1.0,,-1.0
2581,1,1.0,,-1.0
2582,2,1.0,,-1.0
2583,2,1.0,,-1.0
2584,1,1.0,,-1.0
2585,2,1.0,,-1.0
2586,2,1.0,,-1.0
2587,2,1.0,,-1.0
2588,3,1.0,,-1.0
2589,1,1.0,,-1.0
258,4,1.0,,-1.0
2590,4,1.0,,-1.0
2591,2,1.0,,-1.0
2592,3,1.0,,-1.0
2593,2,1.0,,-1.0
2594,3,1.0,,-1.0
2595,3,1.0,,-1.0
2596,1,1.0,,-1.0
2597,3,1.0,,-1.0
2598,1,1.0,,-1.0
2599,4,1.0,,-1.0
259,3,1.0,,-1.0
25,1,1.0,,-1.0
2600,2,1.0,,-1.0
2601,3,1.0,,-1.0
2602,3,1.0,,-1.0
2603,1,1.0,,-1.0
2604,3,1.0,,-1.0
2605,1,1.0,,-1.0
2606,4,1.0,,-1.0
2607,1,1.0,,-1.0
2608,2,1.0,,-1.0
2609,1,1.0,,-1.0
260,4,1.0,,-1.0
2610,3,1.0,,-1.0
2611,3,1.0,,-1.0
2612,2,1.0,,-1.0
2613,2,1.0,,-1.0
2614,1,1.0,,-1.0
2615,2,1.0,,-1.0
2616,2,1.0,,-1.0
2617,1,1.0,,-1.0
2618,1,1.0,,-1.0
2619,4,1.0,,-1.0
261,4,1.0,,-1.0
2620,3,1.0,,-1.0
2621,4,1.0,,-1.0
2622,4,1.0,,-1.0
2623,1,1.0,,-1.0
2624,1,1.0,,-1.0
2625,2,1.0,,-1.0
2626,4,1.0,,-1.0
2627,1,1.0,,-1.0
2628,3,1.0,,-1.0
2629,4,1.0,,-1.0
262,4,1.0,,-1.0
2630,3,1.0,,-1.0
2631,1,1.0,,-1.0
2632,3,1.0,,-1.0
2633,1,1.0,,-1.0
2634,4,1.0,,-1.0
2635,2,1.0,,-1.0
2636,1,1.0,,-1.0
2637,1,1.0,,-1.0
2638,1,1.0,,-1.0
2639,1,1.0,,-1.0
263,4,1.0,,-1.0
2640,2,1.0,,-1.0
2641,1,1.0,,-1.0
2642,1,1.0,,-1.0
2643,1,1.0,,-1.0
2644,1,1.0,,-1.0
2645,3,1.0,,-1.0
2646,3,1.0,,-1.0
2647,4,1.0,,-1.0
2648,4,1.0,,-1.0
2649,2,1.0,,-1.0
264,2,1.0,,-1.0
2650,3,1.0,,-1.0
2651,4,1.0,,-1.0
2652,1,1.0,,-1.0
2653,1,1.0,,-1.0
2654,2,1.0,,-1.0
2655,3,1.0,,-1.0
2656,1,1.0,,-1.0
2657,1,1.0,,-1.0
2658,1,1.0,,-1.0
2659,1,1.0,,-1.0
265,1,1.0,,-1.0
2660,1,1.0,,-1.0
2661,2,1.0,,-1.0
2662,3,1.0,,-1.0
2663,2,1.0,,-1.0
2664,1,1.0,,-1.0
2665,1,1.0,,-1.0
2666,1,1.0,,-1.0
2667,1,1.0,,-1.0
2668,1,1.0,,-1.0
2669,1,1.0,,-1.0
266,3,1.0,,-1.0
2670,2,1.0,,-1.0
2671,4,1.0,,-1.0
2672,4,1.0,,-1.0
2673,3,1.0,,-1.0
2674,2,1.0,,-1.0
2675,1,1.0,,-1.0
2676,1,1.0,,-1.0
2677,3,1.0,,-1.0
2678,1,1.0,,-1.0
2679,3,1.0,,-1.0
267,3,1.0,,-1.0
2680,1,1.0,,-1.0
2681,3,1.0,,-1.0
2682,3,1.0,,-1.0
2683,3,1.0,,-1.0
2684,1,1.0,,-1.0
2685,2,1.0,,-1.0
2686,1,1.0,,-1.0
2687,1,1.0,,-1.0
2688,1,1.0,,-1.0
2689,1,1.0,,-1.0
268,1,1.0,,-1.0
2690,2,1.0,,-1.0
2691,4,1.0,,-1.0
2692,1,1.0,,-1.0
2693,2,1.0,,-1.0
2694,3,1.0,,-1.0
2695,3,1.0,,-1.0
2696,3,1.0,,-1.0
2697,1,1.0,,-1.0
2698,1,1.0,,-1.0
2699,2,1.0,,-1.0
269,1,1.0,,-1.0
26,3,1.0,,-1.0
2700,1,1.0,,-1.0
2701,1,1.0,,-1.0
2702,1,1.0,,-1.0
2703,2,1.0,,-1.0
2704,1,1.0,,-1.0
2705,1,1.0,,-1.0
2706,2,1.0,,-1.0
2707,1,1.0,,-1.0
2708,1,1.0,,-1.0
2709,2,1.0,,-1.0
270,1,1.0,,-1.0
2710,1,1.0,,-1.0
2711,1,1.0,,-1.0
2712,2,1.0,,-1.0
2713,2,1.0,,-1.0
2714,4,1.0,,-1.0
2715,3,1.0,,-1.0
2716,4,1.0,,-1.0
2717,1,1.0,,-1.0
2718,2,1.0,,-1.0
2719,4,1.0,,-1.0
271,1,1.0,,-1.0
2720,3,1.0,,-1.0
2721,3,1.0,,-1.0
2722,2,1.0,,-1.0
2723,4,1.0,,-1.0
2724,1,1.0,,-1.0
2725,2,1.0,,-1.0
2726,3,1.0,,-1.0
2727,3,1.0,,-1.0
2728,3,1.0,,-1.0
2729,4,1.0,,-1.0
272,2,1.0,,-1.0
2730,3,1.0,,-1.0
2731,1,1.0,,-1.0
2732,1,1.0,,-1.0
2733,1,1.0,,-1.0
2734,4,1.0,,-1.0
2735,4,1.0,,-1.0
2736,4,1.0,,-1.0
2737,1,1.0,,-1.0
2738,1,1.0,,-1.0
2739,2,1.0,,-1.0
273,1,1.0,,-1.0
2740,1,1.0,,-1.0
2741,2,1.0,,-1.0
2742,4,1.0,,-1.0
2743,1,1.0,,-1.0
2744,3,1.0,,-1.0
2745,4,1.0,,-1.0
2746,4,1.0,,-1.0
2747,3,1.0,,-1.0
2748,2,1.0,,-1.0
2749,1,1.0,,-1.0
274,2,1.0,,-1.0
2750,1,1.0,,-1.0
2751,1,1.0,,-1.0
2752,1,1.0,,-1.0
2753,1,1.0,,-1.0
2754,1,1.0,,-1.0
2755,4,1.0,,-1.0
2756,3,1.0,,-1.0
2757,1,1.0,,-1.0
2758,1,1.0,,-1.0
2759,1,1.0,,-1.0
275,3,1.0,,-1.0
2760,2,1.0,,-1.0
2761,1,1.0,,-1.0
2762,1,1.0,,-1.0
2763,1,1.0,,-1.0
2764,1,1.0,,-1.0
2765,4,1.0,,-1.0
2766,2,1.0,,-1.0
2767,1,1.0,,-1.0
2768,2,1.0,,-1.0
2769,1,1.0,,-1.0
276,2,1.0,,-1.0
2770,4,1.0,,-1.0
2771,1,1.0,,-1.0
2772,1,1.0,,-1.0
2773,1,1.0,,-1.0
2774,2,1.0,,-1.0
2775,1,1.0,,-1.0
2776,2,1.0,,-1.0
2777,2,1.0,,-1.0
2778,3,1.0,,-1.0
2779,1,1.0,,-1.0
277,4,1.0,,-1.0
2780,4,1.0,,-1.0
2781,2,1.0,,-1.0
2782,4,1.0,,-1.0
2783,1,1.0,,-1.0
2784,1,1.0,,-1.0
2785,3,1.0,,-1.0
2786,2,1.0,,-1.0
2787,2,1.0,,-1.0
2788,4,1.0,,-1.0
2789,1,1.0,,-1.0
278,1,1.0,,-1.0
2790,4,1.0,,-1.0
2791,3,1.0,,-1.0
2792,4,1.0,,-1.0
2793,1,1.0,,-1.0
2794,3,1.0,,-1.0
2795,1,1.0,,-1.0
2796,2,1.0,,-1.0
2797,1,1.0,,-1.0
2798,1,1.0,,-1.0
2799,1,1.0,,-1.0
279,1,1.0,,-1.0
27,1,1.0,,-1.0
2800,1,1.0,,-1.0
2801,2,1.0,,-1.0
2802,1,1.0,,-1.0
2803,2,1.0,,-1.0
2804,4,1.0,,-1.0
2805,1,1.0,,-1.0
2806,2,1.0,,-1.0
2807,3,1.0,,-1.0
2808,3,1.0,,-1.0
2809,4,1.0,,-1.0
280,2,1.0,,-1.0
2810,4,1.0,,-1.0
2811,3,1.0,,-1.0
2812,2,1.0,,-1.0
2813,1,1.0,,-1.0
2814,3,1.0,,-1.0
2815,2,1.0,,-1.0
2816,1,1.0,,-1.0
2817,1,1.0,,-1.0
2818,4,1.0,,-1.0
2819,3,1.0,,-1.0
281,1,1.0,,-1.0
2820,4,1.0,,-1.0
2821,1,1.0,,-1.0
2822,1,1.0,,-1.0
2823,2,1.0,,-1.0
2824,2,1.0,,-1.0
2825,3,1.0,,-1.0
2826,3,1.0,,-1.0
2827,3,1.0,,-1.0
2828,3,1.0,,-1.0
2829,1,1.0,,-1.0
282,1,1.0,,-1.0
2830,3,1.0,,-1.0
2831,4,1.0,,-1.0
2832,4,1.0,,-1.0
2833,1,1.0,,-1.0
2834,1,1.0,,-1.0
2835,1,1.0,,-1.0
2836,1,1.0,,-1.0
2837,1,1.0,,-1.0
2838,2,1.0,,-1.0
2839,2,1.0,,-1.0
283,1,1.0,,-1.0
2840,1,1.0,,-1.0
2841,3,1.0,,-1.0
2842,4,1.0,,-1.0
2843,2,1.0,,-1.0
2844,4,1.0,,-1.0
2845,4,1.0,,-1.0
2846,3,1.0,,-1.0
2847,2,1.0,,-1.0
2848,3,1.0,,-1.0
2849,4,1.0,,-1.0
284,2,1.0,,-1.0
2850,2,1.0,,-1.0
2851,4,1.0,,-1.0
2852,3,1.0,,-1.0
2853,4,1.0,,-1.0
2854,3,1.0,,-1.0
2855,4,1.0,,-1.0
2856,1,1.0,,-1.0
2857,1,1.0,,-1.0
2858,1,1.0,,-1.0
2859,1,1.0,,-1.0
285,3,1.0,,-1.0
2860,1,1.0,,-1.0
2861,1,1.0,,-1.0
2862,1,1.0,,-1.0
2863,1,1.0,,-1.0
2864,1,1.0,,-1.0
2865,1,1.0,,-1.0
2866,1,1.0,,-1.0
2867,1,1.0,,-1.0
2868,1,1.0,,-1.0
2869,1,1.0,,-1.0
286,1,1.0,,-1.0
2870,1,1.0,,-1.0
2871,1,1.0,,-1.0
2872,1,1.0,,-1.0
2873,1,1.0,,-1.0
2874,1,1.0,,-1.0
2875,1,1.0,,-1.0
2876,1,1.0,,-1.0
2877,1,1.0,,-1.0
2878,1,1.0,,-1.0
2879,1,1.0,,-1.0
287,4,1.0,,-1.0
2880,1,1.0,,-1.0
2881,1,1.0,,-1.0
2882,1,1.0,,-1.0
2883,1,1.0,,-1.0
2884,1,1.0,,-1.0
2885,1,1.0,,-1.0
2886,1,1.0,,-1.0
2887,1,1.0,,-1.0
2888,1,1.0,,-1.0
2889,1,1.0,,-1.0
288,1,1.0,,-1.0
2890,3,1.0,,-1.0
2891,2,1.0,,-1.0
2892,3,1.0,,-1.0
2893,2,1.0,,-1.0
2894,4,1.0,,-1.0
2895,4,1.0,,-1.0
2896,1,1.0,,-1.0
2897,4,1.0,,-1.0
2898,1,1.0,,-1.0
2899,1,1.0,,-1.0
289,3,1.0,,-1.0
28,2,1.0,,-1.0
2900,1,1.0,,-1.0
2901,1,1.0,,-1.0
2902,1,1.0,,-1.0
2903,1,1.0,,-1.0
2904,2,1.0,,-1.0
2905,2,1.0,,-1.0
2906,1,1.0,,-1.0
2907,4,1.0,,-1.0
2908,3,1.0,,-1.0
2909,4,1.0,,-1.0
290,2,1.0,,-1.0
2910,4,1.0,,-1.0
2911,3,1.0,,-1.0
2912,1,1.0,,-1.0
2913,4,1.0,,-1.0
2914,3,1.0,,-1.0
2915,1,1.0,,-1.0
2916,1,1.0,,-1.0
2917,4,1.0,,-1.0
2918,3,1.0,,-1.0
2919,1,1.0,,-1.0
291,3,1.0,,-1.0
2920,4,1.0,,-1.0
2921,2,1.0,,-1.0
2922,4,1.0,,-1.0
2923,4,1.0,,-1.0
2924,4,1.0,,-1.0
2925,1,1.0,,-1.0
2926,1,1.0,,-1.0
2927,1,1.0,,-1.0
2928,2,1.0,,-1.0
2929,2,1.0,,-1.0
292,1,1.0,,-1.0
2930,1,1.0,,-1.0
2931,4,1.0,,-1.0
2932,4,1.0,,-1.0
2933,3,1.0,,-1.0
2934,3,1.0,,-1.0
2935,2,1.0,,-1.0
2936,3,1.0,,-1.0
2937,3,1.0,,-1.0
2938,3,1.0,,-1.0
2939,2,1.0,,-1.0
293,2,1.0,,-1.0
2940,3,1.0,,-1.0
2941,4,1.0,,-1.0
2942,1,1.0,,-1.0
2943,1,1.0,,-1.0
2944,1,1.0,,-1.0
2945,1,1.0,,-1.0
2946,1,1.0,,-1.0
2947,1,1.0,,-1.0
2948,1,1.0,,-1.0
2949,1,1.0,,-1.0
294,4,1.0,,-1.0
2950,1,1.0,,-1.0
2951,1,1.0,,-1.0
2952,2,1.0,,-1.0
2953,1,1.0,,-1.0
2954,1,1.0,,-1.0
2955,1,1.0,,-1.0
2956,1,1.0,,-1.0
2957,1,1.0,,-1.0
2958,1,1.0,,-1.0
2959,1,1.0,,-1.0
295,3,1.0,,-1.0
2960,1,1.0,,-1.0
2961,1,1.0,,-1.0
2962,1,1.0,,-1.0
2963,1,1.0,,-1.0
2964,1,1.0,,-1.0
2965,2,1.0,,-1.0
2966,1,1.0,,-1.0
2967,1,1.0,,-1.0
2968,1,1.0,,-1.0
2969,3,1.0,,-1.0
296,2,1.0,,-1.0
2970,4,1.0,,-1.0
2971,3,1.0,,-1.0
2972,1,1.0,,-1.0
2973,2,1.0,,-1.0
2974,1,1.0,,-1.0
2975,4,1.0,,-1.0
2976,1,1.0,,-1.0
2977,1,1.0,,-1.0
2978,1,1.0,,-1.0
2979,4,1.0,,-1.0
297,4,1.0,,-1.0
2980,4,1.0,,-1.0
2981,1,1.0,,-1.0
