index,docName,dirName,idx,startByte,endByte,sentLen,annotsCount,text,sentiment-measured,sentiment-type,sentiment-intensity
1077,20.42.07-7434,20011114,3,3773,3939,166.0,6.0,"But it is evident that, during the past few weeks, the official has taken responsibility for a fundamental task: to tone down Cavallo's tendency toward confrontation.",1.0,1.0,0.344902047506
1078,20.42.07-7434,20011114,4,5730,5794,64.0,2.0,But those agencies are not putting their letterhead on anything.,1.0,0.0,-0.944
1079,20.42.07-7434,20011114,5,1647,1730,83.0,3.0,"Marx understands ""the importance of the menu"" for gaining the creditors' good will.",1.0,0.0,0.87375
1080,20.42.07-7434,20011114,6,2663,2761,98.0,2.0,"On the other hand, for now, the creditors do not see any signals of concrete support from the G-7.",1.0,0.0,0.812
1081,20.42.07-7434,20011114,7,516,877,361.0,6.0,"As El Cronista was told by a source from an investment bank who followed the visit closely, that issue has various aspects: the economy minister's gradual loss of credibility, the confusion about the role of Jacob Frenkel and Merrill Lynch, and the economic team's apparent lack of a strategy, as well as the Alliance government's obvious domestic difficulties.",1.0,1.0,0.42656815048
1083,20.42.07-7434,20011114,9,2762,2972,210.0,5.0,"A paper published yesterday by the CS First Boston bank noted: ""The most recent statements from Washington suggest that it (the G-7 support) is unlikely, but we are not precluding the possibility of surprises.""",1.0,1.0,0.327184743867
1084,20.42.07-7434,20011114,10,5517,5613,96.0,1.0,There were hours during which he had feverish contacts with international diplomats and leaders.,1.0,0.0,0.99
1085,20.42.07-7434,20011114,11,2397,2578,181.0,5.0,"He spoke even more clearly about the finance secretary: ""Marx is sufficiently patriotic, he has a pleasant personality, and he knows enough about the market to be a good negotiator.",1.0,0.0,0.829899
1086,20.42.07-7434,20011114,12,408,509,101.0,2.0,"The bankers made it clear that they prefer Daniel Marx, and not the minister's confrontational style.",1.0,1.0,0.334963706845
1087,20.42.07-7434,20011114,13,2579,2656,77.0,2.0,"If he left now, it would be a disaster for the government,"" was his response.",1.0,0.0,0.9875
1088,20.42.07-7434,20011114,14,4361,4592,231.0,3.0,"The foreign minister convinced the president of the political disadvantage that would be entailed by leaving that official aside, on the verge of complex dialogues with the US Treasury, and with multilateral and financing agencies.",1.0,1.0,0.363581965294
1089,20.42.07-7434,20011114,15,884,1129,245.0,4.0,"The creditors have in mind a negotiation in which they would be represented by a more heterogeneous steering committee than during the 1980's: not only large banks, but also portfolio administrators, pension funds, insurers, and other investors.",1.0,0.0,0.9090625
1090,20.42.07-7434,20011114,16,1731,1897,166.0,2.0,"Among the latter there is consensus that there will be a remission of capital and/or interest, but there must be options that are geared to the situation of each one.",1.0,0.0,0.0
1091,20.42.07-7434,20011114,17,5374,5510,136.0,1.0,Rodriguez Giavarini's management took place when there was a deluge of doubts about the sustainability of the plan announced by Cavallo.,1.0,0.0,-0.85
1092,20.42.07-7434,20011114,18,2979,3037,58.0,1.0,"Faced With the Crisis, Giavarini Accentuates His Influence",1.0,0.0,0.9
1093,20.42.07-7434,20011114,19,271,407,136.0,2.0,"The first one, which was revealed piecemeal during the tour headed by Fernando de la Rua, is that Domingo Cavallo has become irritating.",1.0,0.0,-0.875
1094,20.42.07-7434,20011114,20,1904,2050,146.0,1.0,"Another concern about the negotiation has been generated by the leading role given to Jacob Frenkel, Merrill Lynch's international vice president.",1.0,0.0,-0.9
1095,20.42.07-7434,20011114,21,3508,3766,258.0,1.0,"Rodriguez Giavarini has not failed to attend to other matters of his ministry, such as meeting with his Chinese colleague, and preparing to visit Germany, where he will meet tomorrow with President Fernando de la Rua, who will travel there from Buenos Aires.",1.0,0.0,0.9
1096,20.42.07-7434,20011114,22,2286,2396,110.0,2.0,"According to the source, ""A key man is the finance secretary: he must specify the government's fiscal margin.""",1.0,0.0,0.0
1097,20.42.07-7434,20011114,23,2,264,262.0,4.0,"With the impression that the excursion of the government's top brass to New York did not change the picture much, and that the game is continuing in Buenos Aires for now, Argentina's creditors are preparing for the debt negotiation with various concerns in mind.",1.0,1.0,0.376902463772
1099,20.42.07-7434,20011114,25,3273,3501,228.0,4.0,"The minister's current priority involves binding wounds opened by his colleague in the Economy Ministry, Domingo Cavallo, which have put the regional union in general, and the relations with Brazil in particular, in a risk zone.",1.0,1.0,0.330306735697
1100,20.42.07-7434,20011114,26,4779,4973,194.0,1.0,"The latter will be reached in the event that the international holders of Argentine bonds agree to swap the instruments, which yield high interest, for others with rates not exceeding 7 percent.",1.0,0.0,0.0
1101,20.42.07-7434,20011114,27,3940,4203,263.0,5.0,"That conduct has heightened the suspicion aimed at Argentina, a disadvantageous situation, with De la Rua even risking his own future in an interview with the US president, George W. Bush, in which Cavallo ultimately did not participate, at the president's order.",1.0,1.0,0.429039727346
1102,20.42.07-7434,20011114,28,1548,1646,98.0,3.0,"""Cavallo cannot say 'take it or leave it,' as in the local swap,"" noted the source, as an example.",1.0,0.0,0.9975
1103,20.42.07-7434,20011114,29,4599,4778,179.0,1.0,"There were meetings at Olivos over the weekend of 3-4 November, which resulted in the official decision to appoint Marx as the main negotiator of the fine print in the agreements.",1.0,0.0,0.0
1104,20.42.07-7434,20011114,30,2187,2285,98.0,1.0,The creditors interpret strategy to mean a clear definition of what is and what is not negotiable.,1.0,0.0,0.0
1105,20.42.07-7434,20011114,31,1136,1541,405.0,4.0,"In fact, the Emerging Markets Creditors Association (EMCA), which meets today, Tuesday, in New York, to deal with the Argentine case, wrote a letter to Cavallo saying that ""a consultation process is an important part of the solution,"" and cautioning that ""the way in which Argentina negotiates with its creditors now will have direct effects on its chances of gaining access to the markets in the future.""",1.0,0.0,0.992583333333
1106,20.42.07-7434,20011114,32,5133,5367,234.0,4.0,"The foreign minister warned De la Rua personally about the leap into the void that would be represented by leaving Marx out of the negotiations, when he is one of the few to have a smooth-flowing dialogue with the IMF staff officials.",1.0,1.0,0.392746572313
1107,21.16.57-11242,20011114,0,2045,2194,149.0,3.0,"""With the rapid spread of globalization and economic expansion, the situation for poor countries was deteriorating with each passing day,"" Shen said.",1.0,1.0,0.364232380259
1108,21.16.57-11242,20011114,1,2,327,325.0,7.0,"United Nations, November 14 (XINHUA) -- It was unrealistic to envisage that people who were suffering from lack of development, poverty, hunger and poor health could fully enjoy their human rights, several delegations stressed Wednesday to the Third Committee (Social, Humanitarian, Cultural) of the 56th UN General Assembly.",1.0,1.0,0.415615162474
1109,21.16.57-11242,20011114,2,1923,2038,115.0,2.0,"""Underdevelopment had seriously hindered the capacity of developing countries to protect and promote human rights.""",1.0,1.0,0.364232380259
1110,21.16.57-11242,20011114,3,2491,2627,136.0,2.0,"""Promoting and strengthening human rights and democracy throughout the world was an integral part of the multilateral war on terrorism"".",1.0,0.0,0.0
1111,21.16.57-11242,20011114,4,1262,1446,184.0,4.0,"They had to be protected from other scourges and social ills, including disease, narcotic drugs, armed conflicts, terrorism and other types of transnational organized crime,"" it added.",1.0,1.0,0.364128313864
1112,21.16.57-11242,20011114,5,334,520,186.0,2.0,"The committee Wednesday opened a formal debate on human rights questions, including alternative approaches for improving the effective enjoyment of human rights and fundamental freedoms.",1.0,0.0,0.0
1113,21.16.57-11242,20011114,6,2412,2490,78.0,5.0,"""There could be no expediency, no compromise, no lapse in vigilance,"" he said.",1.0,0.0,0.0
1115,21.16.57-11242,20011114,8,724,1006,282.0,5.0,"""The second crucial element, maintaining international peace and security, was also emphasized as the Committee continued its debate on human rights questions, including alternative approaches for improving the effective enjoyment of human rights and fundamental freedoms,"" it said.",1.0,0.0,0.0
1116,21.16.57-11242,20011114,9,1186,1261,75.0,2.0,"""People should be at the center of social and economic development efforts.",1.0,0.0,0.0
1118,21.16.57-11242,20011114,11,1453,1761,308.0,9.0,"The representative of Eritrea said globalization was not only threatening to further marginalize the developing world and alienate its masses, it was also hampering the ability to exercise the rights and duties enshrined in numerous international human rights instruments, including the right to development.",1.0,1.0,0.478705414054
1119,21.16.57-11242,20011114,12,527,717,190.0,3.0,"Representatives said that the right to development was one of two major preconditions to ensure the universal protection and promotion of human rights, a press release of the committee said.",1.0,0.0,0.0
1120,21.16.57-11242,20011114,13,2201,2405,204.0,6.0,"The representative of the United States said that despite the horrors of the terrorist attack, the international community could not truly win the war against terrorism unless human rights were protected.",1.0,1.0,0.400447485496
1121,21.16.57-11242,20011114,14,1768,1922,154.0,3.0,"""Narrowing the development gap between countries was crucial to the realization of universal human rights,"" said the representative of China Shen Guofang.",1.0,0.0,0.0
1122,21.16.57-11242,20011114,15,1013,1179,166.0,4.0,"Briefing on the remarks by the representative of Thailand, it said: ""Human rights and development were two sides of the same coin, and should be addressed in tandem.""",1.0,0.0,0.0
1126,21.19.18-13373,20011114,3,432,535,103.0,6.0,Karimov stressed that trade turnover between Uzbekistan and Japan in 2001 is expected to be quite good.,1.0,0.0,0.949
1127,20.41.29-15150,20011115,0,188,360,172.0,3.0,"Last Saturday, representatives of 165 countries finally agreed on the rules to implement the 1997 Kyoto Protocol after two weeks of negotiations held in Marrakech, Morocco.",1.0,0.0,0.0
1128,20.41.29-15150,20011115,1,2777,3055,278.0,6.0,"Jun Mu, deputy director of the industry and environment team at the Korea Chamber of Commerce and Industry (KCCI), said, ``So far, industries have been rather passive in dealing with emission reductions, as is has been something that was considered to lie far off in the future.",1.0,0.0,0.0
1129,20.41.29-15150,20011115,2,2106,2253,147.0,4.0,"But the government has not taken any concrete steps regarding the cutback of greenhouse gas emissions, maintaining a wait-and-see approach instead.",1.0,1.0,0.358924994146
1130,20.41.29-15150,20011115,3,2260,2472,212.0,3.0,"``As South Korea has `developing country' status, we are not in a position to voluntarily express our course of action,'' said Yoon Jong-soo, director of the global environment office at the Environment Ministry.",1.0,0.0,0.0
1131,20.41.29-15150,20011115,4,1007,1212,205.0,2.0,"Although a member of the Organization for Economic Cooperation and Development (OECD), South Korea is still regarded as a developing country and is not obliged to reduce its GHG emissions under the treaty.",1.0,0.0,0.0
1134,20.41.29-15150,20011115,7,367,556,189.0,1.0,"According to the accord, about 40 industrialized countries must cut or limit emissions of carbon dioxide and other heat-trapping gases by an average of 5.2 percent from 1990 levels by 2012.",1.0,0.0,0.0
1135,20.41.29-15150,20011115,8,2,181,179.0,4.0,"With international consensus having been reached regarding a treaty to combat climate change, a ``red light'' has been issued to South Korea's heavily carbon-dependent industries.",1.0,1.0,0.351093997971
1136,20.41.29-15150,20011115,9,3349,3635,286.0,6.0,"The international treaty to tackle climate change was first envisioned in Kyoto four years ago, but due to the conflicting interests of developed and developing countries as well as other contentious issues such as emission reduction mechanisms and targets, it is yet to go into effect.",1.0,1.0,0.348284205323
1137,20.41.29-15150,20011115,10,2575,2770,195.0,3.0,"Until then, we plan to step up efforts to gradually change our energy structure and reduce greenhouse gases by promoting research on renewable energy and energy-efficient technologies,'' he said.",1.0,0.0,0.0
1138,20.41.29-15150,20011115,11,1219,1461,242.0,10.0,"But considering that South Korea has the highest growth rate of carbon dioxide emissions in the world, it will not be able to fend off international pressure to join in the global campaign to reduce greenhouse gases much longer, experts note.",1.0,1.0,0.334469391472
1139,20.41.29-15150,20011115,12,2479,2574,95.0,4.0,``We estimate Korea will probably join the countries cutting back emissions no later than 2018.,1.0,0.0,0.0
1140,20.41.29-15150,20011115,13,790,1000,210.0,6.0,"As South Korea is not included in the Annex I parties, composed of industrialized countries, the accord, which is expected to go into effect some time next year, is not likely to affect the country for a while.",1.0,0.0,0.0
1143,20.41.29-15150,20011115,16,4064,4249,185.0,5.0,"But due to the strong initiative of the global community, led by the European Union, countries agreed on a set of rules to implement the climate change treaty _ with or without the U.S.",1.0,0.0,0.94955
1144,20.41.29-15150,20011115,17,3854,4057,203.0,6.0,"The Bush administration fears the treaty will have a negative effect on its economy and maintains that developing countries, such as China and India, should also be subject to mandatory emission targets.",1.0,1.0,0.402867029165
1145,20.41.29-15150,20011115,18,563,783,220.0,3.0,"Scientists believe these ``greenhouse'' gases (GHG), which mainly result from burning fossil fuels, raise the earth's temperature and change the climate by creating floods, droughts, and other abnormal weather phenomena.",1.0,0.0,0.0
1147,20.41.29-15150,20011115,20,3642,3853,211.0,6.0,"The protocol faced danger of being shelved altogether, when the U.S, which is responsible for one-fourth of all CO2 emissions in the world, decided to abruptly withdraw from the climate change treaty last March.",1.0,1.0,0.384915576138
1149,21.13.16-13370,20011115,0,165,352,187.0,2.0,"""We are ready to give sincere and earnest consideration to any effort that will contribute to stability and peace in Afghanistan,"" foreign ministry spokeswoman Zhang Qiyue told reporters.",1.0,0.0,0.873125
1150,21.13.16-13370,20011115,1,801,977,176.0,1.0,"""Together with the international community we are ready to work for regional reconciliation in Afghanistan and for regional stability,"" she said at a regular ministry briefing.",1.0,0.0,0.0
1151,21.13.16-13370,20011115,2,509,685,176.0,1.0,The issue of peacekeepers in Afghanistan has attained renewed urgency this week following rapid advances by the opposition Northern Alliance against the ruling Taliban militia.,1.0,0.0,0.9975
1152,21.13.16-13370,20011115,3,359,502,143.0,1.0,Her remark was in response to a question on whether China would be willing to participate in a multinational peacekeeping force in Afghanistan.,1.0,0.0,0.0
1153,21.13.16-13370,20011115,4,984,1122,138.0,1.0,"China has played a tiny role in a handful of recent United Nations peacekeeping actions in various parts of the world, including Cambodia.",1.0,0.0,0.0
1155,21.13.16-13370,20011115,6,2,158,156.0,2.0,"BEIJING, Nov 15 (AFP) - China on Thursday said it did not rule out taking part in any international peacekeeping force to maintain stability in Afghanistan.",1.0,0.0,0.0
1156,20.44.27-28756,20011116,0,818,910,92.0,2.0,"A great many countries, including Brazil, are helping to improve our knowledge of the issue.",1.0,0.0,0.0
1158,20.44.27-28756,20011116,2,2159,2298,139.0,2.0,"A formidable deadlock occurred, however, at the meeting in The Hague at the end of 2000, and it seriously threatened the protocol's future.",1.0,0.0,-0.9
1160,20.44.27-28756,20011116,4,4891,5028,137.0,2.0,"Also contributing was the interested and well-organized participation of nongovernmental sectors in Brazil, including the private sector.",1.0,0.0,0.8875
1161,20.44.27-28756,20011116,5,777,817,40.0,1.0,The problem is neither simple nor minor.,1.0,0.0,0.9975
1163,20.44.27-28756,20011116,7,4146,4470,324.0,2.0,President Fernando Henrique Cardoso spoke with his colleagues at bilateral meetings and emphasized to the French National Assembly and the UN General Assembly the need for multilateral diplomacy in dealing with a problem involving the basic principle of shared but differentiated responsibility on the part of all countries.,1.0,0.0,0.996875
1165,20.44.27-28756,20011116,9,1273,1331,58.0,1.0,Particularly affected would be the world's poorer regions.,1.0,0.0,-0.96
1166,20.44.27-28756,20011116,10,6551,6674,123.0,3.0,"That will be proof, on its 10th anniversary, of the success of the Rio Conference, where this whole important effort began.",1.0,0.0,0.9655
1167,20.44.27-28756,20011116,11,3890,4083,193.0,1.0,"The controversy over that subject contributed to the deadlock at the conference in The Hague last year, since the pressure to include such activities was very strong in view of their zero cost.",1.0,0.0,0.0
1168,20.44.27-28756,20011116,12,5302,5437,135.0,3.0,"The idea for the CDM originated, at least in part, in a concept successfully advocated by Brazil during the Kyoto negotiations in 1997.",1.0,0.0,0.87425
1169,20.44.27-28756,20011116,13,6356,6550,194.0,1.0,It is predicted that a sufficient number of countries will do the same so that the protocol will take effect before the World Summit on Sustainable Development in Johannesburg in September 2002.,1.0,0.0,0.0
1172,20.44.27-28756,20011116,16,3642,3826,184.0,2.0,The third big challenge concerns land use: a change in the way land and forests are used so as to prevent the inclusion of activities that do not lead to a real reduction in emissions.,1.0,0.0,-0.96
1174,20.44.27-28756,20011116,18,4742,4890,148.0,1.0,"Also contributing was the excellent technical preparation and mature action of the Brazilian delegation, which consisted of experienced negotiators.",1.0,0.0,0.75
1176,20.44.27-28756,20011116,20,6120,6204,84.0,1.0,That will facilitate their possible convergence later with the international system.,1.0,0.0,0.0
1177,20.44.27-28756,20011116,21,4090,4145,55.0,1.0,Brazil contributed greatly to the success in Marrakesh.,1.0,0.0,0.75
1178,20.44.27-28756,20011116,22,2299,2500,201.0,1.0,"At a new meeting in Bonn in July of this year, thanks to the efforts of many delegations, including that from Brazil, which played a leading role, it was possible to isolate five areas for negotiation.",1.0,0.0,0.9
1179,20.44.27-28756,20011116,23,1486,1681,195.0,3.0,"It had already been decided in Kyoto to set goals for reducing emissions, initially for the industrialized countries so that distribution of the resulting burden would be accepted as fair by all.",1.0,0.0,0.957583333333
1180,20.44.27-28756,20011116,24,5878,6119,241.0,4.0,"Even the United States, which declared for its own reasons that it did not intend to ratify it, has been giving indications that it will adopt domestic measures using concepts capable of being harmonized with those set forth in the protocol.",1.0,1.0,0.376902463772
1181,20.44.27-28756,20011116,25,5029,5193,164.0,2.0,"Their participation was a demonstration, not always seen in other countries, that government and the private sector are working together in the country's interests.",1.0,0.0,0.0
1182,20.44.27-28756,20011116,26,2699,2777,78.0,2.0,But only now has it been possible to express the matter in satisfactory terms.,1.0,0.0,0.94875
1183,20.44.27-28756,20011116,27,3056,3180,124.0,1.0,"The one that interests us in particular is the Clean Development Mechanism (CDM), which applies to countries such as Brazil.",1.0,0.0,0.875
1184,20.44.27-28756,20011116,28,3522,3635,113.0,1.0,It was possible to ensure the environmental integrity of the protocol and to maintain control over the mechanism.,1.0,0.0,0.9
1185,20.44.27-28756,20011116,29,5725,5877,152.0,1.0,The Kyoto Protocol expresses the world's political will and is becoming the dominant norm in that field from the standpoint of international public law.,1.0,0.0,0.0
1186,20.44.27-28756,20011116,30,2778,2946,168.0,3.0,The countries and even the companies involved won the assurance in Marrakesh that actual implementation of the protocol will be carried out in a legally binding manner.,1.0,0.0,0.841333333334
1187,20.44.27-28756,20011116,31,1688,1857,169.0,3.0,Now the international community is being forced to face reality: there is only one way to prevent those effects or reduce them to the minimum: emissions must be limited.,1.0,0.0,0.9975
1188,20.44.27-28756,20011116,32,313,503,190.0,2.0,Its objective was to complete the regulations governing the Kyoto Protocol and thereby create political and technical conditions for the latter's ratification by the international community.,1.0,0.0,0.0
1189,20.44.27-28756,20011116,33,1122,1272,150.0,3.0,"If nothing were done, the temperature of the atmosphere would rise by a few degrees this century with unmistakable and potentially disastrous effects.",1.0,1.0,0.39004084606
1190,20.44.27-28756,20011116,34,5615,5718,103.0,1.0,"Brazil was elected by consensus, and with the support of Latin America, to the CDM Executive Committee.",1.0,0.0,0.875
1192,20.44.27-28756,20011116,36,198,312,114.0,2.0,"After four years of arduous negotiations, the Marrakesh conference ended successfully at 0600 hours last Saturday.",1.0,1.0,0.338215781669
1193,20.44.27-28756,20011116,37,5444,5614,170.0,3.0,"Ever since a ministerial meeting in 1999, I have advocated that that mechanism begin its activities as quickly as possible, a step that was finally accepted in Marrakesh.",1.0,0.0,0.840833333334
1194,20.44.27-28756,20011116,38,1338,1378,40.0,1.0,Brazil's objectives were fully achieved.,1.0,0.0,0.0
1195,20.44.27-28756,20011116,39,1379,1485,106.0,1.0,The understanding prevailed that climate change is global and presents a challenge to the world's leaders.,1.0,0.0,0.0
1196,20.44.27-28756,20011116,40,911,1121,210.0,1.0,The latest available scientific report states flatly that the global warming already observed--about 0.5 degree Celsius--is due to human activity and results from the emission of carbon dioxide and other gases.,1.0,0.0,0.0
1197,20.44.27-28756,20011116,41,510,770,260.0,3.0,"With the protocol in effect, it will be possible to reduce emissions of greenhouse gases in the industrialized countries and, consequently, to combat the global warming of the atmosphere for the benefit and well-being of future generations all over the planet.",1.0,0.0,0.916
1199,20.44.27-28756,20011116,43,2953,3055,102.0,1.0,The second big challenge was to regulate in detail the compensation mechanisms for reducing emissions.,1.0,0.0,-0.96
1200,20.46.37-70,20011116,0,81,323,242.0,3.0,"Seoul, Nov. 16 (Yonhap) -- The number of employees working on a temporary or daily basis have increased drastically as companies moved to slash labor costs after the financial crisis in 1997, the National Statistical Office (NSO) said Friday.",1.0,0.0,0.0
1207,21.04.32-17074,20011118,0,737,908,171.0,1.0,"Although there are care centres and orphanages in Pietermaritzburg, McKerrow's study found that extended families and the community were willing to take in these children.",1.0,0.0,0.0
1208,21.04.32-17074,20011118,1,915,1146,231.0,2.0,"Six years ago McKerrow and a colleague at the Edendale Hospital, Annelise Verbeek, pioneered a study entitled Models of Care for Children in Distress, a term they coined for abandoned, displaced and orphaned children in the region.",1.0,1.0,0.390118895856
1209,21.04.32-17074,20011118,2,8,158,150.0,1.0,"One in four children in the KwaZulu-Natal capital of Pietermaritzburg has been orphaned by Aids, and the number is set to rocket in the next 10 years.",1.0,0.0,-0.9
1213,21.04.32-17074,20011118,6,2298,2387,89.0,2.0,"Every day an orphan is being created and I know the problem is enormous in the province.""",1.0,1.0,0.390118895856
1216,21.04.32-17074,20011118,9,1789,2039,250.0,3.0,"Yvonne Spain, the co-ordinator of Children In Distress, a network of more than 50 organisations and people, said communities were absorbing the children, ""but the fact of the matter is that, as multiple deaths occur, that safety net will fall apart"".",1.0,1.0,0.389988812863
1218,21.04.32-17074,20011118,11,2046,2232,186.0,4.0,"The director of the provincial Aids Action Unit, Dr Sandile Buthelezi, admitted the city faced ""quite a problem"" and suggested this week the figures might even be higher than McKerrow's.",1.0,1.0,0.42914379374
1222,21.04.32-17074,20011118,15,1275,1511,236.0,5.0,"At an informal meeting three weeks ago, the city council was told that, according to estimates from teachers, there were now as many as 100 000 Aids orphans in the city, but city health officials say these numbers appear to be too high.",1.0,1.0,0.363738064885
1226,20.45.31-22188,20011119,0,1231,1317,86.0,2.0,"Also, advanced nations are likely to make use of the standards as a new trade barrier.",1.0,0.0,0.0
1227,20.45.31-22188,20011119,1,1605,1708,103.0,4.0,"Under this situation, the nation cannot possibly avoid pressures to match the cuts of advanced nations.",1.0,0.0,0.9759375
1228,20.45.31-22188,20011119,2,2606,2956,350.0,6.0,"According to an April survey of 416 firms across the country conducted by the Korea Chamber of Commerce and Industry (KCCI), 60 percent of total respondents said the United Nations Framework Convention for Climate Change will greatly influence local firms But only 28.4 percent replied that they are rushing to conform to the protocol's requirements.",1.0,0.0,0.995
1230,20.45.31-22188,20011119,4,529,752,223.0,2.0,The Kyoto Protocol is an agreement to get 30 leading industrialized countries such as Japan and members of the European Union (EU) to lessen greenhouse gas emissions by amounts as high as 95 percent of levels in the 1990's.,1.0,0.0,0.0
1231,20.45.31-22188,20011119,5,2110,2288,178.0,8.0,"Even though South Korea declared its intention to discuss its duty to cut down greenhouse gases from 2018, there is little possibility that advanced nations will wait until then.",1.0,0.0,0.9718
1233,20.45.31-22188,20011119,7,2512,2605,93.0,3.0,The government will have to pour a lot of money into businesses to promote energy efficiency.,1.0,1.0,0.363972214273
1235,20.45.31-22188,20011119,9,385,528,143.0,5.0,"If the protocol, which prescribes an obligatory reduction of greenhouse gases, is put into effect, the nation's export will be heavily damaged.",1.0,1.0,0.353721674428
1236,20.45.31-22188,20011119,10,1709,1962,253.0,4.0,"In particular, Japan and European countries are likely to persuade developing countries including South Korea to take part in the reduction of greenhouse gases earlier than planned in an attempt to secure the United States' ratification of the protocol.",1.0,0.0,0.874666666666
1237,20.45.31-22188,20011119,11,2957,3202,245.0,8.0,"""The government should provide domestic firms real aid like tax reductions and environmental technology development rather than abstractly recommend domestic firms promote energy efficiency and lower energy consumption,"" an industry source said.",1.0,1.0,0.337851549288
1238,20.45.31-22188,20011119,12,2289,2511,222.0,3.0,"If things go on like this, the government must transform the current industrial structure into an environment-friendly one and minimize industries which use a host of energy such as petrochemicals and cement manufacturing.",1.0,0.0,0.0
1239,20.45.31-22188,20011119,13,3203,3348,145.0,4.0,"Unless measures that comply with the Kyoto Protocol are mapped out early, the nation's competitiveness in manufacturing sectors will weaken soon.",1.0,1.0,0.348414288316
1240,20.45.31-22188,20011119,14,1963,2109,146.0,9.0,"The U.S. backed out of the agreement, saying its industries would be handicapped by stringent rules that developing countries could simply ignore.",1.0,1.0,0.376850430575
1242,20.45.31-22188,20011119,16,753,934,181.0,3.0,"The government and business circle expect the nation's exports to be damaged in direct and indirect ways from 2008, when advanced nations will begin to be regulated by the protocol.",1.0,1.0,0.363581965294
1243,20.45.31-22188,20011119,17,1318,1447,129.0,4.0,"Moreover, the pressures from advanced countries to get South Korea to cut its greenhouse gas emissions is expected to strengthen.",1.0,0.0,0.968333333333
1250,21.21.46-15196,20011121,6,850,1045,195.0,4.0,"The senior management of the Hong Kong government, however, was shocked by the surge and was worried that some people might use it as a means to remain in Hong Kong indefinitely, the report said.",1.0,1.0,0.481307073913
1251,21.21.46-15196,20011121,7,2,190,188.0,2.0,"HONG KONG, Nov 21 (AFP) -- The number of south Asians seeking political asylum in Hong Kong is on the rise following the US-led military campaign in Afghanistan, it was reported Wednesday.",1.0,0.0,0.8125
1253,21.21.46-15196,20011121,9,1169,1376,207.0,2.0,The world's refugee problem was thrust back into the global spotlight in September following Australia's refusal to accept 438 mainly Afghan refugees rescued from a leaking ship and stranded at sea for days.,1.0,1.0,0.377240679554
1264,20.59.38-14856,20011123,1,1024,1201,177.0,7.0,"But, say the scientists, tiny DNA strands can store huge amounts of information in minuscule space -- one cubic centimeter of DNA can store more information than a trillion CDs.",1.0,0.0,0.0
1274,20.59.38-14856,20011123,11,2322,2559,237.0,7.0,"Professor Shapiro and a growing number of other scientists believe DNA-based computers may lead to a number of useful applications -- they could be planted inside cells, where they would watch for irregularities or even synthesize drugs.",1.0,0.0,0.957208333333
1275,20.59.38-14856,20011123,12,1930,2032,102.0,3.0,"Nevertheless, several researchers worldwide have hailed the computers as an important new development.",1.0,0.0,0.583333333334
1278,20.59.38-14856,20011123,15,2659,2837,178.0,4.0,"Natural DNA processes also involve inaccuracies which are corrected by other genes, says Shapiro, and it is almost impossible to reach absolute accuracy using biological systems.",1.0,0.0,0.0
1285,20.59.38-14856,20011123,22,2033,2176,143.0,3.0,"""They work better than anything I've seen so far,"" said Eric Baum, a computer scientist at the NEC Research Institute in Princeton, New Jersey.",1.0,0.0,0.75
1287,20.59.38-14856,20011123,24,838,953,115.0,4.0,Some scientists believe DNA-based computers could have an advantage over existing computers based on silicon chips.,1.0,0.0,0.9363125
1288,20.59.38-14856,20011123,25,2838,2935,97.0,3.0,"However, for the uses for which the computers are designated, this level of accuracy is adequate.",1.0,0.0,0.0
1290,20.59.38-14856,20011123,27,2177,2315,138.0,9.0,"Although he questions whether biomolecular computers will ever become really useful, he believes they are a ""step in the right direction.""",1.0,0.0,0.9364375
1291,20.59.38-14856,20011123,28,329,437,108.0,3.0,"Such tiny devices could one day fit into cells and supervise biological processes, or even synthesize drugs.",1.0,0.0,0.0
1295,20.49.26-27556,20011124,0,1205,1409,204.0,3.0,"These problems would have to be dealt with under international plans to rebuild Afghanistan, which is estimated may cost 10 billion dollars and may take, Grandi told Tanka, three to four years to achieve.",1.0,0.0,0.0
1299,20.49.26-27556,20011124,4,477,690,213.0,1.0,"He told a news conference that Filippo Grandi, regional emergency coordinator for the UN High Commissioner for Refugees (UNHCR), had thanked Japan for its contribution to international efforts to aid the refugees.",1.0,0.0,0.625
1301,20.49.26-27556,20011124,6,2267,2470,203.0,1.0,"It has offered financial support to Pakistan, including the rescheduling of around 550 million dollars in debt and the provision of about 40 million dollars in emergency budgetary and refugee assistance.",1.0,0.0,0.0
1302,20.49.26-27556,20011124,7,697,766,69.0,2.0,"""The talks were very warm,"" Matsunaga said at the end of the meeting.",1.0,0.0,0.9
1304,20.49.26-27556,20011124,9,2,239,237.0,2.0,"ISLAMABAD, Nov 24 (AFP) - Japanese Foreign Minister Makiko Tanaka held ""warm"" talks here on Saturday with a senior UN official on the refugee crisis in Afghanistan and the hazards facing those wanting to return, a Japanese official said.",1.0,0.0,0.9
1306,20.49.26-27556,20011124,11,1714,1976,262.0,1.0,"Tanka, who arrived in Pakistan on Friday for talks on the reconstruction of Afghanistan and to reward Islamabad for its role in the war against terrorism, was due to meet Pakistani counterpart Abdul Sattar later Saturday and President Pervez Musharraf on Monday.",1.0,0.0,0.625
