positiv,,,,,,,,,,,,,,,,,,,dance,noun,weaksubj,verb,y,positive
positiv,,active,,,,,,,,,,,,,,,,,dance,supv,weaksubj,noun,n,positive
positiv,,active,,,,,,,,,,,,,,,,,dance,supv,weaksubj,verb,y,positive
positiv,,active,,,,,,,,,,,,,,,,,dance,modif,weaksubj,noun,n,positive
positiv,,active,,,,,,,,,,,,,,,,,dance,modif,weaksubj,verb,y,positive
,negativ,,,,,,,,,,,,,,,,,,danger,noun,weaksubj,adj,n,negative
,negativ,,,,,,,,,,,,,,,,,,danger,noun,weaksubj,noun,n,negative
,negativ,,,,,,,,,,,,,,,,,,dangerous,modif,weaksubj,adj,n,negative
positiv,,,,,,,,,,,,,,,,,,,dare,supv,strongsubj,verb,y,positive
positiv,,,,,,strong,,,,,,,,,,,,,daring,modif,strongsubj,anypos,n,positive
,negativ,,,,,,,,,,,,,,,,,,dark,modif,weaksubj,adj,n,negative
,negativ,,,,,,,,,,,,,,,,,,darken,supv,weaksubj,verb,y,negative
,negativ,,,,,,,,,,,,,,,,,,darkness,noun,weaksubj,noun,n,negative
positiv,,,,affil,,,,,,,,,,,,,,,darling,noun,strongsubj,anypos,y,positive
,negativ,,,,,,,,,,,,intrj,,,,,,darn,,strongsubj,anypos,y,negative
,,active,,,,,,,,,,,,,,,,,dash,supv,weaksubj,verb,y,negative
,negativ,,,,,,,,,,,,,,,,,,daunting,modif,strongsubj,anypos,n,negative
positiv,,,,,,strong,power,,,,,,,,,,,,dauntless,modif,strongsubj,adj,n,positive
,negativ,active,,,,,,,,,,,,,,,,,dawdle,supv,strongsubj,verb,y,negative
positiv,,,,,,,,,,,,,,,,,,,dawn,supv,weaksubj,verb,y,positive
,negativ,,,,,,,,,,,,,,,,,,daze,noun,strongsubj,verb,y,negative
positiv,,active,,,,strong,,,,,,,,,,,,,dazzle,supv other,strongsubj,verb,y,positive
,negativ,,passive,,,,,weak,,,,,,,,,,,dead,modif,weaksubj,adj,n,negative
,negativ,,,,hostile,,,weak,,,,,,,,,,persist,deadlock,noun,strongsubj,noun,n,negative
,negativ,,,,hostile,,,weak,,,,,,,,,,persist,deadlock,noun,strongsubj,verb,y,negative
,negativ,,,,hostile,strong,,,,,,,,,,,,,deadly,modif,weaksubj,adj,n,negative
,negativ,,,,,,,,,,,,,,,,,,deadweight,noun,strongsubj,adj,n,negative
,negativ,,,,,,,,,,,,,,,,,,deaf,modif,weaksubj,adj,n,negative
positiv,,,,,,,,,,,,,,,,,,,deal,noun,weaksubj,noun,n,positive
,,active,,,,,,,,,,,,,,,,,deal,supv,weaksubj,noun,n,positive
,negativ,,,,hostile,,,,,,,,intrj,,,,,,deal,intj,weaksubj,noun,n,positive
positiv,,,,affil,,,,,,,,,,,,,,,dear,modif pfreq,strongsubj,adj,n,positive
positiv,,,,affil,,,,,,,,,,,,,,,dear,modif,strongsubj,adj,n,positive
,negativ,,passive,,,,,weak,,,,,,,,,,,dearth,noun,strongsubj,noun,n,negative
,negativ,,passive,,,,,weak,,,,,,,,,,,death,noun,weaksubj,noun,n,negative
,negativ,,,,,,,,,,,,,,,,,,debatable,modif,strongsubj,anypos,n,negative
,,active,,,,,,,,,,,,,,,,,debate,noun,strongsubj,verb,y,negative
,,active,,,,,,,,,,,,,,,,,debate,supv,strongsubj,verb,y,negative
,negativ,,,,,,,,,,,,,,,,need,,decadence,noun,strongsubj,noun,n,negative
,negativ,,,,,,,,,,,,,,,,need,,decadent,modif,strongsubj,adj,n,negative
,negativ,,passive,,,,,weak,,,,,,,,,,,decay,noun,strongsubj,noun,n,negative
,negativ,,passive,,,,,weak,,,,,,,,,,,decay,noun,strongsubj,verb,y,negative
,negativ,,passive,,,,,weak,,,,,,,,,,,decay,supv,strongsubj,noun,n,negative
,negativ,,passive,,,,,weak,,,,,,,,,,,decay,supv,strongsubj,verb,y,negative
,negativ,,,,hostile,,,,,,,,,,,,,,deceit,noun,strongsubj,noun,n,negative
,negativ,,,,hostile,,,,,,,,,,,,,,deceitful,modif,strongsubj,anypos,n,negative
,negativ,active,,,hostile,,,,,,,,,,,,,,deceive,modif,strongsubj,verb,y,negative
,negativ,active,,,hostile,,,,,,,,,,,,,,deceive,supv,strongsubj,verb,y,negative
positiv,,,,,,,,,,,,,,,,,,,decency,noun,weaksubj,noun,n,positive
positiv,,,,,,,,,,,,,,,,,,,decent,modif,weaksubj,adj,n,positive
,negativ,active,,,hostile,,,,,,,,,,,,,,deception,noun,strongsubj,adj,n,negative
,negativ,active,,,hostile,,,,,,,,,,,,,,deception,noun,strongsubj,noun,n,negative
,negativ,,,,hostile,,,,,,,,,,,,,,deceptive,modif,strongsubj,adj,n,negative
,negativ,,,,hostile,,,,,,,,,,,,,,deceptive,modif,strongsubj,noun,n,negative
,,active,,,,strong,,,,,,,,,,,,,decide,supv pfreq,weaksubj,verb,y,neutral
,,,,,,strong,,,,,,,,,,,,,decide,modif,weaksubj,verb,y,neutral
,,,,,,strong,,,,,,,,,,,,,decide,ly,weaksubj,verb,y,neutral
,,active,,,,strong,power,,,,,,,,,,,,decisive,modif,weaksubj,adj,n,positive
,negativ,,passive,,,,,weak,,,,,,,,,,,decline,noun,weaksubj,noun,n,negative
,negativ,,passive,,,,,weak,,,,,,,,,,,decline,noun,weaksubj,verb,y,negative
,negativ,,passive,,,,,weak,,,,,,,,,,,decline,supv,weaksubj,noun,n,negative
,negativ,,passive,,,,,weak,,,,,,,,,,,decline,supv,weaksubj,verb,y,negative
,negativ,,passive,,,,,weak,,,,,,,,,,,decrease,noun,weaksubj,noun,n,negative
,negativ,,passive,,,,,weak,,,,,,,,,,,decrease,noun,weaksubj,verb,y,negative
,negativ,,passive,,,,,weak,,,,,,,,,,,decrease,supv,weaksubj,noun,n,negative
,negativ,,passive,,,,,weak,,,,,,,,,,,decrease,supv,weaksubj,verb,y,negative
positiv,,active,,,,,,,,,,,,,,,,,deduce,supv,strongsubj,verb,y,neutral
,,,,,,strong,,,,,,,,,,,,,deep,modif,weaksubj,adj,n,neutral
,,,,,,strong,,,,,,,,,,,,,deep,modif,weaksubj,noun,n,negative
,,,,,,strong,,,,,,,,,,,,,deep,ly,weaksubj,adj,n,neutral
,,,,,,strong,,,,,,,,,,,,,deep,ly,weaksubj,noun,n,negative
,,,,,,strong,,,,,,,,,,,,,deep,modif,weaksubj,adj,n,neutral
,,,,,,strong,,,,,,,,,,,,,deep,modif,weaksubj,noun,n,negative
,,,,,,strong,,,,,,,,,,,,,deep,modif,weaksubj,adj,n,neutral
,,,,,,strong,,,,,,,,,,,,,deep,modif,weaksubj,noun,n,negative
,negativ,active,,,,,,,,,,,,,,,,,defame,supv,strongsubj,verb,y,negative
,negativ,,,,,,,,,,,,,,,,,,defeat,noun,weaksubj,noun,n,negative
,negativ,,,,,,,,,,,,,,,,,,defeat,noun,weaksubj,verb,y,negative
,negativ,active,,,hostile,strong,,,,,,,,,,,,,defeat,supv,weaksubj,noun,n,negative
,negativ,active,,,hostile,strong,,,,,,,,,,,,,defeat,supv,weaksubj,verb,y,negative
,negativ,,,,,,,weak,,,,,,,,,,,defect,noun,weaksubj,noun,n,negative
,negativ,,,,,,,weak,,,,,,,,,,,defective,modif,strongsubj,adj,n,negative
positiv,,active,,affil,,strong,,,,,,,,,,,,,defend,supv,weaksubj,verb,y,positive
positiv,,active,,affil,,strong,,,,,,,,,,,,,defender,noun,strongsubj,adj,n,positive
positiv,,active,,affil,,strong,,,,,,,,,,,,,defender,noun,strongsubj,noun,n,positive
positiv,,active,,affil,,strong,,,,,,,,,,,,,defense,noun,weaksubj,noun,n,positive
,negativ,,passive,,hostile,,,weak,,,,,,,,,,,defensive,modif,weaksubj,adj,n,negative
positiv,,,,,,,,,,,,,,,,,,,deference,noun other,strongsubj,noun,n,positive
,negativ,,,,hostile,strong,,,,,,,,,,,,,defiance,noun,strongsubj,adj,n,negative
,negativ,,,,hostile,strong,,,,,,,,,,,,,defiance,noun,strongsubj,noun,n,negative
,negativ,,,,hostile,strong,,,,,,,,,,,,,defiant,modif,strongsubj,adj,n,negative
,negativ,,,,,,,weak,,,,,,,,,,,deficiency,noun,weaksubj,noun,n,negative
,negativ,,,,,,,weak,,,,,,,,,,,deficient,modif,weaksubj,adj,n,negative
,negativ,active,,,hostile,,,,,,,,,,,,,,defile,supv,strongsubj,verb,y,negative
,,,,,,strong,,,,,,,,,,,,,definite,modif,weaksubj,adj,n,positive
,,,,,,,,,,yes,,,intrj,,,,,,definitely,,weaksubj,anypos,y,positive
positiv,,,,,,strong,,,,,,,,,,,,,definitive,modif,weaksubj,adj,n,positive
positiv,,,,,,strong,,,,,,,,,,,,,definitive,modif,weaksubj,noun,n,positive
,negativ,active,,,hostile,strong,,,,,,,,,,,,,defy,supv,strongsubj,verb,y,negative
,negativ,,passive,,,,,weak,,,,,,,,,,,degenerate,modif,strongsubj,adj,n,negative
,negativ,,passive,,,,,weak,,,,,,,,,,,degenerate,modif,strongsubj,verb,y,negative
,negativ,active,,,hostile,,,,,,,,,,,,,,degrade,supv,strongsubj,verb,y,negative
,negativ,,,,,,,weak,,,,,,,pain,,,,dejected,modif,strongsubj,adj,n,negative
positiv,,,,,,,,,,,,,,,,,,,delicacy,noun,weaksubj,noun,n,positive
positiv,,,,,,,,weak,,,,,,,,,,,delicate,modif,weaksubj,adj,n,positive
positiv,,,,,,,,,,,,,,pleasur,,,,,delight,modif,strongsubj,noun,n,positive
positiv,,,,,,,,,,,,,,pleasur,,,,,delight,modif,strongsubj,verb,y,positive
positiv,,,,,,,,,,,,,,pleasur,,,,,delight,supv,strongsubj,noun,n,positive
positiv,,,,,,,,,,,,,,pleasur,,,,,delight,supv,strongsubj,verb,y,positive
positiv,,,,,,,,,,,,,,pleasur,,,,,delightful,modif,strongsubj,adj,n,positive
positiv,,,,,,,,,,,,,,pleasur,,,,,delightful,modif,strongsubj,anypos,n,positive
,negativ,,,,,,,weak,,,,,,,,,,,delinquency,noun,weaksubj,noun,n,negative
,negativ,,,,,,,weak,,,,,,,,,,,delinquent,modif,weaksubj,adj,n,negative
,negativ,,,,,,,weak,,,,,,,,,,,delirium,noun,strongsubj,noun,n,negative
,negativ,,,,,strong,power,,,,,,,,,,,,deluge,noun,weaksubj,noun,n,negative
,negativ,,,,,,,weak,,,,,,,,,,,delusion,noun,strongsubj,adj,n,negative
,negativ,,,,,,,weak,,,,,,,,,,,delusion,noun,strongsubj,noun,n,negative
,,,,,,strong,power,,,,,,,,,,,,demand,noun,weaksubj,adj,n,both
,,,,,,strong,power,,,,,,,,,,,,demand,noun,weaksubj,noun,n,both
,,,,,,strong,power,,,,,,,,,,,,demand,noun,strongsubj,verb,n,both
,,active,,,,strong,power,,,,,,,,,,,,demand,supv,weaksubj,adj,n,both
,,active,,,,strong,power,,,,,,,,,,,,demand,supv,weaksubj,noun,n,both
,,active,,,,strong,power,,,,,,,,,,,,demand,supv,strongsubj,verb,n,both
,,active,,,,strong,,,,,,,,,,,,,demand,modif,weaksubj,adj,n,both
,,active,,,,strong,,,,,,,,,,,,,demand,modif,weaksubj,noun,n,both
,,active,,,,strong,,,,,,,,,,,,,demand,modif,strongsubj,verb,n,both
,,active,,,,strong,,,,,,,,,,,,,demand,ly,weaksubj,adj,n,both
,,active,,,,strong,,,,,,,,,,,,,demand,ly,weaksubj,noun,n,both
,,active,,,,strong,,,,,,,,,,,,,demand,ly,strongsubj,verb,n,both
,negativ,active,,,hostile,,power,,,,,,,,,,,,demean,supv other,strongsubj,verb,y,negative
,negativ,,passive,,,,,weak,,,,,,,,,,,demise,noun,strongsubj,noun,n,negative
,negativ,active,,,hostile,strong,,,,,,,,,,,,,demolish,supv,weaksubj,verb,y,negative
,negativ,,,,hostile,,,,,,,,,,,,,,demon,noun,strongsubj,noun,n,negative
,negativ,,,,hostile,strong,,,,,,,,,,,,,demoralize,supv,strongsubj,verb,y,negative
,negativ,,,,hostile,,,,,,,,,,,,,,denial,noun,strongsubj,noun,n,negative
,negativ,active,,,hostile,,power,,,,,,,,,,,,denounce,supv,strongsubj,verb,y,negative
,negativ,,,,hostile,,,,,,,,,,,,,,deny,supv,strongsubj,verb,y,negative
positiv,,,,,,strong,,,,,,,,,,,,,dependable,modif,weaksubj,adj,n,positive
,negativ,,passive,,,,,weak,submit,,,,,,,,,,dependent,modif,weaksubj,adj,n,neutral
,negativ,,passive,,,,,weak,submit,,,,,,,,,,dependent,modif,weaksubj,noun,n,neutral
,negativ,,,,,,,,,,,,,,,,,,deplete,supv,weaksubj,verb,y,negative
,negativ,,,,,,,,,,,,,,,,,,deplorable,modif,strongsubj,adj,n,negative
,negativ,,,,,,,,,,,,,,,,,,deplorable,modif,strongsubj,anypos,y,negative
,negativ,,passive,,hostile,,,,,,,,,,,,,,deplore,supv,strongsubj,verb,y,negative
,negativ,,,,,,,,,,,,,,,,,,depraved,modif,strongsubj,adj,n,negative
,negativ,,passive,,,,,weak,,,,,,,pain,,,,depress,modif,weaksubj,verb,y,negative
,negativ,,,,,,,,,,,,,,,,,,depress,modif,weaksubj,verb,y,negative
,negativ,,,,,,,,,,,,,,pain,,,,depress,supv,weaksubj,verb,y,negative
,negativ,,,,,,,weak,,,,,,,pain,,,,depression,noun,weaksubj,adj,n,negative
,negativ,,,,,,,weak,,,,,,,pain,,,,depression,noun,weaksubj,noun,n,negative
,negativ,,,,,,,weak,,,,,,,,,,,depression,noun,weaksubj,adj,n,negative
,negativ,,,,,,,weak,,,,,,,,,,,depression,noun,weaksubj,noun,n,negative
,negativ,active,,,hostile,strong,power,,,,,,,,,,,,deprive,supv,strongsubj,verb,y,negative
,negativ,active,,,hostile,,,,,,,,,,,,,,deride,supv,strongsubj,verb,y,negative
,negativ,,,,hostile,,,,,,,,,,,,,,derision,noun,strongsubj,noun,n,negative
,negativ,,,,,,,,,,,,,,,,,,derisive,modif,strongsubj,anypos,n,negative
,negativ,,,,hostile,,power,,,,,,,,,,,,derogatory,modif,strongsubj,adj,n,negative
,negativ,,,,hostile,,,,,,,,,,,,,,desert,supv,strongsubj,verb,y,negative
,negativ,,passive,,,,,weak,,,,,,,,,,,desert,modif,strongsubj,verb,y,negative
,negativ,,,affil,,,,,,,,,,,,,,,desertion,noun,strongsubj,noun,n,negative
positiv,,,,affil,,,,,,,,,,,,,,,deserve,supv,strongsubj,verb,y,positive
positiv,,,,,,strong,,,,,,,,,,,,,deservedly,modif,strongsubj,adverb,n,positive
positiv,,,,,,,,,,,,,,,,,,,desirable,modif,strongsubj,adj,n,positive
,,,passive,,,,,,,,,,,,,,need,,desire,noun,strongsubj,adj,n,positive
,,,passive,,,,,,,,,,,,,,need,,desire,noun,strongsubj,noun,n,positive
,,,passive,,,,,,,,,,,,,,need,,desire,noun,strongsubj,verb,y,positive
,,,passive,,,,,,,,,,,,,,need,,desire,supv,strongsubj,adj,n,positive
,,,passive,,,,,,,,,,,,,,need,,desire,supv,strongsubj,noun,n,positive
,,,passive,,,,,,,,,,,,,,need,,desire,supv,strongsubj,verb,y,positive
,negativ,,passive,,,,,,,,,,,,,,,,desire,modif,strongsubj,adj,n,positive
,negativ,,passive,,,,,,,,,,,,,,,,desire,modif,strongsubj,noun,n,positive
,negativ,,passive,,,,,,,,,,,,,,,,desire,modif,strongsubj,verb,y,positive
positiv,,,,,,,,,,,,,,,,,need,,desirous,modif,strongsubj,anypos,n,positive
,negativ,,,,,,,weak,,,,,,,,,,,desolate,modif,strongsubj,adj,n,negative
,negativ,,,,,,power,,,,,,,,,,,,desolation,noun,strongsubj,noun,n,negative
,negativ,,passive,,,,,weak,submit,,,,,,pain,,,,despair,noun,strongsubj,noun,n,negative
,negativ,,passive,,,,,weak,submit,,,,,,pain,,,,despair,noun,strongsubj,verb,y,negative
,negativ,,passive,,,,,weak,,,,,,,pain,,,,despair,supv,strongsubj,noun,n,negative
,negativ,,passive,,,,,weak,,,,,,,pain,,,,despair,supv,strongsubj,verb,y,negative
,negativ,,,,,,,weak,,,,,,,pain,,,,desperate,modif,strongsubj,adj,n,negative
,negativ,,,,,,,,,,,,,,pain,,,,desperation,noun,strongsubj,noun,n,negative
,negativ,,,,,,,,,,,,,,,,,,despicable,modif,strongsubj,adj,n,negative
,negativ,,,,hostile,strong,,,,,,,,,,,,,despise,modif,strongsubj,verb,y,negative
,negativ,,,,hostile,strong,,,,,,,,,pain,,,,despise,supv,strongsubj,verb,y,negative
,,,,,,strong,,,,,,,,,,,,,destiny,noun,strongsubj,noun,n,positive
,,,,,,strong,,,,,,,,,,,,,destiny,noun,weaksubj,adj,n,neutral
,,,,,,strong,,,,,,,,,,,,,destiny,noun,weaksubj,noun,n,neutral
,negativ,,,,,,,weak,submit,,,,,,pain,,,,destitute,modif,strongsubj,adj,n,negative
,negativ,active,,,hostile,strong,,,,,,,,,,,,,destroy,supv,weaksubj,verb,y,negative
,negativ,active,,,hostile,,power,,,,,,,,,,,,destruction,noun,weaksubj,noun,n,negative
,negativ,active,,,hostile,strong,,,,,,,,,,,,,destructive,modif,strongsubj,adj,n,negative
,negativ,active,,,,strong,power,,,,,,,,,,,,deter,supv,weaksubj,verb,y,negative
,,active,,,,strong,power,,,,,,,,,,,,determination,noun,strongsubj,adj,n,positive
,,active,,,,strong,power,,,,,,,,,,,,determination,noun,strongsubj,noun,n,positive
,negativ,,,,hostile,strong,,,,,,,,,,,,,deterrent,noun,weaksubj,anypos,n,negative
,negativ,active,,,hostile,,,,,,,,,,,,,,detest,supv,strongsubj,verb,y,negative
,negativ,,,,,,,,,,,,,,,,,,detestable,modif,strongsubj,anypos,n,negative
,negativ,active,,,,,,,,,,,,,,,,,detract,supv,weaksubj,verb,y,negative
,negativ,,,,,strong,,,,,,,,,,,,,detrimental,modif,strongsubj,adj,n,negative
,negativ,active,,,hostile,strong,,,,,,,,,,,,,devastate,supv,strongsubj,anypos,y,negative
,negativ,,,,hostile,,,,,,,,,,,,,,devastation,noun,weaksubj,noun,n,negative
,negativ,active,,,,,,,,,,,,,,,,,deviate,supv,weaksubj,adj,n,negative
,negativ,active,,,,,,,,,,,,,,,,,deviate,supv,weaksubj,noun,n,negative
,negativ,active,,,,,,,,,,,,,,,,,deviate,supv,weaksubj,verb,y,negative
,negativ,,,,,,,,,,,,,,,,,,deviation,noun,weaksubj,noun,n,negative
,negativ,,,,hostile,,,,,,,,,,,,,,devil,noun,strongsubj,noun,n,negative
,negativ,,,,hostile,,,,,,,,,,,,,,devilish,modif,strongsubj,adj,n,negative
,negativ,,,,hostile,,,,,,,,,,,,,,devious,modif,strongsubj,anypos,n,negative
,negativ,,,,,,,weak,,,,,,,,,,,devoid,modif,strongsubj,adj,n,negative
positiv,,active,,,,,,,,,,,,,,,,,devote,supv,strongsubj,verb,y,positive
positiv,,,,,,,,,submit,,,,,pleasur,,,,,devote,modif,strongsubj,verb,y,positive
positiv,,,passive,affil,,,,,submit,,,,,,,,,,devotion,noun,strongsubj,noun,n,positive
positiv,,,,affil,,strong,,,,,,,,,,,,,devout,modif other,weaksubj,adj,n,positive
positiv,,,,,,strong,,,,,,,,,,,,,dexterity,noun,weaksubj,noun,n,positive
,negativ,,,,hostile,,,,,,,,,,,,,,diabolic,modif,strongsubj,adj,n,negative
,negativ,,,,hostile,,,,,,,,,,,,,,diabolical,modif,strongsubj,adj,n,negative
,,,,,,strong,power,,,,,,,,,,,,dictator,noun,weaksubj,noun,n,negative
,negativ,active,,affil,,,power,,,,,,,,,,,,dictatorial,modif,weaksubj,adj,n,negative
,negativ,active,,,,,,,,,,,,,,,,,differ,supv,weaksubj,verb,y,negative
,negativ,,,,,,,,,,,,,,,,,,difficult,modif,weaksubj,adj,n,negative
,negativ,,,,,,,,,,,,,,,,,,difficulty,noun,strongsubj,adj,n,negative
,negativ,,,,,,,,,,,,,,,,,,difficulty,noun,strongsubj,noun,n,negative
positiv,,,,,,,,,,,,,,,,,,,dig,supv pfreq,weaksubj,noun,n,negative
positiv,,,,,,,,,,,,,,,,,,,dig,supv pfreq,weaksubj,verb,y,positive
,,active,,,,,,,,,,,,,,,,,dig,supv,weaksubj,noun,n,negative
,,active,,,,,,,,,,,,,,,,,dig,supv,weaksubj,verb,y,positive
positiv,,,,,,strong,power,,,,,,,,,,,,dignified,modif,strongsubj,adj,n,positive
positiv,,active,,,,,,,,,,,,,,,,,dignify,supv other,weaksubj,verb,y,positive
positiv,,,,,,strong,,,,,,,,,,,,,dignity,noun,strongsubj,noun,n,positive
,negativ,,,,,,,,,,,,,,,,,,dilemma,noun,weaksubj,adj,n,negative
,negativ,,,,,,,,,,,,,,,,,,dilemma,noun,weaksubj,noun,n,negative
positiv,,active,,,,strong,,,,,,,,,,,,,diligent,modif,weaksubj,adj,n,positive
,negativ,,,,,,,,,,,,,,,,,,dim,modif,strongsubj,adj,n,negative
,negativ,,,,,,,,,,,,,,,,,,dim,modif,weaksubj,anypos,y,negative
,negativ,,,,,,,,,,,,,,,,,,dim,supv,strongsubj,adj,n,negative
,negativ,,,,,,,,,,,,,,,,,,dim,supv,weaksubj,anypos,y,negative
,,,passive,,,,,weak,,,,,,,,,,,diminish,supv,weaksubj,verb,y,negative
,negativ,,,,,strong,,,,,,,,,,,,,din,noun,weaksubj,noun,n,negative
,,,,,,,power,,,,,,,,,,,,diplomacy,noun,weaksubj,adj,n,neutral
,,,,,,,power,,,,,,,,,,,,diplomacy,noun,weaksubj,noun,n,neutral
,,,,,,,power,,,,,,,,,,,,diplomatic,modif,weaksubj,adj,n,positive
,,,,,,,power,,,,,,,,,,,,diplomatic,modif,weaksubj,noun,n,positive
,negativ,,,,,,,weak,,,,,,,,,,,dire,modif,strongsubj,adj,n,negative
,,active,,,,strong,power,,,,,,,,,,,,direct,supv,weaksubj,adj,n,neutral
,,active,,,,strong,,,,,,,,,,,,,direct,modif,weaksubj,adj,n,neutral
,,active,,,,strong,,,,,,,,,,,,,direct,ly,weaksubj,adj,n,neutral
,negativ,,,,,,,,,,,,,,,,,,dirt,noun,weaksubj,noun,n,negative
,negativ,,,,,,,,,,,,,,,,,,dirty,modif,weaksubj,adj,n,negative
,negativ,,,,,,,,,,,,,,,,,,dirty,modif,weaksubj,anypos,y,negative
,negativ,active,,,,,,,,,,,,,,,,,disable,supv,weaksubj,verb,y,negative
,negativ,,,,,,,weak,,,,negate,,,,,,,disadvantage,noun,strongsubj,noun,n,negative
,negativ,,,,,,,weak,,,,negate,,,,,,,disadvantageous,modif,strongsubj,adj,n,negative
,negativ,,,,,,,weak,,,,negate,,,,,,,disadvantageous,modif,strongsubj,noun,n,negative
,,,,,hostile,,,,,,no,,,,,,,,disagree,supv,strongsubj,verb,y,negative
,negativ,,,,hostile,,,,,,,negate,,,pain,,,,disagreeable,modif,strongsubj,anypos,y,negative
,negativ,,,,hostile,,,,,,,negate,,,,,,,disagreement,noun,strongsubj,adj,n,negative
,negativ,,,,hostile,,,,,,,negate,,,,,,,disagreement,noun,strongsubj,noun,n,negative
,negativ,,passive,,,,,,,,,,,,pain,,,,disappoint,modif,strongsubj,verb,y,negative
,negativ,,,,,,,,,,,,,,,,,,disappoint,modif,strongsubj,verb,y,negative
,negativ,,,,,,,,,,,,,,,,,,disappoint,supv,strongsubj,verb,y,negative
,negativ,,,,,,,,,,,,,,,,,,disappoint,modif,strongsubj,verb,y,negative
,negativ,,passive,,,,,,,,,,,,pain,,,,disappointment,noun,strongsubj,adj,n,negative
,negativ,,passive,,,,,,,,,,,,pain,,,,disappointment,noun,strongsubj,noun,n,negative
,negativ,,,,,,,,,,,,,,,,,,disapproval,noun,strongsubj,adj,n,negative
,negativ,,,,,,,,,,,,,,,,,,disapproval,noun,strongsubj,noun,n,negative
,negativ,,,,hostile,,,,,,,negate,,,,,,,disapprove,supv,strongsubj,anypos,y,negative
,negativ,active,,,,,,,,,,,,,,,,,disarm,supv,weaksubj,verb,y,negative
,negativ,,,,,,,weak,,,,,,,,,,,disaster,noun,strongsubj,noun,n,negative
,negativ,,,,,,,weak,,,,,,,,,,,disastrous,modif,strongsubj,adj,n,negative
,negativ,,,,hostile,,,,,,,negate,,,,,,,disavow,supv,strongsubj,verb,y,negative
,negativ,,,,hostile,,,,,,,negate,,,,,,,disavowal,noun,strongsubj,noun,n,negative
,negativ,,,,hostile,,,,,,,negate,,,,,,,disbelief,noun,strongsubj,noun,n,negative
positiv,,active,,,,,,,,,,,,,,,,,discern,supv,strongsubj,verb,y,neutral
,negativ,,,,,,,,,,,,,,,,,,disclaim,supv,strongsubj,verb,y,negative
,negativ,,,,,,,,,,,negate,,,pain,,,,discomfort,noun,weaksubj,noun,n,negative
,negativ,,passive,,,,,weak,,,,,,,pain,,,,disconcerted,modif,strongsubj,adj,n,negative
,negativ,,passive,,,,,weak,,,,negate,,,pain,,,,discontent,modif,strongsubj,adj,n,negative
,negativ,,passive,,,,,weak,,,,negate,,,pain,,,,discontent,modif,strongsubj,noun,n,negative
,negativ,,,,hostile,,,weak,,,,,,,,,,,discord,modif,strongsubj,noun,n,negative
,negativ,,,,hostile,,,,,,,,,,,,,,discordant,modif,strongsubj,adj,n,negative
,negativ,,passive,,,,,,,,,negate,,,pain,,,,discourage,modif,strongsubj,verb,y,negative
,negativ,active,,,hostile,,,,,,,negate,,,pain,,,,discourage,supv,strongsubj,verb,y,negative
,negativ,,,,,,,weak,submit,,,,,,,,,,discouragement,noun,strongsubj,noun,n,negative
,negativ,active,,,hostile,,,,,,,,,,,,,,discredit,supv,strongsubj,verb,y,negative
positiv,,,,,,,,,,,,,,,,,,,discreet,modif,weaksubj,adj,n,positive
positiv,,,,,,,,,,,,,,,,,,,discreet,modif,weaksubj,noun,n,positive
,negativ,,,,hostile,,,,,,,,,,,,,,discrepant,modif,weaksubj,adj,n,negative
positiv,,,,,,,,,,,,,,,,,,,discretion,noun,weaksubj,noun,n,positive
,negativ,active,,,,,,,,,,,,,,,,,discriminate,supv,weaksubj,verb,y,negative
,,,,,hostile,,,,,,,,,,,,,,discrimination,noun pfreq,weaksubj,adj,n,negative
,,,,,hostile,,,,,,,,,,,,,,discrimination,noun pfreq,weaksubj,noun,n,negative
,negativ,,,,,,power,,,,,,,,,,,,disdain,noun,strongsubj,noun,n,negative
,negativ,,,,,,power,,,,,,,,,,,,disdain,noun,strongsubj,verb,y,negative
,negativ,,,,,,,,,,,,,,,,,,disease,noun,weaksubj,noun,n,negative
,negativ,,,,,,,weak,,,,,,,,,,,diseased,modif,weaksubj,adj,n,negative
,negativ,,,,,,,weak,,,,,,,,,,,disgrace,noun,strongsubj,noun,n,negative
,negativ,,,,,,,weak,,,,,,,,,,,disgrace,noun,strongsubj,verb,y,negative
,negativ,,passive,,hostile,,,weak,,,,,,,pain,,,,disgust,noun,strongsubj,noun,n,negative
,negativ,,passive,,hostile,,,weak,,,,,,,pain,,,,disgust,noun,strongsubj,verb,y,negative
,negativ,,,,hostile,,,,,,,,,,pain,,,,disgust,supv,strongsubj,noun,n,negative
,negativ,,,,hostile,,,,,,,,,,pain,,,,disgust,supv,strongsubj,verb,y,negative
,negativ,,,,,,,weak,,,,,,,pain,,,,disgust,ly,strongsubj,noun,n,negative
,negativ,,,,,,,weak,,,,,,,pain,,,,disgust,ly,strongsubj,verb,y,negative
,negativ,,passive,,hostile,,,weak,,,,,,,pain,,,,disgust,modif,strongsubj,noun,n,negative
,negativ,,passive,,hostile,,,weak,,,,,,,pain,,,,disgust,modif,strongsubj,verb,y,negative
,negativ,,,,,,,weak,,,,,,,pain,,,,disgust,modif,strongsubj,noun,n,negative
,negativ,,,,,,,weak,,,,,,,pain,,,,disgust,modif,strongsubj,verb,y,negative
,negativ,,,,,,,weak,submit,,,,,,pain,,,,dishearten,modif,strongsubj,verb,y,negative
,negativ,,,,,,,weak,,,,,,,,,,,dishonest,modif,strongsubj,adj,n,negative
