docName,dirName,idx,type,startByte,endByte,wordLen,text,intensity,polarity,expression-intensity,attitude-type,attitude-uncertain
22.11.18-10696,20010926,5,GATE_direct-subjective,580,586,6.0,to ask,low,positive,low,,
22.11.18-10696,20010926,1,GATE_attitude,879,896,17.0,could not imagine,low,,,other-attitude,
23.12.52-21900,20010926,73,GATE_direct-subjective,559,571,12.0,are expected,low,neutral,low,,
23.12.52-21900,20010926,72,GATE_direct-subjective,434,475,41.0,are preparing to bridge their differences,low,uncertain-positive,low,,
23.12.52-21900,20010926,70,GATE_direct-subjective,1857,1867,10.0,reaffirmed,medium,positive,medium,,
23.12.52-21900,20010926,65,GATE_direct-subjective,1301,1309,8.0,affirmed,medium,positive,medium,,
23.12.52-21900,20010926,63,GATE_direct-subjective,1461,1481,20.0,better understanding,medium,neutral,medium,,
23.12.52-21900,20010926,61,GATE_direct-subjective,319,323,4.0,said,neutral,,neutral,,
23.12.52-21900,20010926,59,GATE_direct-subjective,1638,1643,5.0,noted,neutral,,neutral,,
23.12.52-21900,20010926,58,GATE_direct-subjective,728,751,23.0,according to the report,neutral,,neutral,,
23.12.52-21900,20010926,53,GATE_expressive-subjectivity,1461,1467,6.0,better,medium,positive,,,
23.12.52-21900,20010926,52,GATE_expressive-subjectivity,1759,1769,10.0,impossible,medium,neutral,,,
23.12.52-21900,20010926,51,GATE_expressive-subjectivity,113,121,8.0,unlikely,low,neutral,,,
23.12.52-21900,20010926,50,GATE_expressive-subjectivity,1872,1889,17.0,solid and cordial,medium,positive,,,
23.12.52-21900,20010926,49,GATE_expressive-subjectivity,1411,1431,20.0,will be instrumental,medium,positive,,,
23.12.52-21900,20010926,48,GATE_expressive-subjectivity,667,678,11.0,possibility,low,neutral,,,
23.12.52-21900,20010926,47,GATE_expressive-subjectivity,1820,1838,18.0,for the time being,low,neutral,,,
23.12.52-21900,20010926,46,GATE_expressive-subjectivity,1750,1752,2.0,so,low,neutral,,,
23.12.52-21900,20010926,44,GATE_attitude,1649,1838,189.0,"differences between the Beijing leadership and the Holy See on religious issues dates from long ago, so it is impossible for the Vatican to broach this issue with Beijing for the time being",medium-high,,,arguing-neg,
23.12.52-21900,20010926,43,GATE_attitude,663,726,63.0,the possibility of setting up formal relations with the Vatican,low,,,speculation,
23.12.52-21900,20010926,11,GATE_attitude,107,255,148.0,"It is unlikely that the Vatican will establish diplomatic ties with mainland China any time soon, judging from their differences on religious issues",low,,,speculation,very-uncertain
23.12.52-21900,20010926,9,GATE_attitude,434,450,16.0,are preparing to,low,,,intention-pos,
23.12.52-21900,20010926,7,GATE_attitude,559,726,167.0,are expected to take advantage of a large religious meeting slated for October 14 in Beijing to develop the possibility of setting up formal relations with the Vatican,low,,,speculation,
23.12.52-21900,20010926,5,GATE_attitude,1468,1484,16.0,understanding of,low-medium,,,other-attitude,
23.12.52-21900,20010926,3,GATE_attitude,1301,1537,236.0,"affirmed that from the angle of Eastern and Western cultural exchanges, the sponsoring of similar conferences will be instrumental to mainland Chinese people's better understanding of Catholicism and its contributions to Chinese society",medium,,,arguing-pos,
23.12.52-21900,20010926,1,GATE_attitude,1857,1889,32.0,reaffirmed the solid and cordial,medium,,,arguing-pos,somewhat-uncertain
23.17.57-23406,20010926,107,GATE_direct-subjective,290,300,10.0,would like,low,positive,low,,
23.17.57-23406,20010926,103,GATE_expressive-subjectivity,509,516,7.0,because,low,neutral,,,
23.17.57-23406,20010926,101,GATE_attitude,1216,1228,12.0,but to do so,low-medium,,,arguing-pos,
23.17.57-23406,20010926,97,GATE_direct-subjective,616,620,4.0,said,neutral,,neutral,,
23.17.57-23406,20010926,95,GATE_expressive-subjectivity,730,736,6.0,firmly,medium,neutral,,,
23.17.57-23406,20010926,93,GATE_expressive-subjectivity,484,507,23.0,would not stand idly by,medium,negative,,,
23.17.57-23406,20010926,87,GATE_attitude,530,565,35.0,were not only a challenge to the US,low-medium,,,arguing-neg,
23.17.57-23406,20010926,83,GATE_attitude,92,108,16.0,full support for,medium-high,,,sentiment-pos,
23.17.57-23406,20010926,79,GATE_attitude,566,608,42.0,but also a disruption of peace for mankind,high,,,arguing-pos,
23.17.57-23406,20010926,75,GATE_attitude,484,507,23.0,would not stand idly by,low-medium,,,arguing-neg,somewhat-uncertain
23.17.57-23406,20010926,73,GATE_attitude,1340,1361,21.0,has backpedalled from,low-medium,,,agree-neg,very-uncertain
23.17.57-23406,20010926,63,GATE_direct-subjective,92,108,16.0,full support for,medium,positive,medium,,
23.17.57-23406,20010926,57,GATE_attitude,1579,1616,37.0,switching diplomatic recognition from,low-medium,,,agree-neg,very-uncertain
23.17.57-23406,20010926,53,GATE_attitude,376,384,8.0,decision,low,,,other-attitude,
23.17.57-23406,20010926,49,GATE_direct-subjective,1152,1156,4.0,back,medium,positive,medium,,
23.17.57-23406,20010926,45,GATE_attitude,756,778,22.0,voiced his condolences,medium,,,sentiment-neg,
23.17.57-23406,20010926,41,GATE_attitude,1446,1454,8.0,approved,low-medium,,,sentiment-pos,
23.17.57-23406,20010926,33,GATE_attitude,699,736,37.0,will be with the US government firmly,medium-high,,,agree-pos,
23.17.57-23406,20010926,25,GATE_expressive-subjectivity,198,210,12.0,On behalf of,low,neutral,,,
23.17.57-23406,20010926,19,GATE_attitude,756,781,25.0,voiced his condolences to,low-medium,,,other-attitude,
23.17.57-23406,20010926,17,GATE_attitude,304,330,26.0,extend our full support to,medium-high,,,sentiment-pos,
23.17.57-23406,20010926,7,GATE_direct-subjective,756,778,22.0,voiced his condolences,medium,negative,medium,,
23.17.57-23406,20010926,5,GATE_attitude,1200,1214,14.0,"had ""no option",low-medium,,,arguing-neg,
23.17.57-23406,20010926,3,GATE_direct-subjective,1064,1075,11.0,is believed,low,neutral,low,,
23.17.57-23406,20010926,110,GATE_direct-subjective,1446,1454,8.0,approved,low,neutral,low,,
23.17.57-23406,20010926,108,GATE_direct-subjective,1186,1192,6.0,saying,neutral,,neutral,,
23.17.57-23406,20010926,106,GATE_attitude,1064,1091,27.0,is believed to be in hiding,low,,,arguing-pos,
23.17.57-23406,20010926,102,GATE_expressive-subjectivity,1344,1356,12.0,backpedalled,low,neutral,,,
23.17.57-23406,20010926,100,GATE_attitude,1579,1626,47.0,switching diplomatic recognition from Taipei to,low-medium,,,other-attitude,
23.17.57-23406,20010926,96,GATE_expressive-subjectivity,1034,1047,13.0,prime suspect,low,neutral,,,
23.17.57-23406,20010926,94,GATE_direct-subjective,1340,1361,21.0,has backpedalled from,low,neutral,low,,
23.17.57-23406,20010926,86,GATE_attitude,1193,1293,100.0,"Taiwan had ""no option"" but to do so, despite a lack of diplomatic ties between Taipei and Washington",medium,,,sentiment-pos,
23.17.57-23406,20010926,76,GATE_attitude,1139,1151,12.0,had vowed to,medium-high,,,intention-pos,
23.17.57-23406,20010926,72,GATE_direct-subjective,1579,1611,32.0,switching diplomatic recognition,low,neutral,low,,
23.17.57-23406,20010926,64,GATE_direct-subjective,304,327,23.0,extend our full support,medium,positive,medium,,
23.17.57-23406,20010926,60,GATE_direct-subjective,1139,1148,9.0,had vowed,medium,neutral,medium,,
23.17.57-23406,20010926,58,GATE_expressive-subjectivity,1216,1219,3.0,but,low,neutral,,,
23.17.57-23406,20010926,52,GATE_direct-subjective,372,384,12.0,any decision,low,neutral,low,,
23.17.57-23406,20010926,42,GATE_direct-subjective,699,711,12.0,will be with,medium,positive,medium,,
23.17.57-23406,20010926,40,GATE_attitude,1152,1156,4.0,back,medium,,,sentiment-pos,
23.17.57-23406,20010926,38,GATE_expressive-subjectivity,1205,1214,9.0,no option,medium,neutral,,,
23.17.57-23406,20010926,32,GATE_expressive-subjectivity,577,608,31.0,disruption of peace for mankind,high,negative,,,
23.17.57-23406,20010926,22,GATE_attitude,290,303,13.0,would like to,low-medium,,,sentiment-pos,
23.17.57-23406,20010926,14,GATE_expressive-subjectivity,535,543,8.0,not only,medium,neutral,,,
23.18.15-25073,20010927,250,GATE_direct-subjective,2522,2543,21.0,has no greater desire,high,positive,high,,
23.18.15-25073,20010927,234,GATE_expressive-subjectivity,3512,3525,13.0,every contact,medium,neutral,,,
23.18.15-25073,20010927,226,GATE_expressive-subjectivity,4404,4426,22.0,almost inconspicuously,medium,neutral,,,
23.18.15-25073,20010927,97,GATE_attitude,2056,2161,105.0,"should take advantage of ""the rare opportunity for (Russia) to become integrated with the civilized world",medium,,,arguing-pos,
23.18.15-25073,20010927,347,GATE_attitude,1621,1698,77.0,And Putin has established the prospect of taking further steps in this regard,medium,,,arguing-pos,
23.18.15-25073,20010927,218,GATE_attitude,2817,2829,12.0,had promised,medium,,,intention-pos,
23.18.15-25073,20010927,89,GATE_attitude,4200,4216,16.0,the common enemy,medium-high,,,sentiment-neg,
23.18.15-25073,20010927,81,GATE_direct-subjective,274,293,19.0,could have expected,low,neutral,low,,
23.18.15-25073,20010927,331,GATE_attitude,1986,1994,8.0,decision,low,,,other-attitude,
23.18.15-25073,20010927,323,GATE_attitude,3593,3598,5.0,offer,low,,,sentiment-pos,
23.18.15-25073,20010927,65,GATE_expressive-subjectivity,2063,2077,14.0,take advantage,medium,positive,,,
23.18.15-25073,20010927,315,GATE_expressive-subjectivity,238,293,55.0,amounted to much more than what one could have expected,high,neutral,,,
23.18.15-25073,20010927,186,GATE_expressive-subjectivity,861,890,29.0,could be regarded as dramatic,medium,neutral,,,
23.18.15-25073,20010927,178,GATE_direct-subjective,4313,4321,8.0,to think,low,neutral,low,,
23.18.15-25073,20010927,49,GATE_attitude,1290,1294,4.0,True,medium,,,agree-pos,
23.18.15-25073,20010927,299,GATE_attitude,1824,1900,76.0,has written the name of Moscow on the registration page of the American side,medium,,,arguing-pos,
23.18.15-25073,20010927,41,GATE_expressive-subjectivity,2952,3007,55.0,context of the struggle against international terrorism,medium,neutral,,,
23.18.15-25073,20010927,291,GATE_expressive-subjectivity,1706,1717,11.0,Accordingly,low,neutral,,,
23.18.15-25073,20010927,162,GATE_expressive-subjectivity,3335,3347,12.0,Nevertheless,low,neutral,,,
23.18.15-25073,20010927,283,GATE_attitude,4404,4426,22.0,almost inconspicuously,low-medium,,,other-attitude,
23.18.15-25073,20010927,275,GATE_expressive-subjectivity,1121,1144,23.0,would have done nothing,medium,neutral,,,
23.18.15-25073,20010927,146,GATE_direct-subjective,2730,2736,6.0,policy,low,neutral,low,,
23.18.15-25073,20010927,17,GATE_attitude,3260,3272,12.0,to encourage,medium,,,sentiment-pos,
23.18.15-25073,20010927,9,GATE_expressive-subjectivity,4200,4216,16.0,the common enemy,medium,negative,,,
23.18.15-25073,20010927,1,GATE_direct-subjective,2862,2870,8.0,remarked,neutral,,neutral,,
23.18.15-25073,20010927,380,GATE_expressive-subjectivity,1824,1900,76.0,has written the name of Moscow on the registration page of the American side,high,neutral,,,
23.18.15-25073,20010927,122,GATE_expressive-subjectivity,4284,4321,37.0,at this time it is your turn to think,medium,neutral,,,
23.18.15-25073,20010927,243,GATE_attitude,31,174,143.0,probably withheld their breath Monday evening while watching on television what Russian President Vladimir Putin was about to say to his people,low,,,arguing-pos,
23.18.15-25073,20010927,114,GATE_expressive-subjectivity,205,233,28.0,rubbed their palms at length,medium,negative,,,
23.18.15-25073,20010927,227,GATE_direct-subjective,205,233,28.0,rubbed their palms at length,high,positive,high,,
23.18.15-25073,20010927,348,GATE_expressive-subjectivity,1458,1470,12.0,Nevertheless,low,neutral,,,
23.18.15-25073,20010927,219,GATE_attitude,683,704,21.0,regarded as desirable,medium,,,sentiment-pos,
23.18.15-25073,20010927,211,GATE_expressive-subjectivity,295,319,24.0,The military great power,medium,positive,,,
23.18.15-25073,20010927,82,GATE_attitude,3614,3808,194.0,"If we view this warning against the background that Putin's government has always seen Usama Bin Ladin's hands behind ""Chechen terrorism,"" we were witnessing a late recognition of Moscow's views",low-medium,,,arguing-pos,very-uncertain
23.18.15-25073,20010927,195,GATE_expressive-subjectivity,325,348,23.0,towers over Afghanistan,medium,neutral,,,
23.18.15-25073,20010927,316,GATE_expressive-subjectivity,524,550,26.0,positive neutrality policy,medium,neutral,,,
23.18.15-25073,20010927,50,GATE_attitude,2649,2681,32.0,did not succeed with that so far,low-medium,,,sentiment-neg,very-uncertain
23.18.15-25073,20010927,300,GATE_attitude,1905,1960,55.0,"wanted to become an ally, and that's what he has become",medium,,,sentiment-pos,very-uncertain
23.18.15-25073,20010927,42,GATE_attitude,3772,3790,18.0,a late recognition,low-medium,,,agree-pos,
23.18.15-25073,20010927,292,GATE_expressive-subjectivity,1199,1252,53.0,One cannot underestimate the significance of the fact,high,neutral,,,
23.18.15-25073,20010927,163,GATE_attitude,2609,2643,34.0,"a chapter of ""international terror",low,,,arguing-pos,
23.18.15-25073,20010927,34,GATE_attitude,4443,4480,37.0,would have been a joke only yesterday,medium,,,other-attitude,very-uncertain
23.18.15-25073,20010927,413,GATE_attitude,3436,3498,62.0,"called upon the Chechens to ""unconditionally and without delay",high,,,sentiment-pos,
23.18.15-25073,20010927,405,GATE_expressive-subjectivity,2649,2664,15.0,did not succeed,medium,negative,,,
23.18.15-25073,20010927,276,GATE_attitude,274,293,19.0,could have expected,low,,,other-attitude,
23.18.15-25073,20010927,18,GATE_expressive-subjectivity,4246,4253,7.0,may not,low,neutral,,,
23.18.15-25073,20010927,397,GATE_direct-subjective,1824,1900,76.0,has written the name of Moscow on the registration page of the American side,high,uncertain-neutral,high,,
23.18.15-25073,20010927,139,GATE_expressive-subjectivity,2763,2778,15.0,taught a lesson,medium,both,,,
23.18.15-25073,20010927,381,GATE_expressive-subjectivity,1621,1624,3.0,And,low,neutral,,,
23.18.15-25073,20010927,123,GATE_expressive-subjectivity,2408,2431,23.0,a certain consideration,low,neutral,,,
23.18.15-25073,20010927,244,GATE_direct-subjective,3436,3447,11.0,called upon,high,positive,high,,
23.18.15-25073,20010927,365,GATE_attitude,595,606,11.0,has pursued,low-medium,,,intention-pos,somewhat-uncertain
23.18.15-25073,20010927,236,GATE_attitude,414,425,11.0,has pledged,medium,,,intention-pos,
23.18.15-25073,20010927,107,GATE_attitude,40,61,21.0,withheld their breath,medium-high,,,other-attitude,
23.18.15-25073,20010927,228,GATE_direct-subjective,4336,4343,7.0,Feeling,low,neutral,low,,
23.18.15-25073,20010927,99,GATE_attitude,2263,2394,131.0,"has been historically responsible for ""educating"" the Taliban that had caused the demise of Soviet occupation forces in Afghanistan",medium-high,,,sentiment-neg,
23.18.15-25073,20010927,220,GATE_attitude,2522,2548,26.0,has no greater desire than,high,,,sentiment-pos,
23.18.15-25073,20010927,91,GATE_expressive-subjectivity,2272,2324,52.0,"historically responsible for ""educating"" the Taliban",medium,negative,,,
23.18.15-25073,20010927,212,GATE_direct-subjective,2817,2829,12.0,had promised,medium,uncertain-positive,medium,,
23.18.15-25073,20010927,75,GATE_attitude,506,626,120.0,"has exceeded the ""positive neutrality policy"" his country (the Soviet Union at the time) has pursued during the Gulf War",medium,,,sentiment-pos,very-uncertain
23.18.15-25073,20010927,196,GATE_direct-subjective,1905,1911,6.0,wanted,medium,positive,medium,,
23.18.15-25073,20010927,67,GATE_attitude,3349,3391,42.0,one could not fail taking note of the fact,medium,,,arguing-pos,very-uncertain
23.18.15-25073,20010927,59,GATE_attitude,205,233,28.0,rubbed their palms at length,low-medium,,,arguing-pos,somewhat-uncertain
23.18.15-25073,20010927,309,GATE_attitude,1726,1816,90.0,has joined the anti-terrorist coalition of the United States virtually without reservation,low-medium,,,sentiment-pos,
23.18.15-25073,20010927,301,GATE_attitude,3167,3173,6.0,sought,low-medium,,,sentiment-pos,
23.18.15-25073,20010927,172,GATE_attitude,735,745,10.0,has agreed,low-medium,,,agree-pos,
23.18.15-25073,20010927,293,GATE_expressive-subjectivity,3941,4011,70.0,vindicated for himself the deeper truth that may be seen behind terror,high,both,,,
23.18.15-25073,20010927,35,GATE_expressive-subjectivity,3038,3068,30.0,a free hand regarding Chechnia,medium,positive,,,
23.18.15-25073,20010927,27,GATE_attitude,861,890,29.0,could be regarded as dramatic,medium,,,other-attitude,
23.18.15-25073,20010927,277,GATE_expressive-subjectivity,4271,4282,11.0,Accordingly,low,neutral,,,
23.18.15-25073,20010927,19,GATE_direct-subjective,3593,3598,5.0,offer,medium,uncertain-positive,medium,,
23.18.15-25073,20010927,140,GATE_attitude,1004,1012,8.0,decision,low,,,other-attitude,
23.18.15-25073,20010927,11,GATE_direct-subjective,3625,3637,12.0,this warning,medium,negative,medium,,
23.18.15-25073,20010927,390,GATE_expressive-subjectivity,3117,3135,18.0,look the other way,medium,uncertain-positive,,,
23.18.15-25073,20010927,124,GATE_attitude,4374,4384,10.0,to ask for,low,,,sentiment-pos,
23.18.15-25073,20010927,245,GATE_attitude,1477,1619,142.0,"amounts to such high degree of Russian-American cooperation in a wartime situation, the two sides have never attained during the past 10 years",medium-high,,,arguing-pos,
23.18.15-25073,20010927,116,GATE_expressive-subjectivity,1787,1816,29.0,virtually without reservation,medium,positive,,,
23.18.15-25073,20010927,229,GATE_direct-subjective,3918,3936,18.0,stormy celebration,high,positive,high,,
23.18.15-25073,20010927,350,GATE_expressive-subjectivity,1070,1076,6.0,actual,low,neutral,,,
23.18.15-25073,20010927,221,GATE_expressive-subjectivity,1931,1960,29.0,and that's what he has become,medium,neutral,,,
23.18.15-25073,20010927,342,GATE_attitude,295,319,24.0,The military great power,high,,,sentiment-pos,
23.18.15-25073,20010927,334,GATE_direct-subjective,3685,3700,15.0,has always seen,medium,neutral,medium,,
23.18.15-25073,20010927,205,GATE_expressive-subjectivity,2817,2854,37.0,had promised everything good and nice,medium,negative,,,
23.18.15-25073,20010927,68,GATE_attitude,3010,3135,125.0,"In reality, Putin asked for a free hand regarding Chechnia, some understanding, or even that the Americans look the other way",low-medium,,,arguing-pos,
23.18.15-25073,20010927,60,GATE_attitude,2330,2394,64.0,had caused the demise of Soviet occupation forces in Afghanistan,high,,,sentiment-neg,
23.18.15-25073,20010927,181,GATE_expressive-subjectivity,3602,3612,10.0,make peace,medium,positive,,,
23.18.15-25073,20010927,302,GATE_expressive-subjectivity,2038,2047,9.0,all along,low,neutral,,,
23.18.15-25073,20010927,173,GATE_attitude,3028,3037,9.0,asked for,low-medium,,,sentiment-pos,
23.18.15-25073,20010927,44,GATE_direct-subjective,3028,3033,5.0,asked,low,positive,low,,
23.18.15-25073,20010927,165,GATE_direct-subjective,3803,3808,5.0,views,low,neutral,low,,
23.18.15-25073,20010927,36,GATE_expressive-subjectivity,510,518,8.0,exceeded,medium,positive,,,
23.18.15-25073,20010927,286,GATE_direct-subjective,3578,3584,6.0,accept,low,positive,low,,
23.18.15-25073,20010927,149,GATE_attitude,3918,3936,18.0,stormy celebration,high,,,sentiment-pos,
23.18.15-25073,20010927,12,GATE_direct-subjective,595,606,11.0,has pursued,medium,uncertain-neutral,medium,,
23.18.15-25073,20010927,4,GATE_attitude,4246,4258,12.0,may not have,low,,,speculation,
23.18.15-25073,20010927,383,GATE_attitude,2919,3007,88.0,could be interpreted only in the context of the struggle against international terrorism,medium-high,,,arguing-pos,
23.18.15-25073,20010927,254,GATE_attitude,205,233,28.0,rubbed their palms at length,medium-high,,,sentiment-pos,
23.18.15-25073,20010927,117,GATE_expressive-subjectivity,4349,4360,11.0,a true ally,medium,positive,,,
23.18.15-25073,20010927,367,GATE_attitude,4045,4148,103.0,continued to keep alive during the past several years the Cold War stereotype of a threat from the East,low-medium,,,sentiment-neg,
23.18.15-25073,20010927,359,GATE_direct-subjective,426,436,10.0,to support,medium,positive,medium,,
23.18.15-25073,20010927,351,GATE_direct-subjective,3941,3963,22.0,vindicated for himself,high,positive,high,,
23.18.15-25073,20010927,222,GATE_direct-subjective,2549,2559,10.0,to present,low,neutral,low,,
23.18.15-25073,20010927,93,GATE_direct-subjective,4330,4334,4.0,said,neutral,,neutral,,
23.18.15-25073,20010927,214,GATE_expressive-subjectivity,1477,1504,27.0,amounts to such high degree,medium,uncertain-positive,,,
23.18.15-25073,20010927,85,GATE_attitude,3578,3584,6.0,accept,low-medium,,,agree-pos,
23.18.15-25073,20010927,206,GATE_attitude,3756,3771,15.0,were witnessing,low,,,other-attitude,
23.18.15-25073,20010927,327,GATE_attitude,3838,3852,14.0,has understood,low-medium,,,other-attitude,
23.18.15-25073,20010927,198,GATE_attitude,3625,3637,12.0,this warning,medium,,,sentiment-neg,
23.18.15-25073,20010927,53,GATE_attitude,2763,2795,32.0,taught a lesson to the Americans,medium,,,sentiment-pos,
23.18.15-25073,20010927,45,GATE_direct-subjective,349,369,20.0,has committed itself,medium,neutral,medium,,
23.18.15-25073,20010927,287,GATE_attitude,3803,3808,5.0,views,low-medium,,,other-attitude,
23.18.15-25073,20010927,158,GATE_expressive-subjectivity,1999,2007,8.0,not easy,medium,uncertain-negative,,,
23.18.15-25073,20010927,29,GATE_expressive-subjectivity,2082,2102,20.0,the rare opportunity,high,positive,,,
23.18.15-25073,20010927,279,GATE_attitude,349,382,33.0,has committed itself to overthrow,medium,,,sentiment-neg,
23.18.15-25073,20010927,21,GATE_attitude,2086,2102,16.0,rare opportunity,medium-high,,,sentiment-pos,
23.18.15-25073,20010927,271,GATE_attitude,2465,2486,21.0,proved to be decisive,medium,,,arguing-pos,
23.18.15-25073,20010927,142,GATE_direct-subjective,4154,4177,23.0,would have concentrated,medium,neutral,medium,,
23.18.15-25073,20010927,392,GATE_attitude,2817,2854,37.0,had promised everything good and nice,medium,,,sentiment-neg,
23.18.15-25073,20010927,263,GATE_direct-subjective,994,1012,18.0,the final decision,low,neutral,low,,
23.18.15-25073,20010927,134,GATE_attitude,2197,2236,39.0,policy has been to keep a distance from,low,,,sentiment-neg,
23.18.15-25073,20010927,126,GATE_attitude,1824,1900,76.0,has written the name of Moscow on the registration page of the American side,medium-high,,,sentiment-pos,
23.18.15-25073,20010927,376,GATE_attitude,2730,2736,6.0,policy,low,,,other-attitude,
23.18.15-25073,20010927,239,GATE_expressive-subjectivity,4150,4185,35.0,but would have concentrated instead,medium,positive,,,
23.18.15-25073,20010927,231,GATE_expressive-subjectivity,2146,2161,15.0,civilized world,medium,positive,,,
23.18.15-25073,20010927,352,GATE_direct-subjective,40,61,21.0,withheld their breath,high,neutral,high,,
23.18.15-25073,20010927,215,GATE_direct-subjective,1966,1994,28.0,making this complex decision,medium,neutral,medium,,
23.18.15-25073,20010927,207,GATE_expressive-subjectivity,2465,2486,21.0,proved to be decisive,medium,neutral,,,
23.18.15-25073,20010927,78,GATE_attitude,4313,4321,8.0,to think,low,,,other-attitude,
23.18.15-25073,20010927,320,GATE_expressive-subjectivity,2751,2758,7.0,however,low,neutral,,,
23.18.15-25073,20010927,312,GATE_attitude,3685,3731,46.0,has always seen Usama Bin Ladin's hands behind,low-medium,,,arguing-pos,
23.18.15-25073,20010927,183,GATE_expressive-subjectivity,1290,1294,4.0,True,medium,neutral,,,
23.18.15-25073,20010927,304,GATE_direct-subjective,3838,3852,14.0,has understood,medium,neutral,medium,,
23.18.15-25073,20010927,175,GATE_attitude,4154,4188,34.0,would have concentrated instead on,medium,,,other-attitude,
23.18.15-25073,20010927,46,GATE_attitude,1199,1252,53.0,One cannot underestimate the significance of the fact,high,,,arguing-pos,somewhat-uncertain
23.18.15-25073,20010927,167,GATE_direct-subjective,2197,2203,6.0,policy,low,neutral,low,,
23.18.15-25073,20010927,38,GATE_attitude,238,293,55.0,amounted to much more than what one could have expected,medium-high,,,sentiment-pos,somewhat-uncertain
23.18.15-25073,20010927,288,GATE_direct-subjective,3010,3012,2.0,In,low,,,,
23.18.15-25073,20010927,159,GATE_expressive-subjectivity,3010,3020,10.0,In reality,low,neutral,,,
23.18.15-25073,20010927,30,GATE_attitude,2686,2725,39.0,was criticized more than recognized for,medium,,,sentiment-neg,
23.18.15-25073,20010927,409,GATE_attitude,3620,3624,4.0,view,low-medium,,,other-attitude,
23.18.15-25073,20010927,280,GATE_attitude,349,369,20.0,has committed itself,medium,,,intention-pos,
23.18.15-25073,20010927,401,GATE_direct-subjective,1157,1163,6.0,wanted,medium,positive,medium,,
23.18.15-25073,20010927,143,GATE_expressive-subjectivity,695,704,9.0,desirable,medium,positive,,,
23.18.15-25073,20010927,135,GATE_expressive-subjectivity,2940,2944,4.0,only,medium,neutral,,,
23.18.15-25073,20010927,385,GATE_expressive-subjectivity,1575,1619,44.0,have never attained during the past 10 years,medium,neutral,,,
23.18.15-25073,20010927,127,GATE_attitude,2609,2643,34.0,"a chapter of ""international terror",medium-high,,,sentiment-neg,
23.18.15-25073,20010927,248,GATE_attitude,1999,2007,8.0,not easy,medium,,,sentiment-neg,somewhat-uncertain
23.18.15-25073,20010927,119,GATE_attitude,1094,1191,97.0,"indicate that these states would have done nothing, had Moscow wanted a different thing to happen",low-medium,,,arguing-pos,somewhat-uncertain
23.18.15-25073,20010927,232,GATE_direct-subjective,4016,4022,6.0,argued,medium,neutral,medium,,
23.18.15-25073,20010927,103,GATE_attitude,1157,1163,6.0,wanted,medium,,,sentiment-pos,
23.18.15-25073,20010927,224,GATE_direct-subjective,3117,3135,18.0,look the other way,low,neutral,low,,
23.18.15-25073,20010927,87,GATE_expressive-subjectivity,2675,2681,6.0,so far,low,neutral,,,
23.18.15-25073,20010927,337,GATE_expressive-subjectivity,4443,4480,37.0,would have been a joke only yesterday,medium,neutral,,,
23.18.15-25073,20010927,208,GATE_direct-subjective,3774,3790,16.0,late recognition,low,uncertain-positive,low,,
23.18.15-25073,20010927,79,GATE_expressive-subjectivity,3614,3616,2.0,If,low,neutral,,,
23.18.15-25073,20010927,321,GATE_attitude,3964,4011,47.0,the deeper truth that may be seen behind terror,medium,,,arguing-pos,somewhat-uncertain
23.18.15-25073,20010927,63,GATE_attitude,414,436,22.0,has pledged to support,medium,,,sentiment-pos,
23.18.15-25073,20010927,313,GATE_direct-subjective,3075,3088,13.0,understanding,medium,positive,medium,,
23.18.15-25073,20010927,47,GATE_direct-subjective,3620,3624,4.0,view,low,neutral,low,,
23.18.15-25073,20010927,297,GATE_attitude,4271,4321,50.0,"Accordingly, at this time it is your turn to think",medium,,,arguing-pos,
23.18.15-25073,20010927,418,GATE_direct-subjective,2686,2721,35.0,was criticized more than recognized,medium,negative,medium,,
23.18.15-25073,20010927,273,GATE_direct-subjective,2027,2031,4.0,told,neutral,,neutral,,
23.18.15-25073,20010927,144,GATE_attitude,4016,4268,252.0,"argued that had the West not continued to keep alive during the past several years the Cold War stereotype of a threat from the East, but would have concentrated instead on terrorism, the common enemy, the twin towers of New York may not have collapsed",medium-high,,,arguing-pos,
23.18.15-25073,20010927,15,GATE_expressive-subjectivity,3349,3391,42.0,one could not fail taking note of the fact,high,neutral,,,
23.18.15-25073,20010927,394,GATE_direct-subjective,4377,4384,7.0,ask for,low,positive,low,,
23.18.15-25073,20010927,265,GATE_direct-subjective,3867,3878,11.0,recognition,low,uncertain-positive,low,,
23.18.15-25073,20010927,386,GATE_expressive-subjectivity,3701,3750,49.0,"Usama Bin Ladin's hands behind ""Chechen terrorism",medium,negative,,,
23.18.15-25073,20010927,257,GATE_direct-subjective,683,691,8.0,regarded,low,neutral,low,,
23.18.15-25073,20010927,378,GATE_direct-subjective,3167,3173,6.0,sought,low,positive,low,,
23.18.15-25073,20010927,112,GATE_expressive-subjectivity,2056,2062,6.0,should,medium,neutral,,,
23.18.15-25073,20010927,104,GATE_expressive-subjectivity,4045,4122,77.0,continued to keep alive during the past several years the Cold War stereotype,medium,negative,,,
23.18.15-25073,20010927,225,GATE_attitude,4336,4360,24.0,Feeling like a true ally,medium-high,,,sentiment-pos,
23.18.15-25073,20010927,346,GATE_attitude,4482,4542,60.0,"Today, at the threshold of expansion, it is no longer a joke",medium,,,other-attitude,very-uncertain
23.18.15-25073,20010927,217,GATE_expressive-subjectivity,4520,4542,22.0,it is no longer a joke,medium,neutral,,,
